<ticker>,<date>,<open>,<high>,<low>,<close>,<volume>,<o/i>
20MICRONS,20201026,28.4,28.4,27.4,27.65,13126,7505
21STCENMGM,20201026,9.5,9.75,9.5,9.75,119,119
3IINFOTECH,20201026,3.2,3.2,3,3,6201559,5019534
3MINDIA,20201026,18910.6,19100,18525,18602.85,895,576
5PAISA,20201026,346.05,352,343,347.6,6692,0
63MOONS,20201026,74.1,75.5,73.35,74.05,21328,10734
8KMILES,20201026,87.6,96.8,87.6,96.8,363387,0
A2ZINFRA,20201026,4,4,3.85,3.95,120025,63844
AAKASH,20201026,53.25,53.25,51.5,52.3,33858,17323
AARTIDRUGS,20201026,770,770,712.8,712.8,1321726,592696
AARTIIND,20201026,994.25,1003.95,981,983.55,111897,55298
AARTISURF,20201026,568,580,548.85,563,20501,0
AARVEEDEN,20201026,10.5,10.95,10.35,10.4,2394,1925
AARVI,20201026,39.85,42.65,37.5,37.85,697,386
AAVAS,20201026,1489,1510,1482.5,1493.5,13509,7058
ABAN,20201026,22.65,23.7,22.65,22.95,37081,26512
ABB,20201026,915,917.4,880.05,889.05,55576,32478
ABBOTINDIA,20201026,15650,15750,15490,15562,5810,3741
ABCAPITAL,20201026,68.9,68.9,65.1,66.1,2128630,827988
ABFRL,20201026,167.9,171.9,159.1,161.2,11135863,1601028
ABMINTLTD,20201026,28.35,28.35,28.35,28.35,491,0
ABSLBANETF,20201026,242.62,244.57,237.48,239.32,3990,3861
ABSLNN50ET,20201026,275,284.4,275,277.03,15,14
ACC,20201026,1604.9,1614.8,1573.5,1578.8,1151016,219120
ACCELYA,20201026,972,985.9,940,949.5,5457,3008
ACE,20201026,72.05,72.25,68.8,69.5,135021,67264
ADANIENT,20201026,318,318.7,305.05,307.4,4397443,633033
ADANIGAS,20201026,197.45,197.85,191,193.65,909794,326882
ADANIGREEN,20201026,720,722.8,701.1,704.7,271180,147768
ADANIPORTS,20201026,366,373.9,360.35,363.7,7541567,1125597
ADANIPOWER,20201026,35.35,35.7,34.9,35.15,881106,534021
ADANITRANS,20201026,293.35,293.35,284,287.55,131193,77313
ADFFOODS,20201026,428,429.8,411.2,414.15,17606,8216
ADHUNIKIND,20201026,19.5,19.5,17.9,18.45,2593,2261
ADL,20201026,17.75,18,17.6,17.9,1624,0
ADORWELD,20201026,244.6,245.95,238.95,240,4712,2952
ADROITINFO,20201026,7.75,7.75,7.4,7.4,1638,0
ADSL,20201026,23.3,23.3,22.25,22.4,174557,12863
ADVANIHOTR,20201026,41.5,41.65,39.9,41.15,1352,1069
ADVENZYMES,20201026,315.4,324,302.05,308.6,304205,136579
AEGISCHEM,20201026,214.9,219.4,212.8,217.25,214001,107423
AFFLE,20201026,2819,2837,2690.1,2717.6,33790,19613
AGARIND,20201026,86.2,89.1,84.15,85.9,3739,3023
AGCNET,20201026,539.8,616,539.8,607.8,273348,113264
AGRITECH,20201026,28.9,28.9,28.05,28.5,2625,1513
AGROPHOS,20201026,9.15,9.15,8.75,8.8,29248,18339
AHLEAST,20201026,136,137.05,135.05,137,1022,1015
