<ticker>,<date>,<open>,<high>,<low>,<close>,<volume>,<o/i>
BLISSGVS,20210304,171.4,173,168.9,169.7,416531,105883
BLKASHYAP,20210304,14.8,15.55,14.45,15.55,2309252,0
BLS,20210304,103.15,103.75,101.2,101.85,117450,86583
BLUEDART,20210304,4698,4698,4605,4636.4,8088,2362
BLUESTARCO,20210304,918.5,926.65,902,920.6,187782,129001
BODALCHEM,20210304,87.1,89,85.8,88.15,1237958,672001
BOMDYEING,20210304,82.85,89.75,82.05,86.4,11782582,2888938
BOROLTD,20210304,187.8,194.15,186.9,190.95,118034,61572
BORORENEW,20210304,284,294.4,281.3,284.25,491085,228040
BOSCHLTD,20210304,15600,15600,15140,15239.55,76917,14833
BPCL,20210304,462,472.65,459.25,463.9,6278311,1537295
BPL,20210304,24.85,26.45,23.6,25.55,600714,306790
BRFL,20210304,8.55,8.8,8.55,8.55,610145,599173
BRIGADE,20210304,295,299,289,291.45,272528,182966
BRITANNIA,20210304,3450,3514.8,3450,3501.9,537283,322909
BRNL,20210304,34,34.8,33.1,33.55,107635,55871
BROOKS,20210304,59,61,57.75,59.05,240242,105429
BSE,20210304,590,608.75,584.7,599.15,489534,236465
BSELINFRA,20210304,1,1,1,1,10259,10259
BSHSL,20210304,132.55,139.8,132.5,135.05,3097,0
BSL,20210304,34.2,36.3,32.6,36.3,42624,38291
BSLGOLDETF,20210304,4190,4250,4105,4130.25,920,683
BSLNIFTY,20210304,169,169,163.8,166.02,1098,757
BSOFT,20210304,241.4,241.85,236.45,237.35,501948,253897
BURGERKING,20210304,145.25,152.5,145,148.15,3919785,1095663
BURNPUR,20210304,2.75,2.85,2.75,2.85,65713,0
BUTTERFLY,20210304,570,592.5,568.95,581.6,96876,33638
BVCL,20210304,18.5,18.65,17.35,18.1,5153,0
BYKE,20210304,20.9,20.9,19.95,20,16632,12610
CADILAHC,20210304,442,453.5,440.8,449.05,2657329,920422
CALSOFT,20210304,9.05,9.45,9.05,9.25,24799,17758
CAMLINFINE,20210304,141.3,155,139.35,153.3,2236456,1088497
CAMS,20210304,1881,1925.65,1881,1902.15,68531,44735
CANBK,20210304,163.5,172.45,161.8,168.55,31614453,5181737
CANFINHOME,20210304,486,512.6,486,505.3,1238853,546008
CANTABIL,20210304,383.9,383.9,376,378.45,132863,22911
CAPACITE,20210304,204,216.8,203,206.45,193562,88540
CAPLIPOINT,20210304,461.95,468.8,458,460.6,104622,57057
CAPTRUST,20210304,101,107,100.1,104.05,14642,11208
CARBORUNIV,20210304,513.6,525.55,510.4,514.75,80090,42348
CAREERP,20210304,149,149,147.05,148.8,20223,12464
CARERATING,20210304,467,475,465.45,472.7,148750,76556
CASTROLIND,20210304,133.1,138.2,133.05,136.05,2143968,1277455
CCCL,20210304,0.35,0.4,0.3,0.4,18041,0
CCHHL,20210304,5.15,5.15,4.9,4.95,40083,30305
CCL,20210304,248.9,256.7,247.85,252.6,302483,164545
CDSL,20210304,615,625,611.5,618.95,464705,246345
CEATLTD,20210304,1644,1644,1605,1611.75,186548,78481
CEBBCO,20210304,19.5,20,19.45,19.85,46307,0
CELEBRITY,20210304,7.1,7.1,6.8,6.85,46732,0
CENTENKA,20210304,258,269.55,256.35,264.35,88416,39271
CENTEXT,20210304,5,5,4.7,4.85,127136,93866
CENTRALBK,20210304,18,18.25,17.8,17.9,9943290,5970819
CENTRUM,20210304,24.5,25.3,23.65,24.55,10008064,1725862
CENTUM,20210304,447.4,449.8,436.55,437.9,5101,3345
CENTURYPLY,20210304,319.85,325.6,318,320.35,221486,107242
CENTURYTEX,20210304,530,535.9,516.1,521.35,786208,415412
CERA,20210304,4065.25,4135.05,4025,4055.5,6754,3285
CEREBRAINT,20210304,51.15,52.45,49.2,51.05,334794,161130
CESC,20210304,624,640,620.05,635.7,850428,366954
CGCL,20210304,352,364.5,352,360.2,62540,12261
CGPOWER,20210304,58.7,63.3,58.3,63.3,7951361,4021469
CHALET,20210304,173.8,186.9,172.3,180.9,1220871,438199
CHAMBLFERT,20210304,242,249.5,240.7,242,1040894,347669
CHEMBOND,20210304,185.05,190.95,183.05,185.25,17953,10567
CHEMCON,20210304,433.3,442,432,436.2,121851,45175
CHEMFAB,20210304,130.1,133,128.1,130.95,5225,4227
CHENNPETRO,20210304,111,112.7,109.2,110.2,760333,356646
CHOLAFIN,20210304,537,546.55,533.15,535.1,2756879,691023
CHOLAHLDNG,20210304,605.7,608.15,596.55,604.3,63914,41342
CIGNITITEC,20210304,344,360,341.3,352.35,48252,26771
CINELINE,20210304,39.6,40.75,39,39.55,124126,57942
CINEVISTA,20210304,6.2,6.3,6.05,6.3,4411,2669
CIPLA,20210304,807.4,818,803.7,806.75,3640996,1204566
CLEDUCATE,20210304,69.9,69.9,67.8,69,17734,9172
CLNINDIA,20210304,403.5,409.8,399,404.25,86791,41098
CMICABLES,20210304,59.65,63,58.45,58.45,95228,0
CNOVAPETRO,20210304,17,17,17,17,1966,0
COALINDIA,20210304,154,154.9,151.7,152.05,17162557,6576703
COCHINSHIP,20210304,399.1,412.7,395,404.6,531096,132586
COFORGE,20210304,2620,2694.85,2620,2635.55,165983,36066
COLPAL,20210304,1605,1635,1603,1620.2,476559,194391
COMPINFO,20210304,19.35,20,18.75,19.2,380418,223251
COMPUSOFT,20210304,9.15,9.15,8.65,8.95,27858,18996
CONCOR,20210304,577,643.95,575.05,615.55,15871139,3391313
CONFIPET,20210304,45.25,49,44.3,47.65,3429107,2137054
CONSOFINVT,20210304,47.65,52.05,45.5,50.6,81984,66840
CONTROLPR,20210304,229.6,232.85,226.7,231.85,11930,7914
CORALFINAC,20210304,23,24.45,22.95,24.15,24225,16807
CORDSCABLE,20210304,43,45.7,42.55,44.05,180648,100145
COROMANDEL,20210304,775.1,788.8,772.8,786,560820,415253
COSMOFILMS,20210304,610.1,655.5,605.6,640.45,368790,147126
COUNCODOS,20210304,2.75,2.75,2.7,2.75,195884,0
CPSEETF,20210304,24.49,24.49,23.91,24.17,8348240,7552232
CREATIVE,20210304,110,113.5,109.05,111.6,10841,1272
CREATIVEYE,20210304,2.9,2.9,2.9,2.9,25,25
CREDITACC,20210304,719,738,715.85,725.25,87374,57560
CREST,20210304,95,95,92.45,93.5,6636,4929
CRISIL,20210304,1925,1934,1900,1905.15,20998,12681
CROMPTON,20210304,392,397.85,390.55,396.85,1537531,993769
CSBBANK,20210304,233.8,239.75,229.65,236.7,550853,287081
CTE,20210304,35.15,35.15,32.45,34,19092,12627
CUB,20210304,179.9,189.7,177,180.65,13975656,6173768
CUBEXTUB,20210304,21.65,21.65,21.65,21.65,20130,20127
CUMMINSIND,20210304,859,898.9,855.05,893.95,2291998,381788
CUPID,20210304,213.4,217,212,213.2,60585,35104
CYBERMEDIA,20210304,17.65,17.65,17.65,17.65,950,0
CYBERTECH,20210304,126.95,128.5,125.1,126.4,93531,49074
CYIENT,20210304,655,675.6,640,659.65,325824,138265
DAAWAT,20210304,57.9,64,56.75,61.5,10030451,3760848
DABUR,20210304,515.15,527.5,515.15,524.2,4314919,2479918
DALBHARAT,20210304,1498.7,1509,1480,1487.85,175602,124592
DALMIASUG,20210304,172,178.45,168.1,174.45,563395,195793
DAMODARIND,20210304,34.5,34.5,33.1,33.2,10185,7793
DANGEE,20210304,131.95,131.95,128.55,131.1,26066,8044
DATAMATICS,20210304,120,121.5,115.7,116.3,204726,94875
DBCORP,20210304,100.55,104.4,99.85,102.5,638522,369788
DBL,20210304,651,719.9,611.1,703.5,1955251,424486
DBREALTY,20210304,28,28.75,28,28,401752,0
DBSTOCKBRO,20210304,10.5,10.5,9.35,9.8,9740,7710
DCAL,20210304,119.6,123.4,118.5,119.95,635438,320365
DCBBANK,20210304,114,117.4,113.3,115.5,1343103,516582
DCM,20210304,27.45,28.4,27.2,27.3,47544,33533
DCMFINSERV,20210304,1.65,1.65,1.6,1.6,993,0
DCMNVL,20210304,78.95,79.45,77.9,78.85,78516,0
DCMSHRIRAM,20210304,518.85,562.95,515,545.05,384999,130610
DCW,20210304,29.25,30.3,28.7,29.45,1343926,850001
DECCANCE,20210304,419.9,457.9,414.25,449.65,249452,105910
DEEPAKFERT,20210304,201.8,209.7,201.55,204.55,1017280,297585
DEEPAKNTR,20210304,1617.9,1690,1600.05,1612.4,2455368,402560
DEEPENR,20210304,39.9,40.95,39.85,40.25,24836,20808
DELTACORP,20210304,164,172.8,162.45,167.55,4637961,1533421
DELTAMAGNT,20210304,33,35,33,35,8315,7109
DEN,20210304,58.5,59.1,58.1,58.6,348463,169223
DENORA,20210304,260,264.8,257.45,261.4,6441,3767
DFMFOODS,20210304,380,383.7,376,376.55,35137,20447
DGCONTENT,20210304,8.55,8.95,8.4,8.75,231926,197319
DHAMPURSUG,20210304,189.6,201.35,187.5,198.05,2090075,561118
DHANBANK,20210304,15.5,17.2,15,16.5,7594583,4091070
DHANI,20210304,340,351.3,325.4,328.75,2996764,2352239
DHANUKA,20210304,733,748.85,732.8,741.3,31153,13930
DHARSUGAR,20210304,6.5,6.9,6.05,6.9,124605,65618
DHFL,20210304,23.9,23.9,23.5,23.9,1499544,1127451
DHUNINV,20210304,284.25,289.9,270.1,283.6,4756,2730
DIAMONDYD,20210304,665,674.75,663,665.8,3544,2375
DICIND,20210304,415,455.95,414,439.45,84028,34403
DIGISPICE,20210304,98.65,98.65,98.65,98.65,17720,0
DISHTV,20210304,11.35,12.35,11.35,11.7,14759888,5922191
DIVISLAB,20210304,3550,3571,3494.05,3553.45,640664,294398
DIXON,20210304,19200,19700,18910.1,19560.6,37339,17484
DLF,20210304,319,332.7,316.5,326.4,20355344,5559504
DLINKINDIA,20210304,110.2,113.9,109.7,110.25,544656,300099
DMART,20210304,3129.9,3213.85,3115,3178.7,635423,283682
DOLAT,20210304,54.05,58.6,53.1,57.7,738434,352462
DOLLAR,20210304,252.7,257,252,254.4,35835,15337
DONEAR,20210304,35.4,37.05,35.05,36.35,150174,91027
DPABHUSHAN,20210304,122.45,124.5,121,121.75,2052,1836
DPSCLTD,20210304,12.95,13.25,12.9,13.1,35194,26978
DPWIRES,20210304,122.85,125,120,122.25,37502,25101
DREDGECORP,20210304,415.5,433,412.2,417.95,396060,77992
DRREDDY,20210304,4482,4583.35,4444,4575.05,1472991,597539
DSSL,20210304,69.65,70.35,66.5,66.65,103960,47366
DTIL,20210304,273.65,287,273.65,283.1,7400,4176
DUCON,20210304,6.8,6.95,6.55,6.6,117120,73847
DVL,20210304,94.25,98.4,94.2,98.05,21126,13453
DWARKESH,20210304,34,37.95,34,36.8,9862045,3268884
DYNAMATECH,20210304,921.45,955.05,912.85,931.45,6340,4198
DYNPRO,20210304,478.55,483,469.1,475.3,47608,25161
EBBETF0423,20210304,1107.08,1108.5,1106.55,1106.58,2296,2295
EBBETF0425,20210304,1016.08,1017.99,1016.07,1017.31,2399,2171
EBBETF0430,20210304,1109.09,1113.99,1108.1,1109.04,25414,24025
EBBETF0431,20210304,998.5,999.97,997.5,998.74,7108,6407
EBIXFOREX,20210304,485,514.8,482,501.65,22622,14098
ECLERX,20210304,984,1030,975.85,998.95,99776,43249
EDELWEISS,20210304,74.95,80.45,73.75,75.65,11702383,5614950
EICHERMOT,20210304,2570,2633,2545.35,2593.2,1353079,492007
EIDPARRY,20210304,343.2,356.25,339.25,350.95,443632,207526
EIHAHOTELS,20210304,287.4,293.75,282.25,290.5,72613,35292
EIHOTEL,20210304,103.95,110.9,103.65,108.8,4182363,1617940
EIMCOELECO,20210304,348.25,358.5,348.05,351.4,1094,541
EKC,20210304,73.55,76.8,72.9,74,447601,216731
ELECON,20210304,54.45,57,53.65,55.4,552482,171461
ELECTCAST,20210304,26.6,28,26,27.25,1688600,951332
ELECTHERM,20210304,123,124.85,118.5,121.35,28772,15810
ELGIEQUIP,20210304,179.5,186,178.3,181.65,118378,39431
ELGIRUBCO,20210304,28.65,30.7,28.05,30.4,114283,92712
EMAMILTD,20210304,446,454.85,445.4,450.55,1367133,1131528
EMAMIPAP,20210304,99,103,98.5,100.6,13766,10482
EMAMIREAL,20210304,51.7,51.7,48.7,49.3,139148,81869
EMKAY,20210304,76,76,72.2,72.4,37150,24090
EMMBI,20210304,81.4,87.7,81,84.85,62237,32738
ENDURANCE,20210304,1392,1405,1374.05,1387.15,121275,89767
ENERGYDEV,20210304,10.15,10.25,9.8,10.25,44377,0
ENGINERSIN,20210304,87.1,87.75,85.7,86.05,7947459,3709078
ENIL,20210304,170,177,167.2,175.05,158599,106753
EPL,20210304,232,235,223.15,225.05,921918,582989
EQ30,20210304,425.01,425.01,416.2,416.2,27,27
EQUITAS,20210304,89.95,101.9,89.75,96.95,10384163,3058052
EQUITASBNK,20210304,50,59.6,50,59.6,12510525,3200136
ERIS,20210304,588.7,591.95,585.25,589.95,98563,71022
