<ticker>,<date>,<open>,<high>,<low>,<close>,<volume>,<o/i>
20MICRONS,20210203,37.75,40,37.2,37.4,270835,131056
21STCENMGM,20210203,10.8,11,10.6,10.85,1460,955
3IINFOTECH,20210203,7.4,7.55,7.15,7.3,19398142,11372331
3MINDIA,20210203,20800,21200,20300,21019.9,11582,6684
3PLAND,20210203,9.35,9.75,9.35,9.75,6346,4380
5PAISA,20210203,264.9,288.8,263.05,283.75,106593,54401
63MOONS,20210203,78.95,78.95,75.85,77.3,50264,28457
A2ZINFRA,20210203,4.6,4.65,4.4,4.55,295335,196299
AAKASH,20210203,97.7,100.1,96.7,100,14105,0
AARON,20210203,47.3,49.5,46.9,48,13621,8719
AARTIDRUGS,20210203,684,695,677.1,686.8,295212,111424
AARTIIND,20210203,1185,1206.95,1175.2,1188.1,701852,462733
AARTISURF,20210203,900,928.65,879.05,928.65,10758,8703
AARVEEDEN,20210203,19.05,20.3,18.85,20.2,17249,12380
AARVI,20210203,43.85,44.95,41.85,42.8,14247,10514
AAVAS,20210203,1999.85,2000,1910,1943.85,90777,55170
ABAN,20210203,29.35,29.75,29.2,29.75,71992,62869
ABB,20210203,1456.7,1465,1421,1447.45,321671,167337
ABBOTINDIA,20210203,14199.85,14600,14094,14432.1,23496,12031
ABCAPITAL,20210203,85.6,90.3,84.4,89.45,4112369,1371277
ABFRL,20210203,152,152.5,150.25,150.8,2729127,1465483
ABMINTLTD,20210203,30.85,31.05,30.85,31.05,2182,1620
ABSLBANETF,20210203,341.95,346.3,340,343.84,651,641
ABSLNN50ET,20210203,322.95,347,321.08,335.56,94,53
ACC,20210203,1770,1783.95,1719.8,1727.65,893327,220158
ACCELYA,20210203,990,992.95,975,978.95,6684,4218
ACCURACY,20210203,38.5,39.95,36.8,39.85,23268,14265
ACE,20210203,158.4,167.65,153,158.65,1654489,644005
ACRYSIL,20210203,197.85,197.85,189.55,191.25,49907,39987
ADANIENT,20210203,568,576.6,558.35,566.6,6087209,838057
ADANIGREEN,20210203,1041.25,1043.7,1017.2,1026.7,397320,255209
ADANIPORTS,20210203,549.55,562.3,542,560.1,7462289,2114489
ADANIPOWER,20210203,52.9,53.2,52.2,52.5,3936262,1805861
ADANITRANS,20210203,494.5,511.7,482.25,504.7,721495,233906
ADFFOODS,20210203,670.3,705,652.25,698.15,115888,46880
ADHUNIKIND,20210203,22.3,23.4,22.1,23.05,13929,8746
ADL,20210203,28.5,28.95,27,28,1205,0
ADORWELD,20210203,299,304,292,295.25,35351,19027
ADROITINFO,20210203,9.8,9.85,9.8,9.85,2509,2509
ADSL,20210203,42.05,42.05,41,42.05,273539,181568
ADVANIHOTR,20210203,47.95,47.95,46.6,47.15,3391,2347
ADVENZYMES,20210203,329.7,343.4,328.5,337,513671,208775
AEGISCHEM,20210203,281,307.4,280.75,292.2,973694,298988
AFFLE,20210203,3823.85,3869,3771,3787.2,44885,27632
AGARIND,20210203,144.7,145,137.2,138,13360,0
AGCNET,20210203,814.1,847.25,808,847.25,17743,14604
AGRITECH,20210203,36.8,37.15,35.65,36.5,4110,2309
AGROPHOS,20210203,14.8,14.8,13.8,14.1,114747,65974
AHLADA,20210203,67.75,68.45,64.35,65.9,24994,11207
AHLEAST,20210203,161.2,164.85,155.6,158.35,776,472
AHLUCONT,20210203,281,284.7,279,283,41667,24303
AHLWEST,20210203,249.55,250.05,245,248.9,950,430
AIAENG,20210203,1947,2015,1912,1965.3,57501,16074
AIRAN,20210203,19.4,19.4,18.45,18.55,60922,39387
AJANTPHARM,20210203,1798.95,1878,1756.65,1801.65,944389,234182
AJMERA,20210203,133,134.5,130.2,132,98202,35045
AKASH,20210203,245.9,245.9,227.25,230.7,30954,30471
AKSHARCHEM,20210203,269.9,272.3,261.25,265.35,12905,7846
AKSHOPTFBR,20210203,6.9,7.3,6.8,7.2,529764,312878
AKZOINDIA,20210203,2254,2325,2254,2300.3,40263,33348
ALANKIT,20210203,17.3,17.3,16.8,16.9,36465,23477
ALBERTDAVD,20210203,431.8,454,430.6,448.4,16807,12174
ALEMBICLTD,20210203,96.5,105.85,96.25,103.9,1925353,579951
ALICON,20210203,429,439.75,424,429.85,22002,11177
ALKALI,20210203,53.15,58.15,52.95,56.1,31688,17274
ALKEM,20210203,2911,2989.45,2905,2941.7,118604,68712
ALKYLAMINE,20210203,5200,5220,4950,5019.65,62053,24190
ALLCARGO,20210203,130.45,130.75,129.1,129.5,133581,86277
ALLSEC,20210203,295.85,300,291.45,297.15,9096,6417
ALMONDZ,20210203,20.3,20.7,19.4,20.55,16942,9932
ALOKINDS,20210203,21.15,21.2,20.85,20.9,8095486,4621895
ALPA,20210203,35.15,36.5,35.15,36.1,15013,12711
ALPHAGEO,20210203,203.15,207.5,197.3,200.7,66990,22453
ALPSINDUS,20210203,2.35,2.55,2.35,2.45,37290,0
AMARAJABAT,20210203,950,968,937.4,955.9,1042839,289526
AMBER,20210203,2749,2793.65,2680.5,2748.55,105246,36144
AMBIKCO,20210203,1050,1055,998.4,1014.1,26870,14762
AMBUJACEM,20210203,276.1,278.7,268,268.95,8099652,2138155
AMDIND,20210203,18.6,19.6,18.5,18.75,27580,14179
AMJLAND,20210203,25.8,28.9,25.75,27.85,138386,71520
AMRUTANJAN,20210203,517,529.9,511.25,519.45,46815,21553
ANANTRAJ,20210203,40.15,40.45,38.6,40.15,703571,423858
ANDHRACEMT,20210203,6,6.1,5.75,6,424342,209186
ANDHRAPAP,20210203,212,216,209.6,214.25,21566,13010
ANDHRSUGAR,20210203,322,322,313.9,317.65,20214,10065
ANGELBRKG,20210203,343.5,356,343.05,347.15,169887,59381
ANIKINDS,20210203,13.85,14.8,13.5,14.8,10207,9167
ANKITMETAL,20210203,1.3,1.3,1.3,1.3,25,0
ANSALAPI,20210203,7.15,7.6,7.15,7.15,309182,208050
ANSALHSG,20210203,6.2,6.4,6.1,6.15,39498,27043
ANUP,20210203,624.9,624.9,595,596.7,69247,43565
APARINDS,20210203,373,378.9,369,371.1,107495,69031
APCL,20210203,224.05,225.9,216.05,217.9,91425,62545
APCOTEXIND,20210203,183.8,187.65,181,184.05,141711,61552
APEX,20210203,275.45,287.8,274.1,284.4,265634,93436
APLAPOLLO,20210203,944,949.9,925,946.9,123143,83908
APLLTD,20210203,978,991.55,954.15,958.55,310956,136742
APOLLO,20210203,121.95,124.4,120.6,121,194907,82677
APOLLOHOSP,20210203,2714.9,2808.15,2704,2720.7,1286454,382288
APOLLOPIPE,20210203,710,715,700.6,702.25,18806,11347
APOLLOTYRE,20210203,229.8,231.85,222.85,227.45,15076432,2303553
APOLSINHOT,20210203,554,554,542.55,544.6,2818,2298
APTECHT,20210203,202.7,231.4,198.7,219.75,3227830,611419
ARCHIDPLY,20210203,34.5,35.6,34,35.25,16440,0
ARCHIES,20210203,13.25,13.25,12.6,12.7,43397,37566
ARENTERP,20210203,11.9,11.9,11.05,11.45,1052,937
ARIES,20210203,105,107.05,102,103.95,126971,62080
ARIHANT,20210203,24.75,24.85,23.25,23.6,1022,801
ARIHANTSUP,20210203,37.1,38.35,37.1,37.4,21803,20318
ARMANFIN,20210203,728.85,728.85,710,716.5,9387,5657
AROGRANITE,20210203,46.45,47.4,44.5,45.2,47649,17743
ARROWGREEN,20210203,59.45,61,58.4,58.75,8215,5876
ARSHIYA,20210203,27.25,28.6,27,27.45,20734,0
ARSSINFRA,20210203,25.55,25.55,23.75,24.4,35411,24322
ARTEMISMED,20210203,205.5,214,205.1,205.15,1578,993
ARVIND,20210203,53.65,53.7,52.35,52.6,1681890,614543
ARVINDFASN,20210203,149,155.2,142.5,145.25,953960,381422
ARVSMART,20210203,101.5,103.15,99.8,100.4,85033,47046
ASAHIINDIA,20210203,295,302,291,293.5,280980,124733
ASAHISONG,20210203,243.3,248.95,239.1,240.4,20485,9583
ASAL,20210203,38,39.2,36.8,38.75,10512,0
ASALCBR,20210203,329.8,330.2,304.85,308.95,146017,76838
ASHAPURMIN,20210203,116.4,120.45,113,117.85,224076,147325
ASHIANA,20210203,100.5,104.4,100.5,103.25,61062,31787
ASHIMASYN,20210203,12.85,13.75,12.85,13.75,155047,128210
ASHOKA,20210203,101.7,109.4,100,107.15,5620724,1862596
ASHOKLEY,20210203,135,137.15,133,134.45,53915263,12128625
ASIANHOTNR,20210203,70.1,73.2,68.3,70.15,9177,5762
ASIANPAINT,20210203,2503.85,2503.85,2438.35,2453.65,2409356,999862
ASIANTILES,20210203,295,295.2,260,266.6,546535,251151
ASPINWALL,20210203,150.95,164,147.4,162.75,6111,5108
ASTEC,20210203,1093,1113.45,1076.6,1095.75,24697,12239
ASTERDM,20210203,157.8,158,152.7,153.35,133874,88447
ASTRAL,20210203,1878.9,2100,1851.25,1944.7,1060938,239149
ASTRAMICRO,20210203,118.8,120.7,116.75,117.5,322035,185335
ASTRAZEN,20210203,3660,3750.95,3620.25,3724.3,43939,10118
ASTRON,20210203,43.6,44.9,43.1,43.45,34783,19125
ATFL,20210203,820.05,858.7,820.05,853.25,17192,10710
ATGL,20210203,405.8,413.15,382.15,389.65,1325312,606563
ATLANTA,20210203,8.35,8.4,8.1,8.35,40083,36163
ATUL,20210203,6560.95,6599,6425,6507.8,27104,9525
ATULAUTO,20210203,184.75,189,182.75,185.05,127086,72964
AUBANK,20210203,972.8,972.8,943.7,962.5,811046,416406
AURIONPRO,20210203,76.15,83.65,76.15,83.65,62809,51667
AUROPHARMA,20210203,921.6,948.75,916.95,920,4755801,2072568
AUSOMENT,20210203,48.45,49.35,46.85,47.9,6651,4198
AUTOAXLES,20210203,1072.85,1079.2,1053.15,1066.6,4589,2562
AUTOIND,20210203,30.55,32.15,30.55,31.4,11352,6761
AVADHSUGAR,20210203,203.85,204,194.1,195.8,52785,31285
AVANTIFEED,20210203,515,532,515,521.9,524189,176717
AVTNPL,20210203,45.95,48,45.05,46.85,153273,87996
AWHCL,20210203,304,309.45,300.7,303.15,197180,59657
AXISBANK,20210203,720,736.8,715.55,733.8,23541361,10647564
AXISBNKETF,20210203,345,347,338.95,344.95,813,664
AXISCADES,20210203,52.95,54.55,52.3,53.65,36407,23007
AXISGOLD,20210203,41.21,42.19,41.21,41.73,152718,119157
AXISNIFTY,20210203,148.5,153.6,147.02,152.6,17569,10409
AYMSYNTEX,20210203,53.05,53.05,53.05,53.05,11087,11087
BAFNAPH,20210203,123.6,126.2,118.1,121.3,4016,3079
BAGFILMS,20210203,2.85,2.85,2.75,2.85,90671,83296
BAJAJ-AUTO,20210203,4205,4259.15,4160.1,4236.35,681937,126182
BAJAJCON,20210203,213.2,255.8,213,255.8,8522456,2202865
BAJAJELEC,20210203,749,757,734.5,736.75,167300,53161
BAJAJFINSV,20210203,9561.6,9639.3,9435.35,9536.05,623545,51906
BAJAJHIND,20210203,6.75,6.75,6.6,6.6,2593535,1319400
BAJAJHLDNG,20210203,3361,3400.95,3325,3388.55,45568,16172
BAJFINANCE,20210203,5218.6,5270,5140,5245.1,2650783,533119
BALAJITELE,20210203,61.85,62.75,61.3,62,141716,72173
BALAMINES,20210203,1159,1205,1153,1187.95,141228,55638
BALAXI,20210203,522.9,523,500,510.25,2846,1967
BALKRISHNA,20210203,23,23,21.8,21.8,11018,0
BALKRISIND,20210203,1680,1755,1680,1721.6,930198,171181
BALMLAWRIE,20210203,122.9,123.8,121.05,122.25,230801,109079
BALPHARMA,20210203,53.9,55.05,53.35,54,23368,16126
BALRAMCHIN,20210203,164.9,165.85,157.05,157.5,3141511,1792506
BANARBEADS,20210203,58.1,58.9,57.7,57.9,5878,3099
BANARISUG,20210203,1510.55,1534.95,1510.55,1523.5,1053,920
BANCOINDIA,20210203,143,152.75,142,150.55,383032,207406
BANDHANBNK,20210203,347,347.65,337.15,342.85,12611884,4136533
BANG,20210203,27.3,27.95,26.45,26.9,9154,6719
BANKA,20210203,76.1,76.1,76.1,76.1,4062,4062
BANKBARODA,20210203,75.4,78.85,73.5,77.1,65076252,12603879
BANKBEES,20210203,342,350.2,341.24,348.51,1109640,339199
BANKINDIA,20210203,53.9,54.9,52.5,54,8584468,1658883
BANSWRAS,20210203,111.5,114.35,110.45,112.2,11166,8200
BASF,20210203,1600,1625,1581,1601.5,32527,14757
BASML,20210203,147.85,148.5,144,144.65,15245,12765
BATAINDIA,20210203,1546,1589,1536.9,1569.85,838170,147974
BAYERCROP,20210203,5264.95,5264.95,5180,5195.35,27171,14043
BBL,20210203,914.1,947,909.55,942.05,35034,21202
BBTC,20210203,1267.95,1274,1244.45,1253.7,42778,10252
BCG,20210203,7.1,7.15,6.85,7,3929994,2243492
BCP,20210203,5.85,6.1,5.65,5.65,356912,209972
BDL,20210203,335.15,336.9,331.55,334.05,194286,103798
BEARDSELL,20210203,9.7,9.7,9.3,9.3,16892,16727
BECTORFOOD,20210203,410,419.15,402.6,411.3,1023770,310315
BEDMUTHA,20210203,24.9,25.75,24.5,24.65,8008,4784
BEL,20210203,134.2,141.2,134.15,139.1,21146786,6426359
BEML,20210203,929.9,955,918.8,941.15,499221,128157
BEPL,20210203,140.5,144.5,134.5,135.95,823336,431124
BERGEPAINT,20210203,737,737,715.3,728.95,1579882,617039
BFINVEST,20210203,283.8,289,282.1,283.4,20480,5944
BFUTILITIE,20210203,282.5,291.5,281.05,285,246259,73589
BGRENERGY,20210203,44.85,46.45,44,46.05,86733,65067
BHAGERIA,20210203,164.7,166.55,162.25,164.55,32146,18460
BHAGYANGR,20210203,31.35,31.8,30.3,30.65,13628,10532
BHAGYAPROP,20210203,24.15,24.4,24,24,5372,3771
BHANDARI,20210203,3.25,3.25,3,3.05,648560,0
BHARATFORG,20210203,659.9,668,631.45,634.35,3529045,634339
BHARATGEAR,20210203,68.15,71.55,65.25,71.55,11402,9279
BHARATRAS,20210203,9950,10074.95,9905,9981.15,2021,949
BHARATWIRE,20210203,34.6,34.6,33.05,33.45,24071,15372
BHARTIARTL,20210203,609.4,622.5,599.45,608.85,30076561,8330837
BHEL,20210203,39.15,41.35,39.1,39.7,104638908,26114665
BIGBLOC,20210203,107,107,102.75,103.25,25078,22442
BIL,20210203,138.9,139.4,137.5,139,1395,1001
BINDALAGRO,20210203,17.85,18,17.5,17.7,52223,42887
BIOCON,20210203,396.35,404.9,391.55,401.2,7249108,1907395
BIOFILCHEM,20210203,89.3,91.1,88.35,88.35,65466,46962
BIRLACABLE,20210203,64.3,66,62.65,63.35,110268,43502
BIRLACORPN,20210203,780,822,780,808.2,959485,373630
BIRLAMONEY,20210203,44.25,44.7,43.8,44.35,100759,41523
BIRLATYRE,20210203,30.4,31,29.9,30.1,554337,354855
BKMINDST,20210203,1.1,1.1,1,1.05,182787,146211
BLBLIMITED,20210203,5.7,5.7,5.35,5.45,16718,14872
BLISSGVS,20210203,187.3,190.2,186.05,187.95,584422,209660
BLKASHYAP,20210203,10.2,10.7,10.1,10.7,54089,0
BLS,20210203,103.75,103.8,100.1,101.9,117646,72560
BLUEDART,20210203,3900,4238,3900,4206.25,157296,104923
BLUESTARCO,20210203,805,810,786.5,797.7,117938,43781
BODALCHEM,20210203,76.25,78.55,75,76.9,612519,260380
BOMDYEING,20210203,77.3,78,75.35,75.65,1444622,612443
BOROLTD,20210203,191.35,196.65,189.45,191.15,133066,55884
BORORENEW,20210203,272.5,281,267.5,271.65,451713,183547
BOSCHLTD,20210203,16600,16780,16442.6,16551.05,54280,9843
BPCL,20210203,405,417,402.35,414.9,8509253,3757484
BPL,20210203,21.3,21.3,20.65,21.05,55276,33691
BRFL,20210203,11.85,12.2,11.3,11.35,256051,198250
BRIGADE,20210203,252,261.75,248.25,256.9,89932,43897
BRITANNIA,20210203,3526.05,3544,3501,3516.5,786972,436673
BRNL,20210203,33.95,34.1,33.35,33.5,56005,32088
BROOKS,20210203,63.05,65.65,61.55,64.95,39912,23707
BSE,20210203,608.25,622.45,603.1,619.65,528240,212340
BSELINFRA,20210203,1.1,1.1,1.05,1.05,98515,98515
BSHSL,20210203,133,140,133,137,6503,0
BSL,20210203,32.5,33.3,32,32.95,13623,11390
BSLGOLDETF,20210203,4469.95,4469.95,4362.5,4392.15,477,288
BSLNIFTY,20210203,156.66,163.52,156.66,162.6,529,324
BSOFT,20210203,250.8,264.7,248.6,260.45,2070801,985216
BURGERKING,20210203,140,147.8,138.2,141.8,4483184,1816619
BURNPUR,20210203,2.35,2.35,2.15,2.15,105745,0
BUTTERFLY,20210203,537,585.75,537,585.75,369188,209556
BVCL,20210203,17.4,17.4,16,16.45,3884,0
BYKE,20210203,19,19.9,18.75,19.35,13175,9642
CADILAHC,20210203,471.45,482.8,468.4,476.9,6399214,1730646
CALSOFT,20210203,9.4,9.4,9,9.05,47242,22772
CAMLINFINE,20210203,107.5,111.9,107.1,108.55,335471,183635
CAMS,20210203,1815,1823.95,1803.7,1812.8,36467,22250
CANBK,20210203,148,156.2,145.2,153.05,57336621,7558631
CANFINHOME,20210203,492.8,498,488.5,491.5,337331,146670
CANTABIL,20210203,380.5,386.5,374.25,379.6,125086,34599
CAPACITE,20210203,185.5,199,181.5,196.7,558019,283630
CAPLIPOINT,20210203,471.35,491.9,468.15,485.55,250991,109444
CAPTRUST,20210203,92.7,93.95,91.85,92.5,2085,1341
CARBORUNIV,20210203,421.6,446.4,412.05,428.45,714782,363796
CAREERP,20210203,167,167,157.35,158.2,71060,48448
CARERATING,20210203,519.8,523.9,512,520.2,165048,98396
CASTROLIND,20210203,127,129.85,126.05,129.1,2118457,817207
CCHHL,20210203,5.25,5.25,4.9,5,37326,27059
CCL,20210203,248.4,255.75,246.45,253.1,460338,372676
CDSL,20210203,506,524,500.5,519.25,980878,360053
CEATLTD,20210203,1501,1639,1480,1604.8,1025264,210143
CEBBCO,20210203,21.9,22,21.15,21.9,42142,0
CELEBRITY,20210203,5.7,5.9,5.45,5.65,13218,0
CENTENKA,20210203,244.9,247,236.35,237.85,108775,68760
CENTEXT,20210203,4.55,4.75,4.5,4.7,120330,105365
CENTRALBK,20210203,14.2,14.25,13.85,14.1,6816089,2668009
CENTRUM,20210203,24.5,24.5,23.05,23.95,1117739,415184
CENTUM,20210203,479.95,487.15,453.65,460.3,23773,14562
CENTURYPLY,20210203,267.5,272,264.15,268.6,180820,65750
CENTURYTEX,20210203,471.35,483.25,461.95,466.3,964499,240686
CERA,20210203,3375.7,3560,3350,3523.8,29965,19522
CEREBRAINT,20210203,48.4,52.5,48.2,51.1,678348,440874
CESC,20210203,629.9,638,624.15,634.75,248724,91678
CGCL,20210203,367.45,371.55,365.1,365.95,102136,59223
CGPOWER,20210203,41.6,43.05,40.85,43.05,5169824,3602117
CHALET,20210203,174.8,174.8,171.55,172.65,102490,47121
CHAMBLFERT,20210203,235.1,243.9,235,240.65,1212509,560210
CHEMBOND,20210203,177.6,193,177.6,187.45,62376,31524
CHEMCON,20210203,434.65,450,428,437.75,344059,82548
CHEMFAB,20210203,134.25,135.75,132.15,133.95,2941,1844
CHENNPETRO,20210203,92.65,94.75,91.65,94.3,1504183,743494
CHOLAFIN,20210203,444.75,467.25,438.05,459.85,9972466,3111644
CHOLAHLDNG,20210203,535.75,548.65,523.1,541.05,145949,47852
CIGNITITEC,20210203,374.9,381.8,370.8,376.65,30724,16995
CINELINE,20210203,43.2,43.2,42,42.3,59399,34159
CINEVISTA,20210203,6.25,6.3,6,6.2,10271,8025
CIPLA,20210203,826,878.9,824.2,849.25,15674616,2257585
CLEDUCATE,20210203,70,72,67.15,68.95,31942,19048
CLNINDIA,20210203,362,367,360.1,362.15,36226,18564
CMICABLES,20210203,36.8,37.4,35,36.1,50254,35290
CNOVAPETRO,20210203,7.45,7.45,7.15,7.15,246,246
COALINDIA,20210203,131.25,138,131.25,137.25,25483402,9194662
COCHINSHIP,20210203,363.7,363.8,352.8,354.25,187075,105182
COFORGE,20210203,2470,2552,2428.6,2523.25,457239,101866
COLPAL,20210203,1630,1634.9,1599.8,1609.1,677877,361903
COMPINFO,20210203,15.45,15.45,14.8,15.1,149459,75731
COMPUSOFT,20210203,9.3,9.3,8.9,9.1,39792,27783
CONCOR,20210203,459,473.6,459,464.45,3880608,1313331
CONFIPET,20210203,42.95,43.9,41.95,42.55,1144748,772005
CONSOFINVT,20210203,39.65,44.75,39.6,42.4,4953,4459
CONTROLPR,20210203,249,249,240.2,241.65,18036,11028
CORALFINAC,20210203,21.25,21.9,21,21.6,8540,5884
CORDSCABLE,20210203,45.5,45.9,43.95,44.6,33027,23142
COROMANDEL,20210203,794,797.65,781.05,784.65,727193,375759
COSMOFILMS,20210203,535.7,542.9,526.55,536.9,153177,74374
COUNCODOS,20210203,3.35,3.5,3.35,3.45,42004,0
CPSEETF,20210203,20.75,21.1,20.27,20.99,29486178,28869928
CREATIVE,20210203,105.95,111.05,103.25,106.2,16993,4030
CREATIVEYE,20210203,3.25,3.25,3.1,3.1,486,486
CREDITACC,20210203,741.5,744,723,725.75,108644,77524
CREST,20210203,95.35,97.9,93.25,94.85,9240,5367
CRISIL,20210203,1949,1968.45,1918,1923.7,28800,10305
CROMPTON,20210203,412.1,417.65,405,411.05,2580016,1889437
CSBBANK,20210203,228.5,231.5,224.6,229.95,214783,121171
CTE,20210203,41.95,41.95,39.15,39.2,19140,14606
CUB,20210203,182,183.3,178.05,182.55,2341714,1551468
CUBEXTUB,20210203,17.45,17.45,15.9,16.3,12245,7252
CUMMINSIND,20210203,762,780,748.05,763.7,1420512,191278
CUPID,20210203,220.9,223.95,217.45,221.3,69021,49520
CYBERMEDIA,20210203,6.65,6.65,6.65,6.65,1462,0
CYBERTECH,20210203,139.45,139.45,137.1,139.45,97251,76956
CYIENT,20210203,637,648.65,622,627.95,917653,310078
DAAWAT,20210203,53,53.9,52.85,53.15,770028,462695
DABUR,20210203,527.45,529.15,523,524.75,2680479,1285974
DALBHARAT,20210203,1266.65,1275.25,1240.05,1244,204134,111442
DALMIASUG,20210203,138.2,140.6,138.2,139.1,138155,101569
DAMODARIND,20210203,33.05,33.2,31.6,31.75,15131,7837
DANGEE,20210203,111.1,118.15,110.55,114.9,43602,32564
DATAMATICS,20210203,115.9,116.2,113.05,114.4,124773,53163
DBCORP,20210203,85.4,93.9,84.4,92.2,1956796,853245
DBL,20210203,462,494,455.8,487.4,792050,254826
DBREALTY,20210203,19.2,20,18.85,18.95,211374,0
DBSTOCKBRO,20210203,9.65,10,9.15,9.85,5933,2936
DCAL,20210203,125.3,130,125,126.5,608235,307991
DCBBANK,20210203,115.75,117,112.6,115.05,2108549,1052421
DCM,20210203,28.2,28.2,26.5,26.75,26358,16478
DCMFINSERV,20210203,1.7,1.7,1.7,1.7,200,0
DCMNVL,20210203,64,67.9,63,66.6,12476,0
DCMSHRIRAM,20210203,439.95,453,435.3,450.35,138807,60223
