<ticker>,<date>,<open>,<high>,<low>,<close>,<volume>,<o/i>
20MICRONS,20210115,40,40.05,38.2,38.55,133502,97190
21STCENMGM,20210115,10.9,10.95,10.55,10.95,10299,7725
3IINFOTECH,20210115,7.75,8.55,7.75,8.4,133514712,45731353
3MINDIA,20210115,21200,21247.15,20700,20766.85,8978,5516
3PLAND,20210115,10.45,10.7,10.05,10.6,1666,1073
5PAISA,20210115,329.1,334.85,305,308.05,120281,57157
63MOONS,20210115,80.8,80.9,79.05,79.45,18843,0
8KMILES,20210115,82.75,83,80.15,81.35,17939,0
A2ZINFRA,20210115,5.05,5.1,4.95,5,885520,734102
AAKASH,20210115,84.7,86.5,84,85.35,40486,13097
AARON,20210115,50.6,51.55,50.5,51.4,755,435
AARTIDRUGS,20210115,717.05,720,703,707.2,221698,89653
AARTIIND,20210115,1266,1270,1248,1256.5,167836,94549
AARTISURF,20210115,965.25,981.95,965.25,972.9,7728,5168
AARVEEDEN,20210115,19.55,19.55,19.55,19.55,42664,0
AARVI,20210115,46.5,48.35,46.5,46.85,6315,5119
AAVAS,20210115,1945,1947,1866.95,1893.4,52781,36129
ABAN,20210115,30.4,31.65,29.55,29.75,70469,0
ABB,20210115,1279.4,1293,1260,1284.65,94356,28696
ABBOTINDIA,20210115,15076.15,15140,14922,14996.05,17186,10634
ABCAPITAL,20210115,92.2,94.65,90.7,93.3,7789711,2175231
ABFRL,20210115,180.35,180.75,174.5,176.25,1973983,1190420
ABMINTLTD,20210115,24.5,24.5,24.5,24.5,102,0
ABSLBANETF,20210115,323,323,318.3,319.08,29,20
ABSLNN50ET,20210115,335,335,335,335,5,5
ACC,20210115,1780,1785.9,1718.25,1740.1,1238841,299493
ACCELYA,20210115,962.45,974.6,945,950.65,9603,3978
ACCURACY,20210115,39,42,38.35,38.4,29489,27524
ACE,20210115,136,137.75,130,131.85,269315,150396
ACRYSIL,20210115,202.8,202.8,192.05,198.95,37530,25004
ADANIENT,20210115,534.7,537.5,518.8,527.3,3376852,530463
ADANIGREEN,20210115,1016.65,1016.65,939.2,947.75,2143296,1038183
ADANIPORTS,20210115,536.8,541,524,527.95,5427713,968451
ADANIPOWER,20210115,54.1,54.95,52.75,54.1,5449209,2806282
ADANITRANS,20210115,445.95,447.9,428,432.85,265713,107221
ADFFOODS,20210115,619.5,630.4,600,608.7,35129,18347
ADHUNIKIND,20210115,25.4,25.75,23.55,25.1,46955,0
ADL,20210115,28,29.4,26.65,27.7,4819,0
ADORWELD,20210115,292.7,296.75,288.9,289.95,49560,41270
ADROITINFO,20210115,11,11.7,10.7,11.6,910,0
ADSL,20210115,41.5,42.5,40.3,40.95,163593,94581
ADVANIHOTR,20210115,49.95,49.95,48.65,49.1,2351,0
ADVENZYMES,20210115,327.5,327.5,314,317.55,194211,96189
AEGISCHEM,20210115,281.4,281.4,273.65,276.3,307865,190023
AFFLE,20210115,3755.1,3796.55,3636.3,3654.75,58172,38906
AGARIND,20210115,154,154.7,138.15,145.9,55845,35452
AGCNET,20210115,727.05,744,720,725.15,2708,0
AGRITECH,20210115,38.75,39,37.1,37.3,2569,0
AGROPHOS,20210115,15.2,15.2,14.5,14.5,110399,87899
AHLEAST,20210115,167.7,167.95,164.1,166.25,2191,2098
AHLUCONT,20210115,282.2,284.9,272,273.55,408025,170540
AHLWEST,20210115,261,261,255,255.8,3154,1366
AIAENG,20210115,2070.7,2122.25,2056.05,2099.9,31862,18641
AIRAN,20210115,18.05,19.05,17.9,18,114120,69260
AJANTPHARM,20210115,1768,1787.65,1736.05,1748.35,67494,28106
AJMERA,20210115,136,137.6,131.55,133.25,100269,56462
AKASH,20210115,237,238.95,222.35,229.85,42593,41258
AKSHARCHEM,20210115,273.6,277.5,261.75,265.05,34321,18464
AKSHOPTFBR,20210115,8.1,8.25,7.95,8,355875,236432
AKZOINDIA,20210115,2374.75,2399.95,2296.6,2312.75,61930,55641
ALANKIT,20210115,19.35,19.35,18.3,18.45,83270,62011
ALBERTDAVD,20210115,451.95,451.95,445,448.8,11539,8004
ALEMBICLTD,20210115,104.65,106.65,102.1,102.8,346818,146784
ALICON,20210115,405.95,415.65,391.5,402,20783,12713
ALKALI,20210115,61.25,63.8,59.4,62.5,98023,39526
ALKEM,20210115,3130.6,3130.6,3074.1,3104.7,119941,92941
ALKYLAMINE,20210115,4765,4905.05,4732,4768.65,36574,11874
ALLCARGO,20210115,133.55,134.15,133.5,133.6,151675,92213
ALLSEC,20210115,281.7,284,270.6,273.7,13850,6343
ALMONDZ,20210115,20.3,20.65,19.5,20.35,11873,8111
ALOKINDS,20210115,23.4,23.8,23.2,23.45,12779089,5261525
ALPA,20210115,36.5,38.45,36,38.4,69413,0
ALPHAGEO,20210115,204.7,204.7,197,198.75,9754,0
ALPSINDUS,20210115,2.1,2.1,2.1,2.1,19043,0
AMARAJABAT,20210115,1025,1025.55,992.05,1006.75,1022254,218719
AMBER,20210115,2597,2645,2580,2605.6,219929,91450
AMBIKCO,20210115,1072.45,1084.45,1035,1047.6,24923,13627
AMBUJACEM,20210115,266.4,267,259.6,264.1,5926799,2809718
AMDIND,20210115,20.5,20.5,19.65,19.85,21371,15188
AMJLAND,20210115,27,27.75,26.4,26.55,22654,15641
AMRUTANJAN,20210115,542,554.35,538,539.6,111066,38867
ANANTRAJ,20210115,34.15,36.4,33,34.6,1805988,955373
ANDHRACEMT,20210115,6.1,6.3,6.05,6.1,216363,149988
ANDHRAPAP,20210115,218.65,220,215,219.05,71026,45318
ANDHRSUGAR,20210115,343.8,343.8,329.55,331.2,68988,45139
ANGELBRKG,20210115,356,358.75,348,349.1,95157,41384
ANIKINDS,20210115,17,17,16,16.3,12033,0
ANKITMETAL,20210115,1.5,1.5,1.5,1.5,500,0
ANSALAPI,20210115,10.45,10.6,9.6,9.95,267273,0
ANSALHSG,20210115,7.4,7.5,7.1,7.15,149585,111250
ANUP,20210115,738,740,718.95,726.1,12672,10262
APARINDS,20210115,385.35,395,381,384.2,83964,34810
APCL,20210115,224,225.85,216,220.65,120602,55524
APCOTEXIND,20210115,168.5,177.7,167.1,176.35,469645,99677
APEX,20210115,302,306.95,295.75,297.6,68157,26192
APLAPOLLO,20210115,957,965,943.1,945.55,105969,63185
APLLTD,20210115,1090,1095,1078,1088.2,169466,123191
APOLLO,20210115,143.75,144.7,138,140.25,161421,74561
APOLLOHOSP,20210115,2520,2613.7,2510.1,2592.35,1941813,273830
APOLLOPIPE,20210115,753.75,753.75,730.1,735.55,60593,39578
APOLLOTYRE,20210115,190.65,192.1,181.8,183.3,10009834,2762646
APOLSINHOT,20210115,592.9,592.9,570,573.55,604,390
APTECHT,20210115,154.7,168.7,154.05,167.2,2463710,775346
ARCHIDPLY,20210115,37.5,37.5,35.3,36.65,29220,0
ARCHIES,20210115,14.05,14.2,13.4,13.7,55638,39523
ARENTERP,20210115,12.65,12.95,12.05,12.3,5271,4990
ARIES,20210115,104.9,105.75,101.1,101.75,122315,30366
ARIHANT,20210115,25.1,26.2,24.35,26.2,34878,21942
ARIHANTSUP,20210115,42.45,42.45,40,42.45,52041,45951
ARMANFIN,20210115,694,711.1,694,700.45,5459,3895
AROGRANITE,20210115,51.85,56.35,51.8,53.55,86895,39815
ARROWGREEN,20210115,66,67.9,63.95,66.05,22468,16431
ARSHIYA,20210115,27.7,27.7,26.95,26.95,25453,22853
ARSSINFRA,20210115,25.1,25.75,24.5,24.65,30429,16300
ARTEMISMED,20210115,241,241,230.2,235.35,3017,0
ARVIND,20210115,54.2,54.2,52.3,53,1442212,621140
ARVINDFASN,20210115,169.9,169.9,161.1,162.35,419816,255607
ARVSMART,20210115,112.05,112.65,108.2,109.3,97897,57861
ASAHIINDIA,20210115,279.45,279.65,267.55,268.3,71403,53830
ASAHISONG,20210115,242.35,242.35,230,232.6,18476,11213
ASAL,20210115,37.1,37.1,37.1,37.1,5760,5760
ASALCBR,20210115,335,337,325,326.05,40564,18864
ASHAPURMIN,20210115,119.5,121.8,114.3,114.95,251798,162317
ASHIANA,20210115,99.5,100.9,96.15,97.85,71283,41121
ASHIMASYN,20210115,13.3,13.4,12.85,12.9,104992,0
ASHOKA,20210115,94.5,95.75,93.1,93.85,725781,236495
ASHOKLEY,20210115,118.8,121.5,117.3,119.6,33229308,4075256
ASIANHOTNR,20210115,76.9,76.9,74.1,74.4,5178,3204
ASIANPAINT,20210115,2660.9,2661.85,2580.55,2590.9,2570436,1397161
ASIANTILES,20210115,294.8,297.15,290.7,295.15,211727,31784
ASPINWALL,20210115,166.5,178.95,166,174.45,8939,6083
ASTEC,20210115,1257.2,1268,1242,1252.3,26819,17068
ASTERDM,20210115,163,165.5,160.9,162.55,199705,87260
