<ticker>,<date>,<open>,<high>,<low>,<close>,<volume>,<o/i>
20MICRONS,20210209,37.4,38,36.9,37.1,170576,96207
21STCENMGM,20210209,11.55,11.65,11.55,11.65,1927,1872
3IINFOTECH,20210209,6.8,6.85,6.55,6.55,8291854,4661209
3MINDIA,20210209,21744,21744,21100,21167.25,2446,1195
3PLAND,20210209,9.55,10.1,9,9.15,3615,2725
5PAISA,20210209,272.2,275.95,266,269.05,24677,15953
63MOONS,20210209,81.6,81.8,78.85,79.2,44778,38165
A2ZINFRA,20210209,4.45,4.45,4.3,4.4,342546,232014
AAKASH,20210209,106.5,108,104,106.7,12453,0
AARON,20210209,51.9,52,49.8,49.8,7251,6233
AARTIDRUGS,20210209,675.9,684.75,669.15,671.55,208964,84999
AARTIIND,20210209,1197.3,1245,1072.55,1234.65,744345,274926
AARTISURF,20210209,980,1000,946,951.5,16033,10777
AARVEEDEN,20210209,20.75,21.55,20.75,21,21278,18851
AARVI,20210209,44.5,44.65,42.9,43.7,6417,3614
AAVAS,20210209,2085.1,2323,2074.4,2261.1,491994,139524
ABAN,20210209,31.7,31.7,28.6,28.85,462519,271808
ABB,20210209,1493.7,1499,1439.2,1458.65,244781,189655
ABBOTINDIA,20210209,14600,14995,14510,14634.8,38323,17306
ABCAPITAL,20210209,92.25,92.4,88.65,89.15,2739403,1227602
ABFRL,20210209,167.9,172.25,165,165.7,5028652,2479092
ABMINTLTD,20210209,37.5,37.55,34.7,37,2550,2106
ABSLBANETF,20210209,358,361.84,356.88,359.27,168,161
ABSLNN50ET,20210209,341.6,342,322.95,328.12,58,25
ACC,20210209,1771.85,1779,1753.25,1761.65,791259,263287
ACCELYA,20210209,944.8,949.45,930,932.35,3431,2349
ACCURACY,20210209,48,55,45.5,52.45,122362,80207
ACE,20210209,161.45,165,157.35,161.3,921234,526489
ACRYSIL,20210209,229.7,229.7,229.7,229.7,16827,16827
ADANIENT,20210209,631.45,641.9,621,629.85,4510798,537600
ADANIGREEN,20210209,1068,1116,1031.05,1086.05,3536318,2275153
ADANIPORTS,20210209,589.65,589.8,573.2,581.95,10917915,2560778
ADANIPOWER,20210209,53.35,53.5,52.4,52.7,3897198,2351142
ADANITRANS,20210209,570,583.75,561,567.2,705297,237326
ADFFOODS,20210209,710,717.4,685.4,691.7,31536,13445
ADHUNIKIND,20210209,23.1,23.1,21,21.75,70948,44889
ADL,20210209,28.9,28.9,27,27.3,800,0
ADORWELD,20210209,291.15,309.9,291.15,301.95,53231,30211
ADROITINFO,20210209,10.3,10.3,9.4,9.5,3467,2947
ADSL,20210209,39,41.7,38.5,38.95,144237,69321
ADVANIHOTR,20210209,48.1,49.5,48.1,48.6,6129,4539
