<ticker>,<date>,<open>,<high>,<low>,<close>,<volume>,<o/i>
20MICRONS,20210111,41.65,42,39.6,39.85,264383,178535
21STCENMGM,20210111,10.8,10.95,10.6,10.9,8409,8078
3IINFOTECH,20210111,8.9,8.9,8.25,8.9,37072145,21355791
3MINDIA,20210111,21910,21935,21449.75,21727.25,14163,12455
3PLAND,20210111,10.95,10.95,10.5,10.55,6391,4431
5PAISA,20210111,320,346.6,319.95,343,72598,53808
63MOONS,20210111,81.5,82.5,79.6,80.3,44902,0
8KMILES,20210111,81.95,82.9,80.15,82.35,53956,0
A2ZINFRA,20210111,5.1,5.55,4.8,5.55,2376603,1260781
AAKASH,20210111,79,79.25,77,79.05,37055,16734
AARON,20210111,56.7,56.7,53.05,53.7,3531,1933
AARTIDRUGS,20210111,741.9,746,720,722.25,373517,160222
AARTIIND,20210111,1290,1303.9,1273.35,1298.45,204074,96528
AARTISURF,20210111,1005,1025,992,995.3,15548,10381
AARVEEDEN,20210111,18.05,18.4,17.3,18,10943,0
AARVI,20210111,48.5,48.5,46.25,46.75,11395,10194
AAVAS,20210111,1940,1968,1902.65,1940.85,41997,24718
ABAN,20210111,31.1,31.1,29.5,29.85,52490,0
ABB,20210111,1314,1314,1288,1296.9,92160,47090
ABBOTINDIA,20210111,15520,15650,15415,15483.15,32292,23966
ABCAPITAL,20210111,92.4,92.85,89.6,90.75,2621384,1031477
ABFRL,20210111,168.6,169.8,165.2,168.75,2272832,1346501
ABMINTLTD,20210111,25.25,25.95,23.7,23.7,720,0
ABSLBANETF,20210111,317.7,318.9,312,318.57,34298,34132
ABSLNN50ET,20210111,330,339.97,325.05,327.08,80,34
ACC,20210111,1743.95,1799,1743.5,1787.05,1677994,402495
ACCELYA,20210111,975,987.45,951.25,961.4,5173,2936
ACCURACY,20210111,40.05,41.2,39.9,40.35,27533,26135
ACE,20210111,143.05,143.05,137.25,139.05,295964,172735
ADANIENT,20210111,520.6,524.6,510.5,519.15,4148831,394848
ADANIGAS,20210111,372,373.5,361.5,365.25,1289499,997449
ADANIGREEN,20210111,1020.95,1025.95,964.2,968.3,1303510,809590
ADANIPORTS,20210111,520.45,522.5,504,508.35,7156036,2185106
ADANIPOWER,20210111,54.4,56.1,53.6,56.1,16938082,9470966
ADANITRANS,20210111,458.6,464.4,441,448.3,528940,209572
ADFFOODS,20210111,642.8,659,631.25,644.5,57300,26501
ADHUNIKIND,20210111,25.9,25.9,24.6,25.25,10339,0
ADL,20210111,32.5,32.5,31.35,31.5,5837,0
ADORWELD,20210111,309.1,309.15,299,300.8,31856,15865
ADROITINFO,20210111,11.5,12.05,10.95,11.95,15349,0
ADSL,20210111,44.75,45.65,43.25,44.8,344357,212410
ADVANIHOTR,20210111,52.1,52.1,49.8,50.65,4873,0
ADVENZYMES,20210111,331.35,332.95,323.8,327.35,119819,59001
AEGISCHEM,20210111,256.75,266.5,256.75,261.5,336480,182152
AFFLE,20210111,3998,4014.95,3852.65,3942.55,43398,23551
AGARIND,20210111,112.95,133.1,112.95,129.45,563596,217817
AGCNET,20210111,735,765,720,744.6,3704,0
AGRITECH,20210111,39.9,39.9,37.55,38.75,3241,0
AGROPHOS,20210111,15.8,15.95,15.05,15.1,162788,104756
AHLEAST,20210111,168.3,168.35,164.45,165.65,1763,1332
AHLUCONT,20210111,266.3,270.55,265,266.35,88814,49018
AHLWEST,20210111,260.05,263,258.45,260.95,1788,1576
AIAENG,20210111,2025,2031.35,2000.05,2021.05,16206,10235
AIRAN,20210111,19.9,19.95,18.95,19.25,144598,102464
AJANTPHARM,20210111,1778,1816,1742.6,1810.45,167139,53154
AJMERA,20210111,139.9,140,135.2,136.5,76793,40855
AKASH,20210111,241.95,244,232.55,243.2,33546,32231
AKSHARCHEM,20210111,293.35,293.35,281,285.65,34413,17531
AKSHOPTFBR,20210111,8.55,8.85,7.9,8.1,834839,457141
AKZOINDIA,20210111,2413.65,2449,2385,2393.45,9450,4452
ALANKIT,20210111,19.4,19.5,18.8,19.1,233585,161422
ALBERTDAVD,20210111,462.15,462.15,448.55,453.05,24888,17593
ALEMBICLTD,20210111,106.2,110.2,106,106.75,759896,289695
ALICON,20210111,376,385,355.1,359.4,5594,3476
ALKALI,20210111,56,57,54.6,55.15,171971,107827
ALKEM,20210111,3060,3124.95,3007,3094.35,180771,90729
ALKYLAMINE,20210111,4874,4985,4760,4850.1,28658,12420
ALLCARGO,20210111,139.75,139.75,134.1,134.5,242085,133692
ALLSEC,20210111,278.85,293.25,278.85,285.85,28642,10678
ALMONDZ,20210111,20,20.9,20,20.2,16093,10569
ALOKINDS,20210111,23.05,23.7,22.8,23.15,11649876,5999877
ALPA,20210111,39,40,37.7,38.15,16266,0
ALPHAGEO,20210111,201.1,203.8,196.5,198.85,7528,0
ALPSINDUS,20210111,1.85,1.85,1.85,1.85,18147,0
AMARAJABAT,20210111,1007,1008.55,986.7,994.4,572983,175056
AMBER,20210111,2600,2679,2579.7,2599.9,188380,86611
AMBIKCO,20210111,1144,1187.35,1102.65,1129.25,258713,114399
AMBUJACEM,20210111,268.8,271.8,266,270.35,6276642,2301629
AMDIND,20210111,21.25,22.05,20.45,20.55,14069,8080
AMJLAND,20210111,27.4,31.45,26,29,235305,85738
AMRUTANJAN,20210111,553,554.95,540,542.75,60306,26638
ANANTRAJ,20210111,26.9,29.35,26.8,29.35,3782795,2225783
ANDHRACEMT,20210111,6.75,6.75,6.3,6.3,560020,388199
ANDHRAPAP,20210111,212.4,218.25,212.4,217.6,78823,59214
ANDHRSUGAR,20210111,327.55,331.65,321,324.05,42393,22623
ANGELBRKG,20210111,365.5,369.6,352.7,356.85,215776,130791
ANIKINDS,20210111,17.75,17.75,16.9,16.95,32535,0
ANKITMETAL,20210111,1.7,1.7,1.7,1.7,200,0
ANSALAPI,20210111,10.65,10.65,10.65,10.65,58153,0
ANSALHSG,20210111,7.5,7.5,7.1,7.25,47663,36369
ANUP,20210111,734.55,739.95,715,728.2,28183,17500
APARINDS,20210111,361,369.9,356.75,363.3,61592,34799
APCL,20210111,213,218,207.5,215.4,165427,78894
APCOTEXIND,20210111,167.3,169.8,162.55,165.85,64593,29554
APEX,20210111,309.5,309.5,301.1,303.2,58296,27706
APLAPOLLO,20210111,973.9,987.9,930.1,966.45,614462,477264
APLLTD,20210111,1103,1103,1082,1091.8,159275,106039
APOLLO,20210111,132,155.9,130.5,147.65,5730356,1066734
APOLLOHOSP,20210111,2564.75,2591.85,2524.5,2550.55,422296,109035
APOLLOPIPE,20210111,702.3,719.35,690.5,696.15,24082,15927
APOLLOTYRE,20210111,194.5,194.95,188.25,193.1,8690690,1857479
APOLSINHOT,20210111,581.1,588.7,580,581.7,1050,693
APTECHT,20210111,150.45,153,145.6,146.45,296829,119036
ARCHIDPLY,20210111,40,41.2,38.45,39.2,97587,47560
ARCHIES,20210111,14.35,14.75,14.35,14.5,77542,62271
ARENTERP,20210111,12.4,13.45,12.35,12.35,4711,4440
ARIES,20210111,106.5,107.6,103.2,103.6,74161,46024
ARIHANT,20210111,25.05,26,22.6,23,18650,12564
ARIHANTSUP,20210111,39.35,39.35,35.65,37.15,81681,66486
ARMANFIN,20210111,717.75,740,700.35,707.05,6946,4077
AROGRANITE,20210111,60.9,65.5,58,60,2238781,695945
ARROWGREEN,20210111,63.95,63.95,56.75,57.5,14592,8463
ARSHIYA,20210111,27,27.05,27,27.05,30873,30863
ARSSINFRA,20210111,30.2,30.25,27.45,27.5,151114,92090
ARTEMISMED,20210111,219.5,227,210,227,2320,0
ARVIND,20210111,52.45,57.9,52.1,53.8,9464217,3384948
ARVINDFASN,20210111,168.8,171.35,164.9,165.35,377280,132723
ARVSMART,20210111,112.7,115.45,111,111.7,113220,53965
ASAHIINDIA,20210111,293,293.4,284.6,289.9,58888,38993
ASAHISONG,20210111,243.1,248.75,237.2,238.5,27418,19260
ASAL,20210111,30.55,30.6,29.35,30.6,18495,14998
ASALCBR,20210111,325,335.4,324.25,330.8,93063,53553
ASHAPURMIN,20210111,125.6,128.4,125.15,125.15,238051,163396
ASHIANA,20210111,105.9,105.9,103,104.35,63425,35633
ASHIMASYN,20210111,14.3,14.3,13.05,13.25,239239,0
ASHOKA,20210111,95.8,97.9,94.05,96.5,1791834,883887
ASHOKLEY,20210111,113.5,118.15,113.15,116.95,45425320,12205338
ASIANHOTNR,20210111,80,80,75,75.15,19168,8312
ASIANPAINT,20210111,2845,2873.45,2824.6,2849.3,1517995,448384
ASIANTILES,20210111,292.9,292.9,284,285.7,104020,14675
ASPINWALL,20210111,170.95,177.35,168.1,170.75,4148,3094
ASTEC,20210111,1274,1304.65,1261,1286.2,110816,81227
ASTERDM,20210111,168.55,168.55,164.15,165.5,113259,77008
ASTRAL,20210111,1775,1828,1751,1788.3,326158,208874
ASTRAMICRO,20210111,128.3,129,124.5,125.3,553249,268560
ASTRAZEN,20210111,4417.65,4435,4325,4365,47129,18014
ASTRON,20210111,52.75,52.75,50.5,51,55802,37216
ATFL,20210111,843,857,827.9,843.4,96359,84682
ATLANTA,20210111,10.15,10.35,9.5,9.5,47815,38990
ATUL,20210111,6680,6749,6500,6529.4,26737,13485
ATULAUTO,20210111,187,188.35,183.1,187.5,159952,84978
AUBANK,20210111,900.85,904.5,873.5,899.45,564393,280390
AURIONPRO,20210111,86.75,91.5,83,83.8,32005,24465
AUROPHARMA,20210111,950.2,967,940.15,965.2,2676919,765965
AUSOMENT,20210111,52.65,52.9,52.15,52.85,1773,1585
AUTOAXLES,20210111,1100,1149.95,1098.1,1110.95,87165,50586
AUTOIND,20210111,36.15,36.15,33.15,34.6,48248,27464
AUTOLITIND,20210111,25.4,28.7,23.45,28.7,295896,162730
AVADHSUGAR,20210111,218.75,222.45,218.35,220.75,80290,31427
AVANTIFEED,20210111,524.85,531.9,522,525.4,421589,202968
AVTNPL,20210111,51.15,51.75,45.1,48.2,627009,278736
AWHCL,20210111,377,377.3,365.9,369.7,454047,225327
AXISBANK,20210111,676,676.65,660.15,666.95,7928365,2038371
AXISBNKETF,20210111,320.42,320.82,317.3,318.52,1615,1228
AXISCADES,20210111,58.6,58.8,54.9,57.1,86734,52332
AXISGOLD,20210111,43,43.39,42.6,43.13,258108,200534
AXISNIFTY,20210111,158.88,158.88,148.1,149.3,9272,5022
AYMSYNTEX,20210111,41.15,42.85,41.1,42.05,8083,0
BAFNAPH,20210111,163,171,156.05,156.9,5367,0
BAGFILMS,20210111,3.4,3.55,3.25,3.55,285881,0
BAJAJ-AUTO,20210111,3531,3634.55,3521,3617.35,788461,142292
BAJAJCON,20210111,223,224.7,217.45,219,288474,125206
BAJAJELEC,20210111,672,712.6,663,704.65,1098942,138854
BAJAJFINSV,20210111,9201,9262,8955,8986.1,542444,79462
BAJAJHIND,20210111,6.9,6.95,6.55,6.7,5123597,2469359
BAJAJHLDNG,20210111,3135,3150,3124,3140.35,28259,15610
BAJFINANCE,20210111,5108,5110.95,4958.25,4984.25,2924164,717361
BALAJITELE,20210111,70,70.45,67,68.7,162802,87806
BALAMINES,20210111,1150.6,1187.45,1132.7,1163.3,214416,38537
BALAXI,20210111,635.65,649.8,631,635.65,996,480
BALKRISHNA,20210111,21.25,21.95,20.2,20.35,11092,0
BALKRISIND,20210111,1735,1747.5,1704.05,1723.3,635561,96816
BALMLAWRIE,20210111,125.05,125.75,120.4,121.85,463496,251846
BALPHARMA,20210111,57.1,58.5,55.25,56.35,26007,0
BALRAMCHIN,20210111,173.8,178.4,172,177.7,2000007,1364204
BANARBEADS,20210111,61.45,64.5,58.3,62.15,84785,39152
BANARISUG,20210111,1514.95,1514.95,1470,1481.2,897,636
BANCOINDIA,20210111,143.95,144,138.65,139.5,218544,147952
BANDHANBNK,20210111,424.9,424.9,404.5,408.4,9559472,3323531
BANG,20210111,30.55,30.95,29.15,29.7,10929,7124
BANKA,20210111,70.4,70.4,68,68.6,16003,8489
