<ticker>,<date>,<open>,<high>,<low>,<close>,<volume>,<o/i>
20MICRONS,20210216,37,37.7,36.5,36.95,101325,68818
21STCENMGM,20210216,12.65,12.65,12.25,12.25,15184,10217
3IINFOTECH,20210216,7.05,7.2,6.75,6.9,14528554,9410813
3MINDIA,20210216,20835,21500,20835,21298.05,16907,7861
3PLAND,20210216,9.85,9.85,9.25,9.35,4548,2335
5PAISA,20210216,252.05,255.4,249,253.5,31645,20032
63MOONS,20210216,79.8,80.1,77,77.6,61038,44917
A2ZINFRA,20210216,4.35,4.35,4.2,4.3,215088,142448
AAKASH,20210216,113.5,115.85,110.5,115.85,10274,0
AARON,20210216,56.9,59.15,52.15,58.1,34240,20388
AARTIDRUGS,20210216,645,686,641.8,668.75,920307,216021
AARTIIND,20210216,1221.95,1230.7,1208,1227.9,260347,170194
AARTISURF,20210216,890,927,889,908.1,8053,4962
AARVEEDEN,20210216,19,19,17.65,18.45,14033,9680
AARVI,20210216,46,46.95,44.65,45.05,5832,4068
AAVAS,20210216,2260,2262,2193.9,2212.9,72030,46804
ABAN,20210216,31.1,31.4,29.65,30.15,265670,160662
ABB,20210216,1480.8,1515,1474,1500.5,170927,74921
ABBOTINDIA,20210216,14484.75,14739,14465,14700.7,23617,16333
ABCAPITAL,20210216,94.8,101.85,94.45,97.75,19806981,5601831
ABFRL,20210216,166.9,168.25,163,164.85,1317403,729434
ABMINTLTD,20210216,47.05,47.05,47,47.05,2065,2059
ABSLBANETF,20210216,368,374.9,365.5,370.09,192,151
ABSLNN50ET,20210216,355.15,355.15,333.9,345.5,68,34
ACC,20210216,1791,1843.55,1784.95,1819.3,1937730,226668
ACCELYA,20210216,905.85,913.85,901.8,905.1,2398,1357
ACCURACY,20210216,55,56.9,53.45,56.9,26370,24797
ACE,20210216,162.25,162.45,155.1,155.85,287116,175370
ACRYSIL,20210216,289,289,264.4,264.6,262347,166330
ADANIENT,20210216,760,802.95,756.25,780.2,19426061,1512712
ADANIGREEN,20210216,1050,1113,1049,1078.3,5182242,2777440
