<ticker>,<date>,<open>,<high>,<low>,<close>,<volume>,<o/i>
20MICRONS,20201109,30.5,31.1,29.4,30,86354,52464
21STCENMGM,20201109,9.8,9.8,9.8,9.8,247,247
3IINFOTECH,20201109,2.95,2.95,2.9,2.9,2049751,995355
3MINDIA,20201109,20250,20450.4,20161,20427.2,2543,1771
3PLAND,20201109,6.35,6.5,6.35,6.5,504,504
5PAISA,20201109,322.9,326.1,312.4,322.6,65905,0
63MOONS,20201109,72.35,75.35,72.35,72.9,43271,21406
8KMILES,20201109,95.9,95.9,95.9,95.9,12627,0
A2ZINFRA,20201109,3.75,3.85,3.75,3.75,91144,73276
AAKASH,20201109,53.25,53.8,52.35,53.1,33131,16009
AARON,20201109,33.7,33.7,31.5,32.3,18445,11452
AARTIDRUGS,20201109,666.85,669.55,646.2,648.55,379230,157478
AARTIIND,20201109,1119.15,1128.45,1094.3,1117.7,183888,89619
AARTISURF,20201109,646.8,646.8,646.8,646.8,6459,0
AARVEEDEN,20201109,10.3,10.65,10.25,10.3,1550,1280
AARVI,20201109,35.9,37.5,34.65,37.2,2884,2746
AAVAS,20201109,1479.8,1479.8,1445,1468.8,281008,273628
ABAN,20201109,23,23.6,22.6,23.3,44608,27863
ABB,20201109,935.1,954.75,935.1,949.3,121810,54762
ABBOTINDIA,20201109,16000,16050,15450,15530.25,13401,7721
ABCAPITAL,20201109,71.9,71.95,69.55,70.35,1759341,751731
ABFRL,20201109,152.25,155.25,150.1,150.8,2562488,809942
ABMINTLTD,20201109,22.95,22.95,22.95,22.95,84,0
ABSLBANETF,20201109,265.16,285.9,265.16,284.08,911,742
ABSLNN50ET,20201109,300,305,275.5,290.99,506,471
ACC,20201109,1668.1,1683,1647,1669.7,1615110,566991
ACCELYA,20201109,843,843,822.1,838.3,7375,3763
ACE,20201109,72.95,78.5,70.7,76.35,704491,318618
ADANIENT,20201109,354,364.7,351.85,357.9,6278843,626894
ADANIGAS,20201109,243,247.3,237,238.8,2145913,706192
ADANIGREEN,20201109,879,903,866.1,899.35,1670461,1081682
ADANIPORTS,20201109,375,376,366,367.05,7038841,3523993
ADANIPOWER,20201109,38.2,38.2,36.9,37.05,3145308,1347781
ADANITRANS,20201109,298.5,313.8,289.5,308.45,1226000,521256
ADFFOODS,20201109,424.7,437.5,420.6,434.6,114638,58818
ADHUNIKIND,20201109,18,18.3,17.5,17.85,14409,11086
ADL,20201109,17.9,17.9,16.55,17.2,949,0
ADORWELD,20201109,246.7,249,243.05,245.2,3549,1861
ADROITINFO,20201109,6.35,6.35,6.05,6.35,707,0
ADSL,20201109,21,21.75,20.35,20.9,112096,61485
ADVANIHOTR,20201109,41.45,41.45,39.3,40.35,10502,5966
ADVENZYMES,20201109,311.6,318,311,312.45,203311,100336
AEGISCHEM,20201109,207.1,208.35,201.5,203,137751,68471
AFFLE,20201109,2940,2956.6,2842.1,2938.3,134114,72376
AGARIND,20201109,78.3,84,78.3,83.55,22742,14063
AGCNET,20201109,644,654.85,627,631.75,33113,12803
AGRITECH,20201109,27,28.25,27,27.2,4593,2730
AGROPHOS,20201109,8.05,8.45,8.05,8.2,19348,12769
AHLEAST,20201109,138,138,130.9,135.45,512,311
AHLUCONT,20201109,219.8,234.5,214,227.2,91789,27565
AHLWEST,20201109,260,260,240,240.35,1166,522
AIAENG,20201109,1733.65,1745.8,1705.05,1717,17565,13726
AIRAN,20201109,13,13,12,12.75,40800,23159
AJANTPHARM,20201109,1610,1620,1563,1573.25,192497,117321
AJMERA,20201109,90.75,92,86.4,86.75,124172,61208
AKASH,20201109,261,272.25,246.65,269.65,13067,0
AKSHARCHEM,20201109,206.05,211.45,206,208.15,9580,7026
AKSHOPTFBR,20201109,5.65,5.65,5.45,5.55,87217,62756
AKZOINDIA,20201109,2019.9,2040,1944,1998.45,34040,13137
ALANKIT,20201109,16.5,16.5,15.55,15.85,108083,57040
ALBERTDAVD,20201109,400.15,409,400.15,405.8,9131,4782
ALCHEM,20201109,4.75,4.75,4.3,4.5,44005,17902
ALEMBICLTD,20201109,90.7,91.8,89.75,89.85,222828,133950
ALICON,20201109,304.9,315.05,302.05,303.85,7380,2053
ALKALI,20201109,49.2,50.55,48.3,50.3,41642,32232
ALKEM,20201109,2786.05,2796.6,2707,2769.8,204001,122243
ALKYLAMINE,20201109,3335,3348,3212,3269.5,37536,17480
ALLCARGO,20201109,118.25,120.45,118.2,120.05,201831,128031
ALLSEC,20201109,238.35,244.9,236,238.05,4515,2895
ALMONDZ,20201109,12.35,12.7,12.25,12.45,2715,1734
ALOKINDS,20201109,22.5,23.4,22.3,23.4,11908289,5639963
ALPA,20201109,39.85,41.45,38.6,39.2,137491,82528
ALPHAGEO,20201109,146.05,150,146.05,148.4,6365,3621
ALPSINDUS,20201109,1.1,1.1,1.05,1.05,10112,10112
AMARAJABAT,20201109,812,816,799.05,814,464639,80111
AMBER,20201109,2244,2244,2150.3,2186.6,427059,131040
AMBIKCO,20201109,707.25,719,691,700.9,7292,3568
AMBUJACEM,20201109,249.45,252,247.1,249.3,8012202,3948477
AMDIND,20201109,15.6,16.25,15.25,16,36282,11332
AMJLAND,20201109,21.55,21.65,20.8,21.65,35162,28147
AMRUTANJAN,20201109,433.7,444.5,433.15,434.75,49724,24933
ANANTRAJ,20201109,18.65,18.65,16.75,17.85,251530,186622
ANDHRACEMT,20201109,5.05,5.1,4.8,5,299770,198193
ANDHRAPAP,20201109,189,191.5,187.8,190.35,15090,10638
ANDHRSUGAR,20201109,292.5,305,290.5,301.65,177886,50875
ANGELBRKG,20201109,312.05,342.7,309.15,334.5,2120253,454302
ANIKINDS,20201109,11.55,11.6,10.95,11,31803,21903
ANKITMETAL,20201109,1,1,0.9,1,64786,0
ANSALAPI,20201109,4.35,4.4,4.2,4.4,56090,46988
ANSALHSG,20201109,3.8,3.85,3.65,3.85,19062,13048
ANUP,20201109,563,588.15,563,584.15,11397,6797
APARINDS,20201109,301.15,311.05,300.9,305.2,39838,23868
APCL,20201109,212,215,198,201.65,60360,35361
APCOTEXIND,20201109,150.45,152.25,148,149.1,28476,14378
APEX,20201109,257.8,264.9,256.9,260.4,98694,41460
APLAPOLLO,20201109,3290,3290.05,3256,3276.05,25508,14899
APLLTD,20201109,996,996,970.6,973.25,276760,201616
APOLLO,20201109,112.5,112.85,107.45,108.95,76987,43312
APOLLOHOSP,20201109,2099.8,2109.5,2029.15,2084.4,1534921,671281
APOLLOPIPE,20201109,599.9,610,591.25,600.05,228504,113740
APOLLOTYRE,20201109,154.5,158.25,152.7,157.45,7806598,1664816
APOLSINHOT,20201109,598.95,616,582.6,603.7,1723,847
APTECHT,20201109,114.6,115.4,114,114.35,99876,52284
ARCHIDPLY,20201109,26.25,26.7,25.1,25.2,69954,47539
ARCHIES,20201109,11.65,12.65,11.6,12.1,183563,104046
ARCOTECH,20201109,2.05,2.05,1.9,1.9,10616,0
ARENTERP,20201109,10.3,10.3,9.75,10.1,561,322
ARIES,20201109,85,85,82.6,83.3,22689,16932
ARIHANT,20201109,15.6,16.1,15.5,15.6,732,574
ARIHANTSUP,20201109,21.95,22.3,21,21.15,10567,8272
ARMANFIN,20201109,583.25,605,580,602.65,18346,11071
AROGRANITE,20201109,29.2,31,29.2,30.1,23404,15820
ARROWGREEN,20201109,44.9,45.85,43.55,44.7,6163,5587
ARSHIYA,20201109,13.05,13.6,12.8,13.55,4177,0
ARSSINFRA,20201109,12.15,12.45,12.1,12.25,7387,5330
ARTEMISMED,20201109,158,162.95,156.05,156.5,430,252
ARVIND,20201109,34.15,34.2,33.55,33.95,613547,378524
ARVINDFASN,20201109,124.7,126,124.5,125,151015,126504
ARVSMART,20201109,86.9,87.7,85.1,85.55,35449,19587
ASAHIINDIA,20201109,223.5,228,223.05,225.85,117264,101285
ASAHISONG,20201109,249,249,235.1,238.55,56107,30015
ASAL,20201109,21.5,21.95,20.9,21.95,2420,1853
ASALCBR,20201109,251.25,256,249.1,250.65,39391,24352
ASHAPURMIN,20201109,80,81.6,78.55,81.6,74511,57473
ASHIANA,20201109,78.9,79.4,77,77.6,49185,28655
ASHIMASYN,20201109,7.95,8.3,7.6,8.3,74433,0
ASHOKA,20201109,63.25,64.25,62.95,63.5,358712,175373
ASHOKLEY,20201109,83.9,85,82.4,84.3,36749332,4782890
ASIANHOTNR,20201109,53.15,54.65,53,53.7,6935,2008
ASIANPAINT,20201109,2249,2249,2214.15,2225.2,1691773,608150
ASIANTILES,20201109,281.4,284,278.25,281.95,105902,16971
ASPINWALL,20201109,117.9,127,117.2,118.45,1473,687
ASTEC,20201109,1106.7,1107.1,1067.85,1080.5,50814,19876
ASTERDM,20201109,136,137,134.25,136,79087,53095
ASTRAL,20201109,1194.85,1248.9,1152,1200.45,781576,672960
ASTRAMICRO,20201109,111.8,112.2,108.3,109.15,128905,89309
ASTRAZEN,20201109,4320,4324,4238,4244.65,21679,12243
ASTRON,20201109,47.4,47.4,44.65,45,27536,21368
ATFL,20201109,720,725.65,707.95,710.8,8381,5757
ATLANTA,20201109,6.7,6.75,6.35,6.55,28191,23324
ATLASCYCLE,20201109,39,39,37.05,37.5,27199,0
ATUL,20201109,6200,6227.85,6136.1,6212.15,9118,4500
ATULAUTO,20201109,161.75,161.75,154.85,156.85,134704,80035
AUBANK,20201109,783.3,828.45,781,808.8,1139125,573313
AURIONPRO,20201109,74,74,70.95,71.35,3866,2841
AUROPHARMA,20201109,787.95,790,774.5,786.6,2105450,653103
AUSOMENT,20201109,64.45,75.75,64.35,75.75,246369,97735
AUTOAXLES,20201109,719,744.5,714.55,724.1,38684,16517
AUTOIND,20201109,28.5,28.5,27.4,27.55,6217,5314
AUTOLITIND,20201109,18.5,19.5,18.3,19,4279,2468
AVADHSUGAR,20201109,186.85,189.95,184.1,188.2,111672,35620
AVANTIFEED,20201109,498,504.9,496.15,503.45,334747,140047
AVTNPL,20201109,44.1,44.9,43.85,44,75479,45877
AXISBANK,20201109,550,568,548.25,565.05,26041462,8028827
AXISBNKETF,20201109,270.5,274.31,265.61,272.13,104071,103839
AXISCADES,20201109,43.35,44,42.2,43.5,37955,19780
AXISGOLD,20201109,49.4,49.4,45.05,45.52,59875,45695
AXISNIFTY,20201109,127.4,129,127.01,128.65,6628,4433
AYMSYNTEX,20201109,30.6,31,29.05,30.05,17180,12156
BAFNAPH,20201109,154.55,154.55,154.55,154.55,3563,0
BAGFILMS,20201109,2.55,2.55,2.4,2.4,15695,14065
BAJAJ-AUTO,20201109,2990,3022,2980,3001.95,550477,126729
BAJAJCON,20201109,186.5,188.4,183,184.85,263021,133398
BAJAJELEC,20201109,507.6,508.7,492,495.75,451745,217281
BAJAJFINSV,20201109,6350,6439,6257.5,6283.35,968156,184150
BAJAJHIND,20201109,4.55,4.7,4.5,4.6,1960585,1336335
BAJAJHLDNG,20201109,2445,2463.95,2411.45,2445.9,27786,12306
BAJFINANCE,20201109,3810,3878.7,3786.05,3865,4149898,727656
BALAJITELE,20201109,63.2,65.9,61.9,63.5,131561,61794
BALAMINES,20201109,895,901.95,865.3,868.8,122697,45088
BALAXI,20201109,807,807,776,793.45,1712,0
BALKRISHNA,20201109,13.6,13.85,12.3,13.5,12978,11063
BALKRISIND,20201109,1479,1502,1406.05,1489.9,1742646,193705
BALLARPUR,20201109,1.25,1.25,1.2,1.2,2372782,0
BALMLAWRIE,20201109,100.7,102.15,100.4,100.6,161907,120538
BALPHARMA,20201109,58.7,59.05,56.55,59,42713,0
BALRAMCHIN,20201109,152.25,153.1,148.8,149.85,982158,640885
BANARBEADS,20201109,53.9,55.8,53.25,53.6,5006,3170
BANARISUG,20201109,1318,1318,1300,1301.95,766,475
BANCOINDIA,20201109,92,94.1,91.05,93,71352,38784
BANDHANBNK,20201109,333.65,346.8,333.65,340.1,18229289,4047891
BANG,20201109,20.5,23.7,18.45,19.85,23714,7120
BANKA,20201109,39.7,42,38.5,39,7658,5496
BANKBARODA,20201109,46.35,47.4,46,46.75,30062307,5956334
BANKBEES,20201109,268.99,278.15,268.99,277.4,2299584,1294740
BANKINDIA,20201109,42,42.2,40.8,41,2361035,862227
BANSWRAS,20201109,74,74.2,72.55,73,2415,1741
BASF,20201109,1499,1520,1480.25,1492.85,37728,16078
BASML,20201109,84.25,92,84.25,90.75,2166,1193
BATAINDIA,20201109,1350,1362,1335.9,1356.45,455496,119730
BAYERCROP,20201109,5630,5699,5561,5643.85,36225,26068
BBL,20201109,718.05,774,718,757.2,14467,10309
BBTC,20201109,1244,1248.7,1230.2,1240.75,45214,16226
BCG,20201109,5.3,5.45,5.25,5.3,2149242,1060053
BCP,20201109,4.8,5,4.65,4.75,119708,76360
BDL,20201109,308.8,308.8,304.25,305.85,209333,104650
BEARDSELL,20201109,9.1,9.35,9.1,9.35,3800,0
BEDMUTHA,20201109,17.7,19.4,17.7,19.15,1910,0
BEL,20201109,94.5,94.9,91.75,93.05,8288466,2239728
BEML,20201109,624.95,625.95,617.25,620.95,120892,29915
BEPL,20201109,88.6,92,88.6,89.7,355301,226280
BERGEPAINT,20201109,649,655.2,643.5,653.5,1089576,174295
BFINVEST,20201109,274.9,277.95,268.2,270.7,10479,6618
BFUTILITIE,20201109,240.1,243.7,240.1,241.95,87116,37426
BGRENERGY,20201109,32,33.4,31.95,32.15,99448,47531
BHAGERIA,20201109,129.1,130.9,127.05,127.6,36342,33440
BHAGYANGR,20201109,17.5,18.1,17.35,17.5,54941,54282
BHAGYAPROP,20201109,23.45,23.5,22.7,22.7,1127,1117
BHANDARI,20201109,1.15,1.15,1.05,1.1,72411,38684
BHARATFORG,20201109,480.6,495,480.5,493.75,2672873,815938
BHARATGEAR,20201109,51.05,52.05,50.05,50.4,8220,5105
BHARATRAS,20201109,8977,9248,8850,9192.9,6342,3575
BHARATWIRE,20201109,22.8,23.8,22.1,22.8,13177,6389
BHARTIARTL,20201109,456.3,474.75,452.55,471.8,24493687,9179644
BHEL,20201109,27.65,28.45,27.4,28.2,42337022,10449187
BIGBLOC,20201109,75,78.15,75,78.1,6679,0
BIL,20201109,135.15,141.35,132.05,137.95,318,0
BILENERGY,20201109,0.8,0.8,0.75,0.75,231199,114096
BINDALAGRO,20201109,11.85,11.85,11.4,11.55,18897,15008
BIOCON,20201109,430,430,413.3,416,6594973,1969564
BIOFILCHEM,20201109,122.25,122.25,122.25,122.25,44957,0
BIRLACABLE,20201109,50.4,51.75,49.7,50.5,30499,21157
BIRLACORPN,20201109,675,682.9,671,675.55,328689,163651
BIRLAMONEY,20201109,42.65,42.95,42.05,42.2,78256,52742
BIRLATYRE,20201109,20.65,21,19.7,20,529213,305523
BKMINDST,20201109,0.6,0.6,0.6,0.6,15300,15300
BLBLIMITED,20201109,4.95,4.95,4.75,4.75,2892,0
BLISSGVS,20201109,168.5,169.9,162.65,167,408410,88650
BLKASHYAP,20201109,5.8,5.85,5.6,5.85,102545,0
BLS,20201109,84.6,84.6,81.1,82.05,15808,8906
BLUEDART,20201109,3800,3800,3712,3765.1,23263,10967
BLUESTARCO,20201109,661.7,678,661.7,667.6,123784,37018
BODALCHEM,20201109,63.4,63.45,61.5,62.35,171266,81679
BOMDYEING,20201109,66.15,66.3,64.5,65.2,1573180,530939
BOROLTD,20201109,144,144,141,142.95,16974,0
BORORENEW,20201109,99.7,100.7,96.55,97.5,226318,109853
BOSCHLTD,20201109,11938.95,11938.95,11618.45,11699.05,76944,32570
BPCL,20201109,368.25,380,365.5,375.55,11707427,2035616
BPL,20201109,17.6,17.6,17.15,17.25,19533,9578
BRFL,20201109,8.95,8.95,8.45,8.85,35471,0
BRIGADE,20201109,197.8,200.9,194,195.25,84023,43388
BRITANNIA,20201109,3548,3570,3513.55,3548.3,566460,274357
BRNL,20201109,29.25,29.5,28,29.05,18246,13633
BROOKS,20201109,57.75,57.75,54.1,54.75,9352,0
BSE,20201109,505.9,505.9,497,499.05,121256,64784
BSELINFRA,20201109,1,1.05,0.95,1,171784,140170
BSHSL,20201109,93,93,90,92.95,101,101
BSL,20201109,30.05,32.45,29.15,30.95,43016,12251
BSLGOLDETF,20201109,4790,4790,4706.05,4789.95,163,137
BSLNIFTY,20201109,135.7,137,134.33,135.87,30095,29805
BSOFT,20201109,184,186,180,184.25,536138,293677
BURNPUR,20201109,1.5,1.6,1.5,1.5,43486,30255
BUTTERFLY,20201109,375.5,379.25,375.5,379.25,18494,0
