<ticker>,<date>,<open>,<high>,<low>,<close>,<volume>,<o/i>
20MICRONS,20201103,28.45,28.5,27.6,27.7,19528,11623
21STCENMGM,20201103,10,10,9.8,10,1556,1546
3IINFOTECH,20201103,2.95,3,2.9,2.95,983395,853604
3MINDIA,20201103,19214.6,19679.95,19021.05,19511.4,11186,9510
3PLAND,20201103,6.5,6.5,6.5,6.5,100060,100060
5PAISA,20201103,321,324,311.45,320,4638,0
63MOONS,20201103,74.2,76.3,72.1,73.05,28608,20673
8KMILES,20201103,96.3,96.35,92,96.35,82627,0
A2ZINFRA,20201103,3.8,3.85,3.7,3.75,127911,84564
AAKASH,20201103,52.45,53.6,51.5,53.05,106281,43902
AARTIDRUGS,20201103,661.45,667.7,642,645.35,746434,191058
AARTIIND,20201103,1015,1022,1000,1016.65,92913,53905
AARTISURF,20201103,590,590,566,567.75,12047,0
AARVEEDEN,20201103,10.55,10.8,10.3,10.65,1482,1009
AARVI,20201103,36.4,36.4,34.6,34.65,4897,4297
AAVAS,20201103,1425.75,1502.9,1418.6,1466,42687,31767
ABAN,20201103,22.4,23.3,22.25,22.7,58826,21698
ABB,20201103,880.05,892.75,875,877.4,58871,38655
ABBOTINDIA,20201103,15499.6,15900,15400,15811.55,9330,5352
ABCAPITAL,20201103,69,69.4,67.3,67.75,1645863,559257
ABFRL,20201103,153,154.2,149,152.5,1827006,848116
ABMINTLTD,20201103,20.95,20.95,20.95,20.95,448,0
ABSLBANETF,20201103,260,263.3,243.46,256.19,175,95
ABSLNN50ET,20201103,280,287.77,274.7,282.6,51,33
ACC,20201103,1672.4,1687.2,1645,1661.3,1021590,228140
ACCELYA,20201103,852,867.7,843.7,845.8,4273,2853
ACE,20201103,72.55,73.5,71.2,71.65,426855,400894
ADANIENT,20201103,344,349.6,340.15,344.8,4078834,713894
ADANIGAS,20201103,221,228.45,220.05,222.95,3414339,1457255
ADANIGREEN,20201103,881,893.95,816.25,830.4,1612967,639956
