<ticker>,<date>,<open>,<high>,<low>,<close>,<volume>,<o/i>
ALEMBICLTD,20201102,92,92.6,89.1,89.5,413118,198688
ALICON,20201102,310.05,310.05,294.25,301,1964,1042
ALKALI,20201102,48.75,48.75,46.55,47.1,6466,4517
ALKEM,20201102,2634.3,2666,2616,2659.35,51178,30081
ALKYLAMINE,20201102,2980,2980,2880,2889.55,22009,10972
ALLCARGO,20201102,118.9,120,117.5,119.25,72672,50513
ALLSEC,20201102,250.25,253,241.75,246.2,3973,2865
ALMONDZ,20201102,13.45,13.45,12.7,13.15,13100,9044
ALOKINDS,20201102,21.85,22.25,21.4,21.5,6323296,3188361
ALPA,20201102,40.1,40.75,38.3,38.85,50397,31514
ALPHAGEO,20201102,148.2,151.35,142.85,144.45,10567,7956
ALPSINDUS,20201102,1.05,1.05,1.05,1.05,20,20
AMARAJABAT,20201102,770,777.05,761.2,775.35,924675,102962
AMBER,20201102,2185,2197.95,2085,2100.8,202522,72075
AMBIKCO,20201102,716,716,686.5,694.85,3337,2570
AMBUJACEM,20201102,260,261.9,257.2,260.5,6267645,2419283
AMDIND,20201102,15.25,15.95,15.25,15.6,4078,3460
AMJLAND,20201102,21,21,19.6,20.05,12228,9294
AMRUTANJAN,20201102,420.7,422,409.5,411.7,19300,11488
ANANTRAJ,20201102,18.45,18.8,18.2,18.6,109513,89730
ANDHRACEMT,20201102,4.65,5.2,4.65,4.95,376360,159635
ANDHRAPAP,20201102,186,186,183,185,19020,14538
ANDHRSUGAR,20201102,280.05,280.05,274,274.85,14400,10764
ANGELBRKG,20201102,353.65,354,314.3,315.9,933339,375715
ANIKINDS,20201102,11.5,11.6,11.3,11.5,4259,3648
ANKITMETAL,20201102,0.95,0.95,0.85,0.85,1209,0
ANSALAPI,20201102,4.1,4.2,4.05,4.15,34111,25750
ANSALHSG,20201102,3.8,3.9,3.8,3.8,7398,6544
ANUP,20201102,590,595.9,558.15,564.55,25919,17298
APARINDS,20201102,287.05,290,285,285.8,13911,8700
APCL,20201102,208.6,212.1,201.7,203.25,53916,17340
APCOTEXIND,20201102,151.5,154.15,146.6,148.5,89502,48772
APEX,20201102,257,260,249.1,250.6,29600,11385
APLAPOLLO,20201102,3112,3174.45,3059.5,3111.3,57449,29586
APLLTD,20201102,956,970,943.85,967,214200,125673
APOLLO,20201102,104.5,105.85,102,102.55,29496,15862
APOLLOHOSP,20201102,2138.1,2148.75,2065,2069.3,637352,210860
APOLLOPIPE,20201102,474,489.6,456.35,483.65,155548,133626
APOLLOTYRE,20201102,140.9,142.5,138.75,141.35,4135380,558989
APOLSINHOT,20201102,610.3,631,570.7,581.7,3351,1661
APTECHT,20201102,116,116,113.2,113.55,69226,31742
ARCHIDPLY,20201102,23.3,26.9,23.3,26.6,203360,76986
ARCHIES,20201102,12,12.2,11.6,11.8,17704,12674
ARCOTECH,20201102,1.95,2.05,1.9,2,61761,0
ARENTERP,20201102,10,10.25,9.5,9.95,448,447
ARIES,20201102,78.05,80.15,76,76.65,22606,14967
ARIHANT,20201102,15.3,15.3,15.3,15.3,100,75
ARIHANTSUP,20201102,20.9,21,19.75,20.7,4320,4155
ARMANFIN,20201102,540.5,556.95,534.35,544.55,2770,2114
AROGRANITE,20201102,31.9,32,29.3,30.25,40501,24784
ARROWGREEN,20201102,48.25,48.3,44.3,44.3,6318,4078
ARSHIYA,20201102,13.55,14.85,13.5,13.65,5752,0
ARSSINFRA,20201102,12.15,12.65,11.9,11.95,6274,6082
ARTEMISMED,20201102,167.65,167.65,159,159.2,1981,1240
ARVIND,20201102,33.8,34.05,32.85,33.15,1551695,675666
ARVINDFASN,20201102,124,126.9,123.2,126.1,123337,81287
ARVSMART,20201102,88.4,88.4,86.2,86.55,60361,23757
ASAHIINDIA,20201102,224.65,228.35,220.05,221.95,23463,16963
ASAHISONG,20201102,217.3,218.45,213,213.95,8902,6555
ASAL,20201102,21,22.05,21,21.55,1772,1171
ASALCBR,20201102,242.15,247.35,239,242.8,13010,6539
ASHAPURMIN,20201102,82.65,82.65,77.5,78.05,57615,37448
ASHIANA,20201102,80.3,80.55,77.1,78.2,11815,5701
ASHIMASYN,20201102,7.05,7.55,6.9,7.55,51006,0
ASHOKA,20201102,60,61.7,59.75,60.2,239631,135238
ASHOKLEY,20201102,79.8,82.65,78.6,81.8,33498683,4757707
ASIANHOTNR,20201102,51.3,52.25,50.55,50.7,2096,1066
ASIANPAINT,20201102,2198,2225.9,2166.1,2172.85,1772571,678666
ASIANTILES,20201102,283.75,286.25,277.1,283.9,142067,30594
ASPINWALL,20201102,120.4,122,116.4,118.3,3833,1996
ASTEC,20201102,1139.6,1158.7,1089,1102.3,88974,30299
ASTERDM,20201102,134.55,137.5,133.3,134.8,64123,31727
ASTRAL,20201102,1128,1129.45,1091.3,1115.25,95630,53553
ASTRAMICRO,20201102,108,108.05,105,105.2,95188,43999
ASTRAZEN,20201102,4250,4334.5,4235,4261,18125,7227
ASTRON,20201102,47.35,47.35,44.35,46.15,11739,8773
ATFL,20201102,717.65,733.85,700.75,709.15,9347,4851
ATLANTA,20201102,6.95,7.1,6.4,6.8,17919,15657
ATLASCYCLE,20201102,42.35,42.35,40.05,40.45,1478,0
ATUL,20201102,5960.05,6058.95,5860,5930.15,19521,12237
ATULAUTO,20201102,159.8,162,155.1,155.75,72587,25720
AUBANK,20201102,774,784.7,763.55,769.45,372369,230157
AURIONPRO,20201102,74.95,75.75,70.75,71.1,5338,3699
AUROPHARMA,20201102,774,775.85,753,760.9,1772969,367694
AUSOMENT,20201102,54.5,54.5,51,53.7,13651,8480
AUTOAXLES,20201102,701.1,711.5,690,699.65,10817,4824
AUTOIND,20201102,28,28.1,27.2,27.4,6037,5011
AUTOLITIND,20201102,18.05,19,18,18.05,2769,2259
AVADHSUGAR,20201102,180,180,172,174.15,60145,41188
AVANTIFEED,20201102,484.25,485.45,470.2,472.45,147123,71135
AVTNPL,20201102,44.3,44.3,42.35,42.65,122911,99867
AXISBANK,20201102,496.85,531.7,495.1,522.65,37597227,11535022
AXISCADES,20201102,43.8,43.8,41.25,42.3,33482,21729
AXISGOLD,20201102,44.6,44.65,44.1,44.45,68180,52203
AXISNIFTY,20201102,120.14,121,119.49,120.52,3350,1876
AYMSYNTEX,20201102,26.95,27.8,25.7,27.1,39766,29292
BAFNAPH,20201102,121.15,121.15,121.15,121.15,819,0
BAGFILMS,20201102,2.4,2.6,2.4,2.6,27683,24127
BAJAJ-AUTO,20201102,2918,2934.85,2822.45,2843.7,926407,216490
BAJAJCON,20201102,187.45,188.95,185,185.9,195364,113021
BAJAJELEC,20201102,486,492.25,482.5,487.4,64199,18301
BAJAJFINSV,20201102,5601.4,5725,5560,5701.45,491399,97408
BAJAJHIND,20201102,4.7,4.7,4.55,4.55,1015699,744666
BAJAJHLDNG,20201102,2326,2331.6,2300,2315,22179,14704
BAJFINANCE,20201102,3325.55,3447.4,3274.65,3419.8,4288551,611914
BALAJITELE,20201102,61.1,62.95,61.05,61.3,31021,20723
BALAMINES,20201102,834,839.25,815,822.85,91447,37000
BALAXI,20201102,829.45,829.45,789.85,789.85,2926,0
BALKRISHNA,20201102,12.7,12.75,12,12.35,4767,4290
BALKRISIND,20201102,1345,1349.65,1306.3,1336.6,455437,113625
BALLARPUR,20201102,1.2,1.2,1.15,1.15,910429,0
BALMLAWRIE,20201102,101.1,101.65,100.35,100.75,56794,33311
BALPHARMA,20201102,57.9,57.9,54.85,54.85,16699,0
BALRAMCHIN,20201102,159.2,160,152.2,153.95,1251671,650001
BANARBEADS,20201102,54.5,57.85,52.2,53.9,7377,5953
BANARISUG,20201102,1301.6,1310.05,1300,1300,365,208
BANCOINDIA,20201102,92.9,92.9,89,89.45,48377,25640
BANDHANBNK,20201102,294,307.9,294,300.9,14730628,2304626
BANG,20201102,19.15,19.85,18.2,19.3,5221,2976
BANKA,20201102,38.25,38.25,38.25,38.25,6000,6000
BANKBARODA,20201102,42.1,45.25,41.85,44.85,61695399,14970548
BANKBEES,20201102,243.5,252.29,240.65,250.13,1885847,816292
BANKINDIA,20201102,38.9,39.65,38.3,39.05,2119763,449690
BANSWRAS,20201102,74.85,75,72.1,72.7,2966,1899
BASF,20201102,1365.25,1381.65,1336.05,1338.85,13146,7248
BASML,20201102,87,87,87,87,10,10
BATAINDIA,20201102,1319,1322.95,1302.45,1308.3,411557,186721
BAYERCROP,20201102,5500,5500,5355,5374.2,21998,14652
BBL,20201102,696,697.05,686.05,694.5,3824,2753
BBTC,20201102,1212,1222,1181.15,1189.45,29811,8948
BCG,20201102,5.25,5.4,5.15,5.25,1163152,769821
BCP,20201102,4.85,5.25,4.8,4.95,198469,159231
BDL,20201102,293,293,286,286.95,82948,39341
BEARDSELL,20201102,9.2,9.2,8.8,8.8,4,0
BEDMUTHA,20201102,18.7,19.45,18.5,18.6,3215,0
BEL,20201102,87.85,89.6,87.25,88.65,4748693,1376858
BEML,20201102,614,619.7,605,608.65,112511,29690
BEPL,20201102,82,83.3,80.55,80.95,202992,124738
BERGEPAINT,20201102,625.4,629.8,618,628.4,1111152,273375
BFINVEST,20201102,266.45,268.25,263.55,264.35,7501,2859
BFUTILITIE,20201102,241.6,241.9,228.25,233.25,161176,51979
BGRENERGY,20201102,31.7,33.15,30.8,31.8,109131,39599
BHAGERIA,20201102,134.5,134.5,127,127.6,14006,11307
BHAGYANGR,20201102,16.9,18.1,16.1,17.6,11736,5814
BHAGYAPROP,20201102,22.85,23,22.75,22.85,2592,1977
BHANDARI,20201102,1.1,1.15,1.1,1.15,44485,31964
BHARATFORG,20201102,454,457.1,445,450.9,1634382,458580
BHARATGEAR,20201102,48.55,50.45,48.5,49.1,2457,1736
BHARATRAS,20201102,8621,8718.85,8500,8546.15,2411,1379
BHARATWIRE,20201102,23.85,23.85,23.2,23.5,1745,1330
BHARTIARTL,20201102,435,460,435,457.4,28174600,9622899
BHEL,20201102,28.25,28.3,27.5,27.85,15607090,3370503
BIGBLOC,20201102,76.75,76.75,73,74,1552,0
BIL,20201102,131.4,131.4,131.4,131.4,1,0
BILENERGY,20201102,0.8,0.8,0.75,0.75,89894,44887
BINDALAGRO,20201102,11.3,11.85,11.15,11.75,47327,43315
BIOCON,20201102,403.6,407,395.6,404.15,2582524,704162
BIOFILCHEM,20201102,95.95,95.95,95.95,95.95,48080,0
BIRLACABLE,20201102,49,49.4,46.8,47.05,40359,29212
BIRLACORPN,20201102,642,647,630.5,634.7,57745,30893
BIRLAMONEY,20201102,42,42.65,41.5,41.8,149534,76579
BIRLATYRE,20201102,19.9,20,18.9,19.1,162680,99311
BKMINDST,20201102,0.6,0.6,0.55,0.55,661,661
BLBLIMITED,20201102,4.8,4.8,4.8,4.8,70,0
BLISSGVS,20201102,171,171.15,153.2,168.2,735941,261883
BLKASHYAP,20201102,5.05,5.45,5.05,5.4,10151,0
BLS,20201102,84,84.05,79.5,80.75,22243,11459
BLUECOAST,20201102,3.35,3.35,3.35,3.35,19,0
BLUEDART,20201102,3696.3,3920,3563.55,3859.9,180297,58813
BLUESTARCO,20201102,630.8,637,613.75,623.75,152436,130533
BODALCHEM,20201102,60.15,62.5,59.5,59.95,88585,49411
BOMDYEING,20201102,62.1,62.25,60.9,61.4,643238,177138
BOROLTD,20201102,141.5,145.4,141,141.65,17722,0
BORORENEW,20201102,92.8,94.8,90.75,92.5,412783,142569
BOSCHLTD,20201102,11680,11741,11431,11569.85,38084,9612
BPCL,20201102,353.8,354.65,344.75,346.4,4345360,1181395
BPL,20201102,17.95,17.95,17.05,17.1,22108,14016
BRFL,20201102,9.6,9.6,9,9.05,14312,0
BRIGADE,20201102,184,184,177.75,181.05,210436,118832
BRITANNIA,20201102,3483,3485.95,3391.15,3420.3,764391,436815
BRNL,20201102,29.35,29.65,28.9,29.55,2503,2039
BROOKS,20201102,52.9,53,48.4,50.3,23112,0
BSE,20201102,495,500,475,481.25,289820,162712
BSELINFRA,20201102,1.2,1.2,1.15,1.15,130029,94991
BSHSL,20201102,97.4,97.4,91,92.8,1755,1700
BSL,20201102,34.9,34.9,30.35,31.7,19514,12493
BSLGOLDETF,20201102,4644,4669,4622,4663.25,210,111
BSLNIFTY,20201102,130.3,131.3,126.83,128.21,395,190
BSOFT,20201102,180.4,182.7,173.15,174.5,518850,255005
BURNPUR,20201102,1.7,1.7,1.6,1.65,128934,83132
BUTTERFLY,20201102,306.4,337.45,306.35,320.8,16913,0
BVCL,20201102,13.45,14.05,13.45,13.5,1361,0
BYKE,20201102,13.2,13.5,13.2,13.4,5373,4433
CADILAHC,20201102,418,423.45,404,410.65,2958688,540125
CALSOFT,20201102,9.2,9.6,9.2,9.5,11817,0
CAMLINFINE,20201102,97.95,97.95,94.5,95.2,136571,68171
CAMS,20201102,1302,1320,1290.95,1299.1,194552,162218
CANBK,20201102,87,88.7,86.25,87.35,9251459,1072006
CANFINHOME,20201102,457.2,469.65,455.05,462.3,173542,55614
CANTABIL,20201102,335,335,320.55,325.3,105971,19030
CAPACITE,20201102,140,140,130,131.2,23428,15524
CAPLIPOINT,20201102,502.35,505.1,481,484.85,108479,53791
CAPTRUST,20201102,57.8,59.5,56.4,57.7,1395,540
CARBORUNIV,20201102,283,296.7,282.45,295.15,1525471,873811
CAREERP,20201102,167.25,170.05,166.3,167.35,6531,4507
CARERATING,20201102,300.8,303.9,297.65,301.8,143236,69908
CASTEXTECH,20201102,0.45,0.45,0.4,0.4,36545,0
CASTROLIND,20201102,115,116.1,111.05,111.35,1241168,777352
CCCL,20201102,0.3,0.35,0.25,0.3,41424,0
CCHHL,20201102,3,3.1,3,3,20033,12947
CCL,20201102,240,245.95,231.45,233.3,121746,76705
CDSL,20201102,486,486.95,464,466.75,737886,292625
CEATLTD,20201102,1085,1134,1064,1106.15,336577,73624
CEBBCO,20201102,13.9,14.25,13.05,13.75,8505,6233
CELEBRITY,20201102,4.8,4.8,4.5,4.55,5847,1706
CENTENKA,20201102,181,181,174.05,174.85,15619,8916
CENTEXT,20201102,3.45,3.45,3.3,3.3,164610,117894
CENTRALBK,20201102,11.05,11.15,10.85,11,3194372,1668945
CENTRUM,20201102,16.2,17,15.6,16.55,635228,440065
CENTUM,20201102,280,280,267.1,277.7,1484,1133
CENTURYPLY,20201102,172.6,180.65,171.55,179.2,145062,56262
CENTURYTEX,20201102,305.95,308.7,302,305,320670,75318
CERA,20201102,2738.95,2738.95,2625,2714.65,4255,2482
CEREBRAINT,20201102,28.15,29.5,28,28.35,182348,136843
CESC,20201102,563.1,577.05,555.1,572.25,216919,72162
CESCVENT,20201102,219.3,224.9,215.15,217.6,40884,15825
CGCL,20201102,248,254.8,248,249.3,138771,76984
CGPOWER,20201102,32.45,32.7,29.85,30.35,9358796,6075472
CHALET,20201102,135.8,139.45,135,137.9,55732,29771
CHAMBLFERT,20201102,163,163.6,156.05,156.75,551757,294252
CHEMBOND,20201102,150.25,156,148.15,153.25,8401,6091
CHEMCON,20201102,418.1,431,413.15,425.8,630946,264075
CHEMFAB,20201102,130.25,130.25,123.2,125.2,8306,5730
CHENNPETRO,20201102,77,77.65,75.1,75.5,476038,174082
CHOLAFIN,20201102,271,294.9,268.65,293.05,13380533,1596681
CHOLAHLDNG,20201102,392.8,404.6,385.25,401.75,213526,190049
CHROMATIC,20201102,0.7,0.7,0.6,0.65,35457,0
CIGNITITEC,20201102,446,459.05,445,445.8,28476,18556
CINELINE,20201102,25.95,26.45,24.4,25.05,16792,10956
CINEVISTA,20201102,5.95,5.95,5.7,5.95,48,0
CIPLA,20201102,757.5,762.35,744.4,751.25,3265890,607125
CLEDUCATE,20201102,66.1,66.5,62.55,62.8,6914,0
CLNINDIA,20201102,296,296.05,288,288.7,20887,14505
CMICABLES,20201102,34.5,34.5,32.15,34,9857,3725
CNOVAPETRO,20201102,5.9,6.5,5.9,6.4,5058,3212
COALINDIA,20201102,114.6,116.3,113.55,115.7,12785804,3103170
COCHINSHIP,20201102,343.7,343.7,336.65,340,93757,48851
COFORGE,20201102,2205,2226.05,2101.95,2117.9,429330,66612
COLPAL,20201102,1516.7,1523.9,1492.1,1510.5,511514,225065
COMPINFO,20201102,13.45,15.5,13.35,13.95,102802,42339
COMPUSOFT,20201102,7.3,7.3,6.85,7.15,15596,9826
CONCOR,20201102,392,394.4,385.4,392.15,965278,342032
CONFIPET,20201102,27.1,27.1,25.5,26.05,220151,118780
CONSOFINVT,20201102,35.85,35.85,33.1,33.25,405,375
CONTROLPR,20201102,215,220.75,214.85,216.65,3112,2285
CORALFINAC,20201102,18.45,19.6,18.45,19.45,5203,5013
CORDSCABLE,20201102,39.5,41.1,39.05,39.55,13591,6179
COROMANDEL,20201102,725,734.7,700,717.15,362121,155077
COSMOFILMS,20201102,454.5,466.2,435,439.35,148440,92407
COUNCODOS,20201102,3.3,3.3,3.3,3.3,5372,5372
CPSEETF,20201102,16.49,16.58,16.2,16.52,758340,704892
CREATIVE,20201102,134.6,148.05,134.6,139.9,46248,18215
CREATIVEYE,20201102,3,3,2.85,2.85,14667,0
CREDITACC,20201102,650,650,621,632.85,138055,108908
CREST,20201102,81.05,81.95,80.15,81.05,1724,1148
CRISIL,20201102,2075,2124,2013.95,2050.35,96970,57525
CROMPTON,20201102,300.9,302.9,285.7,291.2,1333967,938347
CSBBANK,20201102,233,238.2,227.55,236.05,138081,63947
CTE,20201102,30.3,30.3,27.85,27.85,13138,10282
CUB,20201102,149,154.5,148.5,152.65,896807,343909
CUBEXTUB,20201102,11.25,11.25,10.7,11.15,1135,1033
CUMMINSIND,20201102,434.6,438.4,428.9,436.9,937677,188785
CUPID,20201102,210.05,210.8,205,206.35,22329,10980
CYBERTECH,20201102,78.45,78.45,73.9,74.5,97027,52649
CYIENT,20201102,394.9,404.5,394.8,402.7,287472,154179
DAAWAT,20201102,53.4,53.4,50.15,50.85,1459242,773923
DABUR,20201102,515,516.8,504.05,506.25,3217501,1067131
DALBHARAT,20201102,845,857.1,825.2,838.9,52727,30190
DALMIASUG,20201102,130,130,127.5,128.1,37563,23534
DAMODARIND,20201102,22.5,24,22.5,22.6,2526,594
DATAMATICS,20201102,74.65,74.65,71.4,72.1,29619,17681
DBCORP,20201102,73.9,74.9,73.6,74.65,58650,32686
DBL,20201102,325.7,331,321.2,324.8,57001,30805
DBREALTY,20201102,6.95,6.95,6.55,6.65,87803,49417
DBSTOCKBRO,20201102,8.85,9.3,8.05,9.25,2671,1242
DCAL,20201102,153.5,153.5,136.55,138.3,541270,281962
DCBBANK,20201102,79,80,78,78.55,1586103,780889
DCM,20201102,18.6,18.7,17.8,18.35,3238,1577
DCMFINSERV,20201102,1.15,1.15,1.05,1.05,9700,0
DCMNVL,20201102,25.5,25.5,24.55,25.25,248,115
DCMSHRIRAM,20201102,339.65,342.05,329.05,329.7,42386,30819
DCW,20201102,15.05,15.05,14.3,14.35,177735,116041
DECCANCE,20201102,310.15,319.45,308.1,309.6,35748,20469
DEEPAKFERT,20201102,148.4,152,147.5,149.3,753840,279603
DEEPAKNTR,20201102,734,743.7,715,718.3,689305,226655
DEEPENR,20201102,63.5,71.25,63.4,68.5,146744,59079
DELTACORP,20201102,119.25,119.7,108.05,110.8,2191365,1207214
DELTAMAGNT,20201102,19.15,19.15,18.4,18.85,1500,983
DEN,20201102,70,71.65,66.2,68.8,123126,59630
DENORA,20201102,199.25,202.2,191.1,192.65,10748,6254
DFMFOODS,20201102,337,341.35,334,335.95,13027,8152
DGCONTENT,20201102,11.25,11.3,10.5,10.5,29962,0
DHAMPURSUG,20201102,142.9,143,135.35,138.3,302319,149646
DHANBANK,20201102,11.85,12.1,11.85,12,301070,210353
DHANI,20201102,195.45,196,183.1,189.6,332544,170618
DHANUKA,20201102,744,746.5,710,715.35,75435,31242
DHARSUGAR,20201102,4.4,4.5,4.2,4.35,5294,3600
DHFL,20201102,16.5,16.65,15.8,16.65,5285820,1665426
DHUNINV,20201102,251.7,251.7,233.95,237.5,907,454
DIAMONDYD,20201102,598.05,610,582,600,5958,2459
DICIND,20201102,365.65,368.95,358.55,360.6,6637,2193
DIGISPICE,20201102,6.65,6.95,6.65,6.8,2132,1533
DISHTV,20201102,11.35,12.1,11.25,11.8,4665348,2370892
DIVISLAB,20201102,3121.15,3134.9,3040.3,3048.65,977309,328955
DIXON,20201102,9400,9644,9400,9507.8,64967,38633
DLF,20201102,160.3,170.9,156.65,164.8,29960943,3200999
DLINKINDIA,20201102,99,100.2,94.7,98.8,105129,63193
DMART,20201102,2240,2259,2163,2205.75,397527,144257
DNAMEDIA,20201102,0.4,0.45,0.4,0.45,5392,5392
DOLAT,20201102,46.6,46.6,45.3,45.85,28204,20403
DOLLAR,20201102,138.7,138.7,135.05,135.5,18416,11901
DONEAR,20201102,23.55,23.85,23.3,23.65,7699,5539
DPSCLTD,20201102,12.15,12.3,11.7,12.25,7336,2600
DPWIRES,20201102,64.8,74.25,64.8,73.2,2002,1095
DQE,20201102,1.2,1.25,1.15,1.2,3720,3614
DREDGECORP,20201102,238.2,240.2,232.5,235.75,26699,6341
DRREDDY,20201102,4896,4920,4820.8,4858.65,1170993,196377
DSSL,20201102,40.6,40.6,37.15,37.9,37647,17605
DTIL,20201102,294.95,295,283.65,285.1,6605,4729
DUCON,20201102,3.75,3.85,3.55,3.6,36712,27710
DVL,20201102,57.5,59,56.9,56.9,4013,0
DWARKESH,20201102,28.3,29.2,27.1,28.25,1092541,322631
DYNAMATECH,20201102,669.35,673.05,656,659.45,2550,1649
DYNPRO,20201102,223.5,225.95,211,214.55,163664,64309
EASTSILK,20201102,1.1,1.1,1.05,1.05,1000,1000
EBANK,20201102,2675,2675,2675,2675,1,1
EBBETF0423,20201102,1098,1098.5,1097.02,1097.59,1861,1809
EBBETF0425,20201102,1014.45,1014.48,1012.51,1013.71,874,576
EBBETF0430,20201102,1127,1127,1123.8,1126,16647,16608
EBBETF0431,20201102,1012.5,1014.38,1012.1,1012.86,9184,8551
EBIXFOREX,20201102,315.05,324.8,312.6,319.15,1002,650
ECLERX,20201102,684,699,670,672.1,28746,15340
EDELWEISS,20201102,56,56,53.1,53.1,1107383,680197
EICHERMOT,20201102,2079.8,2096.1,2015.2,2029.65,1131510,230008
EIDPARRY,20201102,271.1,275,269.25,273.65,82098,48564
EIHAHOTELS,20201102,229.9,229.9,225,226.2,618,386
EIHOTEL,20201102,75.1,75.65,73,73.75,245686,145167
EIMCOELECO,20201102,300.05,314.95,295.6,303.9,1741,1164
EKC,20201102,27.5,28,27.05,27.65,17489,0
ELECON,20201102,22.5,22.75,22.25,22.4,25756,18653
ELECTCAST,20201102,21.75,21.9,20.25,20.45,640922,360581
ELECTHERM,20201102,90,92,88,89.85,8236,6547
ELGIEQUIP,20201102,104.8,107.75,103.25,106.6,28408,20336
ELGIRUBCO,20201102,17.1,17.1,16,16.75,10386,8171
EMAMILTD,20201102,361,361.5,344.6,350.2,583051,439436
EMAMIPAP,20201102,65.05,67,64,64.3,3887,2997
EMAMIREAL,20201102,36.85,36.95,33.8,34.2,39789,0
EMKAY,20201102,64.5,66.25,61,61.3,18734,9691
EMMBI,20201102,75.05,75.9,72.05,73.15,56156,31354
ENDURANCE,20201102,1059,1079,1051.1,1074.6,74590,48399
ENERGYDEV,20201102,5.2,5.4,5,5.05,4416,3183
ENGINERSIN,20201102,65.1,65.6,64,64.15,439345,247003
ENIL,20201102,146,155.5,143,148.7,12294,5254
EPL,20201102,246,255,244.5,252.8,55805,41233
EQ30,20201102,354,354,341,353,87,79
EQUITAS,20201102,47.2,47.2,45,45.25,1974115,926183
EQUITASBNK,20201102,31.1,33.15,30.05,32.8,23099679,7544863
ERIS,20201102,501.05,517.6,500.2,510.65,72472,35350
EROSMEDIA,20201102,18.75,19.45,18.1,18.45,52248,0
ESABINDIA,20201102,1343.9,1347.3,1311,1336.15,1688,1127
