<ticker>,<date>,<open>,<high>,<low>,<close>,<volume>,<o/i>
20MICRONS,20210106,41.8,41.85,40.5,40.9,256628,166964
21STCENMGM,20210106,10.85,10.85,10.5,10.7,6280,5028
3IINFOTECH,20210106,7.75,7.75,7.75,7.75,1109387,1109387
3MINDIA,20210106,21775,22100,21200,21458.4,8558,4934
3PLAND,20210106,11.45,11.5,10.65,11.35,9485,7031
5PAISA,20210106,302.65,308.5,302.65,307.9,16456,10663
63MOONS,20210106,82.95,82.95,79.85,80.7,63645,0
8KMILES,20210106,78.05,81,78.05,78.75,42406,0
A2ZINFRA,20210106,5.95,5.95,5.25,5.5,1705664,1118928
AAKASH,20210106,76.5,78,74.9,77.75,61669,24548
AARON,20210106,54.95,54.95,52.8,53.65,8400,6334
AARTIDRUGS,20210106,713,735,713,719.65,572821,195005
AARTIIND,20210106,1337.2,1349.9,1280,1290.55,411809,117633
AARTISURF,20210106,1030,1048,1000,1014.05,18481,11656
AARVEEDEN,20210106,18.3,18.4,17.3,17.6,37735,0
AARVI,20210106,49.85,49.85,44.5,46.25,42513,31159
AAVAS,20210106,2040.9,2053,1886.1,1910.3,226683,146452
ABAN,20210106,29,30.05,28.65,29.7,157520,0
ABB,20210106,1295,1316,1291,1297.65,108081,56178
ABBOTINDIA,20210106,15689.25,15800,15483.55,15550.95,15681,9023
ABCAPITAL,20210106,89.6,90.5,87.3,88.55,2915411,1017821
ABFRL,20210106,167.65,168.85,164.6,166.7,1567365,651417
ABMINTLTD,20210106,26.05,26.05,24.85,24.85,107,0
ABSLBANETF,20210106,320,320,314.11,318.24,49,42
ABSLNN50ET,20210106,327,328,315,327.29,376,240
ACC,20210106,1658,1679,1641,1674.45,1755315,350684
ACCELYA,20210106,967.85,991.4,953.8,961,7194,4151
ACCURACY,20210106,37.45,37.5,36.5,37.15,46341,36774
ACE,20210106,146.65,147.8,140,142.75,488780,272598
ADANIENT,20210106,496,500.65,484.25,490.9,3295461,441818
ADANIGAS,20210106,375.4,377,365.6,369.4,1210896,749401
ADANIGREEN,20210106,1100,1111,1080,1107.25,427847,220893
ADANIPORTS,20210106,501.8,504.95,489.5,496.8,5203982,811974
ADANIPOWER,20210106,50,51.85,49,50.7,10891911,5029723
ADANITRANS,20210106,441,459.8,437.7,454.25,1594908,469818
ADFFOODS,20210106,642,652.3,623,632.6,45069,20466
ADHUNIKIND,20210106,25.3,26.15,24.9,25.85,20186,0
ADL,20210106,35.1,36.9,35.1,35.1,3360,0
ADORWELD,20210106,317,320,301,304.75,230590,86420
ADROITINFO,20210106,11.45,11.45,10.95,11.3,8500,0
ADSL,20210106,42.2,44,40.4,40.65,458081,309560
ADVANIHOTR,20210106,51.9,51.9,49,49.25,15683,0
ADVENZYMES,20210106,328,334.7,325,327.8,199027,81940
AEGISCHEM,20210106,256,259,251,252.9,167369,89846
AFFLE,20210106,4036,4038,3905,3944.55,48697,28491
AGARIND,20210106,105.8,105.8,100.2,103,12683,8819
AGCNET,20210106,763,794.9,750,755.25,4007,0
AGRITECH,20210106,40.4,41,38.25,40.35,6171,0
AGROPHOS,20210106,16.75,16.75,15.75,16.05,150519,79696
AHLEAST,20210106,165.85,169.75,164.45,165.25,909,538
AHLUCONT,20210106,264.95,266.2,260.35,261.55,118284,106718
AHLWEST,20210106,258.95,268,257.05,260.8,1089,528
AIAENG,20210106,2021,2021.55,1968.05,1987.7,34882,24437
AIRAN,20210106,18,19.35,18,18.65,48289,37864
AJANTPHARM,20210106,1676.5,1710,1665,1702.55,204496,92451
AJMERA,20210106,139.5,141.3,136,136.75,104696,45572
AKASH,20210106,232.5,233.9,222,224.35,11209,10771
AKSHARCHEM,20210106,264,272.5,263,270.45,47703,26703
AKSHOPTFBR,20210106,7.5,8.1,7.45,8.1,1891853,917383
AKZOINDIA,20210106,2460.1,2506.25,2415,2439,29467,18289
ALANKIT,20210106,19.5,19.6,18.7,18.8,152017,93713
