<ticker>,<date>,<open>,<high>,<low>,<close>,<volume>,<o/i>
20MICRONS,20201104,28.25,28.8,27.55,28,43935,23555
21STCENMGM,20201104,10,10,10,10,41,41
3IINFOTECH,20201104,3,3,2.9,2.95,1665572,899275
3MINDIA,20201104,19511.4,19900,19476.05,19619.75,2968,1837
3PLAND,20201104,6.25,6.25,6.2,6.2,2125,2125
5PAISA,20201104,321,323.8,312.3,319.55,2035,0
63MOONS,20201104,74,74.3,72.5,72.75,13718,8776
8KMILES,20201104,99.8,101.15,96.35,101.15,68559,0
A2ZINFRA,20201104,3.75,3.8,3.7,3.7,84207,57927
AAKASH,20201104,53,55.7,52.5,53.85,62413,31773
AARTIDRUGS,20201104,645,654.65,634,638.75,489881,127509
AARTIIND,20201104,1010,1024.95,1004.3,1019.1,119173,62854
AARTISURF,20201104,563,569.9,558.2,560.75,5236,0
AARVEEDEN,20201104,10.6,10.6,10.3,10.3,376,275
AARVI,20201104,34.6,36.1,34,35.9,3876,3215
AAVAS,20201104,1445.15,1485.25,1430,1468.85,201087,194332
ABAN,20201104,23,23,22.5,22.6,20639,11366
ABB,20201104,884.9,888.95,871.25,878.8,25456,10597
ABBOTINDIA,20201104,15844,15900,15750.2,15864.75,3640,1878
ABCAPITAL,20201104,67.4,68.8,66.5,67.5,1579376,527325
ABFRL,20201104,151,152.45,147.05,148.35,849023,300531
ABMINTLTD,20201104,19.95,19.95,19.95,19.95,1508,0
ABSLBANETF,20201104,260,260,250.9,256.16,579,478
ABSLNN50ET,20201104,274.7,279.85,265.7,274.43,146,97
ACC,20201104,1661,1681.95,1658,1676.35,973399,153646
ACCELYA,20201104,845.05,851.55,801,811.9,12667,6308
ACE,20201104,72.55,72.85,70.55,71.9,157402,114134
ADANIENT,20201104,342.6,359.5,337.5,351.85,9701398,530773
ADANIGAS,20201104,226.95,233,212,231.35,7919096,1982651
ADANIGREEN,20201104,834.4,862.7,823,840.9,1373310,826436
ADANIPORTS,20201104,367.65,369.5,349.6,361.1,17940352,4389550
ADANIPOWER,20201104,36.35,36.6,35.9,36.15,1225162,537776
ADANITRANS,20201104,292.5,297.7,284.05,295.15,564069,271009
ADFFOODS,20201104,412,416,406.35,413.9,17864,10866
ADHUNIKIND,20201104,17.95,18.45,17.7,17.9,7232,4655
ADL,20201104,16.7,18.4,16.7,18,888,0
ADORWELD,20201104,240.2,248,238.9,242.7,11806,3300
ADROITINFO,20201104,6.5,6.5,6,6.1,1160,0
ADSL,20201104,21.75,22.05,21.55,21.95,94574,11010
ADVANIHOTR,20201104,40.05,40.05,39.5,40,1745,1499
ADVENZYMES,20201104,297.45,299,281.1,284.4,295159,134387
AEGISCHEM,20201104,208.5,209.85,200.5,202.3,173206,103043
AFFLE,20201104,2650,2690,2624,2647.5,21378,11948
AGARIND,20201104,85.3,86,83.05,83.5,2292,1799
AGCNET,20201104,613.8,625,577.2,593.55,22307,8276
AGRITECH,20201104,26.5,27.9,26,26.8,3152,2796
AGROPHOS,20201104,8.85,8.85,8,8.1,23445,12523
AHLEAST,20201104,134.95,136,130.3,133.45,195,54
AHLUCONT,20201104,213.55,213.9,209.3,211.2,4046,2898
