<ticker>,<date>,<open>,<high>,<low>,<close>,<volume>,<o/i>
20MICRONS,20210301,36.9,37.6,36.55,37.35,126886,86420
21STCENMGM,20210301,11.95,11.95,11.95,11.95,2571,2561
3IINFOTECH,20210301,6.3,6.45,6.05,6.45,7851294,5387870
3MINDIA,20210301,23175,24500,23174.9,24148.65,17103,9804
3PLAND,20210301,9.15,9.95,9.15,9.55,13330,8333
5PAISA,20210301,261.9,272.9,260.5,263.85,40788,19381
63MOONS,20210301,79,83.5,79,80.85,92225,55294
A2ZINFRA,20210301,4.2,4.3,4.1,4.15,226640,186936
AAKASH,20210301,125.95,127.9,123.5,127.9,11058,0
AARON,20210301,62,63,56.6,58.7,8244,2071
AARTIDRUGS,20210301,634,639.55,630.9,631.85,182237,82017
AARTIIND,20210301,1236,1279.35,1226.75,1269.15,342259,153704
AARTISURF,20210301,918.5,929.55,898,905.8,12679,8313
AARVEEDEN,20210301,18.4,18.55,17.85,18.1,6825,5887
AARVI,20210301,52.4,53.95,52,52.75,8917,6819
AAVAS,20210301,2288,2288,2250.95,2264.75,43000,31376
ABAN,20210301,41.2,42.35,38.35,38.35,579518,334861
ABB,20210301,1547,1559.85,1515,1525.2,61354,15581
ABBOTINDIA,20210301,14450,14520,14250,14497.75,19828,13520
ABCAPITAL,20210301,124.3,130.7,122.5,129.7,12882971,3514162
ABFRL,20210301,186.05,196.9,182.45,192.85,7958240,3314139
ABMINTLTD,20210301,72.75,72.75,69.25,72.75,9133,7004
ABSLBANETF,20210301,355.95,355.95,344.42,350,250,171
ABSLNN50ET,20210301,362.56,369.9,345.3,359,363,36
ACC,20210301,1754.4,1779.85,1725.7,1774.4,890744,212673
ACCELYA,20210301,893.75,905,890,896.45,3350,2044
ACCURACY,20210301,64.65,68,62.05,63.4,12591,7577
ACE,20210301,161.95,161.95,155,155.25,170729,70237
ACRYSIL,20210301,322,322.45,320,322.45,24773,23757
ADANIENT,20210301,840.75,860.95,836.45,851.5,5996840,798167
ADANIGREEN,20210301,1170,1170,1130.15,1141,448402,267258
ADANIPORTS,20210301,684.6,704.65,673.3,692.9,11600468,2350242
ADANIPOWER,20210301,55.85,56.5,55.4,55.75,4632559,1821279
ADANITRANS,20210301,757.7,768,736.9,758.05,391954,206841
ADFFOODS,20210301,837.8,839,810.5,821.1,17084,8001
ADHUNIKIND,20210301,21.95,21.95,20.5,20.95,36863,12651
ADL,20210301,31.65,31.65,29.3,31.15,3806,0
ADORWELD,20210301,323.9,323.9,312.9,315.25,21284,16923
ADROITINFO,20210301,8.3,8.7,8.3,8.7,4010,3985
ADSL,20210301,40.7,41,39,39.3,132179,90553
ADVANIHOTR,20210301,52,52.4,50.6,52.35,7484,6956
ADVENZYMES,20210301,358,365.1,344,348,277052,123938
AEGISCHEM,20210301,313,322.85,313,322.2,667889,315076
AFFLE,20210301,5330,5459,5225,5350.5,78483,51154
AGARIND,20210301,151.95,157,146.05,152.15,11806,0
AGCNET,20210301,1016.1,1016.1,992.3,999.1,11301,10062
AGRITECH,20210301,36,36,33.75,34.4,6463,3898
AGROPHOS,20210301,13.2,13.25,12.75,12.8,49953,36829
AHLADA,20210301,76,83.45,72.35,83.45,47617,40691
AHLEAST,20210301,160.65,167.9,159.4,167,6235,4547
AHLUCONT,20210301,291.4,301,289.5,297.35,24247,10683
AHLWEST,20210301,243.5,243.5,240,240.35,522,336
AIAENG,20210301,1823.1,1835,1798,1808,49413,35525
AIRAN,20210301,18,18.55,17.85,17.95,41594,34021
AJANTPHARM,20210301,1757.55,1772,1682.3,1758.3,147812,70893
AJMERA,20210301,129,129.55,127.25,127.8,32701,17053
AKASH,20210301,239,239,228.15,231.45,17556,16199
AKG,20210301,91.55,96.05,91.55,93.5,45510,18345
AKSHARCHEM,20210301,241,244.5,235.8,239.85,33667,24014
AKSHOPTFBR,20210301,6.85,7.1,6.75,6.85,212514,135378
AKZOINDIA,20210301,2194,2194,2142.5,2146.25,30719,19077
ALANKIT,20210301,16.2,16.45,15.9,16,100991,68115
ALBERTDAVD,20210301,405.1,412.15,400.3,404.05,13537,9877
ALEMBICLTD,20210301,103.4,103.4,101,101.6,220457,109457
ALICON,20210301,418.55,446.05,384.3,435.6,21299,7750
ALKALI,20210301,52.75,53.5,50.25,50.8,32610,21087
ALKEM,20210301,2743.1,2855,2722.1,2827.3,75867,37065
ALKYLAMINE,20210301,5089.9,5148,5056,5079.6,14190,5568
ALLCARGO,20210301,130.7,130.7,128.2,128.75,165398,99934
ALLSEC,20210301,351.3,357.95,342.15,346.4,6036,3975
ALMONDZ,20210301,29.4,29.4,28,28.1,17516,11185
ALOKINDS,20210301,19.95,19.95,19.65,19.65,7744360,4326099
ALPA,20210301,41.7,41.7,39.7,40.15,59401,37507
ALPHAGEO,20210301,224.9,228,221,221.95,21050,12547
ALPSINDUS,20210301,1.7,1.8,1.7,1.7,22740,0
AMARAJABAT,20210301,882.9,904,881.1,900,694023,151016
AMBER,20210301,3281,3281,3161,3201.95,98156,43243
AMBIKCO,20210301,998,1010,970.4,984.8,27971,18421
AMBUJACEM,20210301,275.55,279.65,273.5,277.9,4095441,1164176
AMDIND,20210301,26.3,27.95,24.5,25.85,659514,231706
AMJLAND,20210301,25.65,26.1,25.25,26,9858,8436
AMRUTANJAN,20210301,548.55,560.05,545.05,547.8,32021,17516
ANANTRAJ,20210301,52,52,50.65,52,1558992,911573
ANDHRACEMT,20210301,5.65,5.7,5.55,5.6,217049,154703
ANDHRAPAP,20210301,231,255.55,230.2,249.05,199423,142550
ANDHRSUGAR,20210301,307,309.4,299.5,303.6,67752,38655
ANGELBRKG,20210301,334.75,334.75,326.65,327.95,31062,15830
ANIKINDS,20210301,17.25,17.9,16.65,17.15,27997,18450
ANKITMETAL,20210301,1.1,1.15,1.1,1.15,72164,51640
ANSALAPI,20210301,8,8.4,7.7,7.9,146735,95814
ANSALHSG,20210301,6.5,6.5,6.05,6.15,56497,45836
ANTGRAPHIC,20210301,0.45,0.55,0.45,0.55,235057,0
ANUP,20210301,650.8,654.85,637.4,639.65,56192,38956
APARINDS,20210301,465.9,479.05,465,475,51419,25380
APCL,20210301,209.85,215.9,207.45,211.8,92167,48129
APCOTEXIND,20210301,177,189.85,174.05,184.8,352761,109308
APEX,20210301,244,245.8,240,240.85,80321,43611
APLAPOLLO,20210301,1125,1142,1051.25,1092.7,603703,415374
APLLTD,20210301,910.1,938.95,908.3,924.25,444155,233520
APOLLO,20210301,111,113.9,110.05,110.95,278391,91658
APOLLOHOSP,20210301,3039.05,3098,3007.55,3081.15,678218,182741
APOLLOPIPE,20210301,719.85,731.95,707,711,34320,16837
APOLLOTYRE,20210301,235,248.8,235,244.85,14941186,2117165
APOLSINHOT,20210301,544.95,560,544.95,556.45,1087,573
APTECHT,20210301,221.1,234,219.2,230.1,451916,119071
ARCHIDPLY,20210301,35.75,37.5,35.5,36,11192,0
ARCHIES,20210301,11.8,11.9,11.55,11.7,53862,46260
ARENTERP,20210301,11.6,12.35,11.6,11.7,3384,2877
ARIES,20210301,90,101.7,89,97.4,184794,90779
ARIHANT,20210301,22.85,23.3,22.65,23,1515,1410
ARIHANTSUP,20210301,39,41,39,39.8,15193,2604
ARMANFIN,20210301,624,630.4,572.3,591.75,52829,28165
AROGRANITE,20210301,45,47.5,45,46.75,72790,42016
ARROWGREEN,20210301,78.8,80.85,77.25,78.95,5952,0
ARSHIYA,20210301,35.95,36.05,33.25,36.05,123077,0
ARSSINFRA,20210301,22,24.95,22,24.45,32948,22718
ARTEMISMED,20210301,240.5,240.5,226,226.4,3607,3334
ARVIND,20210301,81.35,84.5,78.05,78.7,2210565,1066942
ARVINDFASN,20210301,159.9,162,157,158,174007,93202
ARVSMART,20210301,99,103.15,98.85,100.75,215526,111976
ASAHIINDIA,20210301,295,297.65,288.95,291.25,26607,17341
ASAHISONG,20210301,280.2,285.65,275.2,281.7,25740,12061
ASAL,20210301,38,38,37.1,37.65,4318,0
ASALCBR,20210301,359.7,359.7,350.15,352.65,41059,20905
ASHAPURMIN,20210301,115,116.9,113.55,114.45,115408,66706
ASHIANA,20210301,117.5,120,115.15,117.1,73519,39103
ASHIMASYN,20210301,14.3,15.65,14.3,15.6,677576,426520
ASHOKA,20210301,114.2,114.45,111.1,111.85,944045,273403
ASHOKLEY,20210301,130.7,134.35,126.5,129.65,34897746,5814764
ASIANHOTNR,20210301,71.65,74.4,68.5,71.2,20747,9776
ASIANPAINT,20210301,2300,2369.9,2300,2362.3,2545806,862344
ASIANTILES,20210301,197,204.9,188,190.35,1298278,682141
ASPINWALL,20210301,166.05,169,160.3,167,3476,2628
ASTEC,20210301,1065,1066.7,1031.15,1035.9,18146,8663
ASTERDM,20210301,148.7,148.7,143,143.35,135074,62934
ASTRAL,20210301,2150.85,2220,2142.65,2196.9,116757,58741
ASTRAMICRO,20210301,112.05,123.65,112.05,121.25,1828130,859785
ASTRAZEN,20210301,3472,3500,3440.15,3455.85,22118,6162
ASTRON,20210301,44.5,44.5,43.1,43.5,30323,16704
ATFL,20210301,807.9,820.65,807.9,814.45,3685,2020
ATGL,20210301,523.3,529.45,516.5,525.45,1103126,533959
ATLANTA,20210301,8.45,8.45,8,8.1,10809,7574
ATUL,20210301,6595,6721,6554.3,6591.85,25829,12218
ATULAUTO,20210301,193.65,218.9,193.65,206.95,1990169,623594
AUBANK,20210301,1138,1165.05,1127.6,1148.45,754157,451913
AURIONPRO,20210301,82.9,82.9,80,80.8,14870,10011
AUROPHARMA,20210301,855.1,879,849.4,873.65,1653424,469191
AUSOMENT,20210301,47,50.5,47,49.35,8943,5273
AUTOAXLES,20210301,1159.4,1195,1159.4,1167.8,7485,4561
AUTOIND,20210301,33.35,33.35,30.8,31.85,30632,21953
AVADHSUGAR,20210301,194.9,199.7,190.35,194.9,120062,34277
AVANTIFEED,20210301,486,486,477.1,484.8,135236,71594
AVTNPL,20210301,44.1,45.2,44.1,44.65,70293,44253
AWHCL,20210301,300.1,302.4,298.05,299.9,96865,69060
AXISBANK,20210301,738,743.5,722.25,728.55,14301187,3935516
AXISBNKETF,20210301,352.81,354.76,349.95,352.67,917,792
AXISCADES,20210301,48.15,49.7,48,49.05,28778,20917
AXISGOLD,20210301,40.17,40.4,39.65,40.07,304610,227167
AXISNIFTY,20210301,153.75,158.8,152.51,153.93,3861,2509
AYMSYNTEX,20210301,55.95,55.95,50.75,50.95,44054,35265
BAFNAPH,20210301,121.55,126.45,118.1,120.75,2321,1921
BAGFILMS,20210301,2.6,2.7,2.6,2.7,64457,49915
BAJAJ-AUTO,20210301,3798.7,3858.8,3751,3814.05,724589,187919
BAJAJCON,20210301,245.35,253.75,244.05,246,561101,221854
BAJAJELEC,20210301,970.7,1008,965,990.1,278803,71124
BAJAJFINSV,20210301,9799,9848.6,9613.7,9774.05,322437,38129
BAJAJHIND,20210301,6.9,6.95,6.2,6.25,12881191,6349145
BAJAJHLDNG,20210301,3693.3,3693.3,3561,3594.1,76867,64296
BAJFINANCE,20210301,5315,5369.9,5195,5266.8,2031881,353051
BALAJITELE,20210301,59.7,62.4,59.05,60.35,373440,140584
BALAMINES,20210301,1648.65,1695,1635,1685.3,138038,46398
BALAXI,20210301,564.4,567.5,564.4,567.5,1154,877
BALKRISHNA,20210301,17.1,18.9,17.1,18.9,6680,0
