<ticker>,<date>,<open>,<high>,<low>,<close>,<volume>,<o/i>
20MICRONS,20210104,40.55,40.6,39.6,39.8,241109,152747
21STCENMGM,20210104,10.65,10.85,10.45,10.6,17191,14847
3IINFOTECH,20210104,7.05,7.05,7.05,7.05,2282179,2282179
3MINDIA,20210104,21288,21300,21065,21154.65,3043,1769
3PLAND,20210104,11.7,11.7,10.75,11.35,7865,4729
5PAISA,20210104,305.9,309.8,299.3,302.8,13969,10070
63MOONS,20210104,82,83.75,81,81.65,25967,0
8KMILES,20210104,80.45,82,78.65,79.35,38741,0
A2ZINFRA,20210104,5.5,5.8,5.5,5.8,836894,725510
AAKASH,20210104,76.5,76.5,75,75.9,43927,20667
AARON,20210104,50.45,54.4,50.45,54.1,10634,8642
AARTIDRUGS,20210104,751,756,735,739.75,689719,230249
AARTIIND,20210104,1263,1285,1262.15,1282.05,332674,155123
AARTISURF,20210104,1030,1060,1015,1034,12231,6740
AARVEEDEN,20210104,17.8,18.8,17.5,17.85,12575,0
AARVI,20210104,48.4,51.3,48.4,49.65,41107,22188
AAVAS,20210104,1748.8,1939,1673.6,1867.05,79683,30368
ABAN,20210104,28.9,29.3,28.5,28.8,45097,0
ABB,20210104,1239.1,1290,1235,1262.9,99581,34002
ABBOTINDIA,20210104,15793.75,15862.9,15630.9,15668.05,16723,10764
ABCAPITAL,20210104,89.85,91.5,88.3,89.35,4772934,1368722
ABFRL,20210104,168.5,168.65,164.1,166.8,1927284,1061676
ABMINTLTD,20210104,24.9,24.9,23.7,24.85,299,0
ABSLBANETF,20210104,311.16,313.79,307.52,311.28,110,66
ABSLNN50ET,20210104,318,319,314,319,124,122
ACC,20210104,1634,1649,1628,1641.4,1446174,412528
ACCELYA,20210104,954.95,972.95,954.95,964.35,3292,1928
ACCURACY,20210104,36.8,37.65,36.1,36.2,10939,10275
ACE,20210104,143.9,146,138.6,142.95,700191,275478
ADANIENT,20210104,492,502.6,486.65,494.5,4936582,488017
ADANIGAS,20210104,380.05,381.8,371,375.6,1278975,822090
ADANIGREEN,20210104,1088.4,1090,1071.2,1082.25,360776,202194
ADANIPORTS,20210104,507,510.9,495.2,498.9,9998803,1356432
ADANIPOWER,20210104,50.7,50.9,49.9,50.2,6557749,4488332
ADANITRANS,20210104,437.25,445.45,435.1,441.2,454470,203095
ADFFOODS,20210104,647,665,628.2,648.95,130886,44666
ADHUNIKIND,20210104,25.85,26,25,25.55,56568,0
ADL,20210104,36.85,36.85,35.1,36.8,10979,0
ADORWELD,20210104,274.4,280,273,274.35,19384,10885
ADROITINFO,20210104,10.7,11,10.3,10.85,9948,0
ADSL,20210104,40.95,41.05,40.45,41.05,109547,76204
ADVANIHOTR,20210104,52.5,52.5,49.6,51.15,3671,0
ADVENZYMES,20210104,335.1,338.45,328.5,332.25,282105,149316
AEGISCHEM,20210104,256.5,259.65,252.2,257.1,238997,130850
AFFLE,20210104,3885,4040,3866,3958.55,100727,48819
AGARIND,20210104,104.05,105.15,101.25,102.6,15121,7903
AGCNET,20210104,736,771.5,736,758.05,6324,0
AGRITECH,20210104,39.5,40.45,38.25,39.8,9158,0
AGROPHOS,20210104,16.5,16.7,15.75,15.95,296854,204711
AHLEAST,20210104,172.45,172.45,167.5,168.85,2020,1295
AHLUCONT,20210104,269,269,265.2,266.65,103201,95928
AHLWEST,20210104,264.75,264.75,259.95,261.85,2633,2209
AIAENG,20210104,1993.7,2050.15,1976.9,2036.85,51394,20078
AIRAN,20210104,19.45,19.45,18.35,18.9,50651,44000
AJANTPHARM,20210104,1651.9,1674.9,1642,1649.8,91174,40289
AJMERA,20210104,142.4,142.4,136.55,138.85,89616,46702
AKASH,20210104,250,250,236,240.2,51543,47215
AKSHARCHEM,20210104,266.15,279.2,266.1,272.15,111288,55975
AKSHOPTFBR,20210104,7.75,7.95,7.05,7.55,717254,441871
AKZOINDIA,20210104,2456.95,2516,2412.25,2471.5,40670,14127
ALANKIT,20210104,20,20.4,18.85,19.05,342765,223832
ALBERTDAVD,20210104,456.8,459,450,451,16233,9573
ALEMBICLTD,20210104,106,106.9,104.4,105.2,403674,194595
ALICON,20210104,381.85,384.95,363.25,373.85,15952,7851
ALKALI,20210104,48.7,51.75,48.15,50.1,151082,79501
ALKEM,20210104,2984,2984,2945,2967.2,68870,44469
ALKYLAMINE,20210104,3940,4625,3880,4447.3,365291,69760
ALLCARGO,20210104,137.05,137.7,133.7,134.4,746711,483343
ALLSEC,20210104,299.65,299.65,285,288.6,15739,9086
ALMONDZ,20210104,21.85,21.85,20.5,20.9,33824,19489
ALOKINDS,20210104,23.6,23.75,22.7,22.95,16119458,8337969
ALPA,20210104,36.45,38.25,36.25,38.05,71105,0
ALPHAGEO,20210104,199.95,204.5,196,203,14982,0
ALPSINDUS,20210104,1.65,1.65,1.6,1.6,12924,0
AMARAJABAT,20210104,927.6,972,923.9,965.75,1523954,490240
