<ticker>,<date>,<open>,<high>,<low>,<close>,<volume>,<o/i>
20MICRONS,20201127,32.05,32.8,31.3,32.1,97808,74379
21STCENMGM,20201127,9.95,9.95,9.65,9.7,4758,4137
3IINFOTECH,20201127,3.4,3.45,3.3,3.4,2500437,1639080
3MINDIA,20201127,21149.9,22146.35,20837.3,21866.9,60948,54909
3PLAND,20201127,8.15,8.15,8.1,8.15,24426,24405
5PAISA,20201127,335.95,335.95,318.5,325.8,16340,11618
63MOONS,20201127,93,94.95,92.1,94.95,961470,405927
8KMILES,20201127,85,87,85,86.4,28887,0
A2ZINFRA,20201127,4.1,4.1,3.95,4.05,242307,172053
AAKASH,20201127,54,54,52.5,53.3,43446,12613
AARON,20201127,67.95,67.95,61.55,61.55,89970,52830
AARTIDRUGS,20201127,688,718,686.45,715.05,1220320,671396
AARTIIND,20201127,1111,1163,1103.1,1155.3,704917,577079
AARTISURF,20201127,1047.55,1047.55,1020,1047.55,35220,27478
AARVEEDEN,20201127,12.3,12.3,11.35,11.55,22363,9109
AARVI,20201127,37.4,39,37.4,38.9,1107,665
AAVAS,20201127,1575,1649,1549.5,1607.7,300831,233251
ABAN,20201127,29.8,31.5,29.55,30.25,337488,192674
ABB,20201127,1092,1104.85,1061,1073.75,253387,69492
ABBOTINDIA,20201127,15419.45,15439.95,15320,15399.05,5110,3219
ABCAPITAL,20201127,80.55,89.4,80.55,88.45,11477422,7099082
ABFRL,20201127,162.1,165,157,162.65,3504376,2697450
ABMINTLTD,20201127,25.9,25.9,24.65,24.7,684,0
ABSLBANETF,20201127,294.76,295,291.86,293.09,118,92
ABSLNN50ET,20201127,298.88,298.88,286.7,294.99,66,20
ACC,20201127,1704.7,1720,1672.6,1705.05,7926397,6122030
ACCELYA,20201127,860.6,871,855.05,865.85,2531,1468
ACE,20201127,102,115.5,102,113.3,2883474,864374
ADANIENT,20201127,401,407.85,396.3,398.4,6429153,3540886
ADANIGAS,20201127,318.7,347.95,317.95,347.9,14902282,5807896
ADANIGREEN,20201127,1105,1159.65,1072.8,1136.4,45148093,39208478
ADANIPORTS,20201127,411,416,408.2,411.55,10593353,4012544
ADANIPOWER,20201127,38.45,38.9,38.25,38.5,5039982,2031593
ADANITRANS,20201127,366.1,390.9,365.05,376.3,1160308,377315
ADFFOODS,20201127,450.2,472,450.2,459.8,132486,35807
ADHUNIKIND,20201127,17.3,17.3,16.7,17.1,39718,32847
ADL,20201127,19.9,20.5,19.1,20.5,2679,0
ADORWELD,20201127,254,265.4,254,262.65,39761,18863
ADROITINFO,20201127,6,6.25,6,6.05,2553,0
ADSL,20201127,22.95,25.45,22.95,25.1,380552,251517
ADVANIHOTR,20201127,57,63.8,55.75,59.9,326986,148945
ADVENZYMES,20201127,325.95,357.2,325.2,352.9,1109750,779098
AEGISCHEM,20201127,240.15,260,236.55,255.85,1030334,795943
AFFLE,20201127,3295,3418.65,3272.8,3418.5,218008,135917
AGARIND,20201127,83.05,89.4,83,85.85,38387,24157
AGCNET,20201127,598,615,590,603.6,7509,0
AGRITECH,20201127,31.8,31.8,30.6,30.9,8057,6919
AGROPHOS,20201127,11.35,11.35,11.35,11.35,63605,63605
AHLEAST,20201127,136.15,138.45,135.6,136.9,796,482
AHLUCONT,20201127,244,248,243.35,246.15,16846,11556
AHLWEST,20201127,243.5,249.45,241,243.8,1065,743
AIAENG,20201127,1900,1945.75,1828.5,1856.35,56834,36256
AIRAN,20201127,16.8,16.8,15.7,16.35,89263,65687
AJANTPHARM,20201127,1530,1543,1516.05,1536.1,207754,112082
AJMERA,20201127,99.25,102.35,98.35,100.65,198286,98386
