<ticker>,<date>,<open>,<high>,<low>,<close>,<volume>,<o/i>
ALPA,20210121,37.6,38.25,36.1,36.1,22424,0
ALPHAGEO,20210121,198.7,198.75,193.3,194.2,4603,0
ALPSINDUS,20210121,2.5,2.5,2.5,2.5,12385,0
AMARAJABAT,20210121,988,992.6,966.3,973.2,476476,126404
AMBER,20210121,2549.95,2638.95,2491.4,2505.7,219929,109999
AMBIKCO,20210121,1031,1052.3,1006.6,1019.15,16649,9899
AMBUJACEM,20210121,263.5,265.35,249.1,252.55,8233030,3357973
AMDIND,20210121,20.95,20.95,19.5,19.7,12655,6635
AMJLAND,20210121,27.05,28.05,26.3,27.3,39998,22437
AMRUTANJAN,20210121,531,533.95,513.35,519.1,39303,20923
ANANTRAJ,20210121,38.15,38.15,35.4,37.15,4897869,3019043
ANDHRACEMT,20210121,6.15,6.15,5.9,5.95,165059,146442
ANDHRAPAP,20210121,215.05,216.95,206.7,209.1,30970,18641
ANDHRSUGAR,20210121,328.45,331,322.1,323.1,29594,17044
ANGELBRKG,20210121,359,370,356.6,359.65,241273,112139
ANIKINDS,20210121,15.7,16.25,15.5,15.7,3994,0
ANKITMETAL,20210121,1.45,1.45,1.45,1.45,1300,0
ANSALAPI,20210121,9.6,9.6,8.95,8.95,126399,0
ANSALHSG,20210121,6.95,6.95,6.45,6.45,40102,29392
ANUP,20210121,723.2,753,723.2,740.7,23894,14222
APARINDS,20210121,386.95,392.75,371.25,377.6,53668,23219
APCL,20210121,216.5,219.5,205.3,207.85,64107,42715
APCOTEXIND,20210121,195.75,196.7,187,189.2,355861,182794
APEX,20210121,297.7,297.95,285,289.05,77351,38336
APLAPOLLO,20210121,940,968.5,928.1,963.55,188465,90305
APLLTD,20210121,985,989,933.7,949.25,2040256,1256139
APOLLO,20210121,138,139.9,134.9,135.45,86935,44871
APOLLOHOSP,20210121,2675,2685,2574.4,2585.05,994932,462495
APOLLOPIPE,20210121,725,725,695,699.7,59526,39662
APOLLOTYRE,20210121,208,222,205.7,217.3,51269488,3317371
APOLSINHOT,20210121,572.95,572.95,557,559.6,1394,1181
APTECHT,20210121,175.35,179.8,169.25,172.65,497813,153908
ARCHIDPLY,20210121,37.7,37.7,36.15,36.45,25559,0
ARCHIES,20210121,13.6,13.6,13,13.05,77978,67699
ARENTERP,20210121,12.6,12.6,11.7,12.25,6550,3753
ARIES,20210121,102.3,102.8,99.2,100.05,54539,27725
ARIHANT,20210121,28.4,29.7,27,27.3,20397,15303
ARIHANTSUP,20210121,41.45,41.45,39.5,39.8,10827,9389
ARMANFIN,20210121,706.1,719,698.1,698.85,3496,2516
AROGRANITE,20210121,52.6,53.25,50.3,50.55,98552,42587
ARROWGREEN,20210121,61.55,62,58,58.8,7648,5587
ARSHIYA,20210121,27.35,27.4,26.65,27.4,14164,13508
ARSSINFRA,20210121,26.65,26.75,26,26.75,51414,35711
ARTEMISMED,20210121,227.95,227.95,217,220.95,862,0
ARVIND,20210121,55.1,55.45,53.25,53.6,1363912,536766
ARVINDFASN,20210121,157.95,159.1,152.95,154.1,316695,124960
ARVSMART,20210121,107.5,109.95,105.75,106.3,115215,51382
ASAHIINDIA,20210121,271.05,277,265.25,266.15,79621,28449
ASAHISONG,20210121,241.7,244.45,235.5,236.5,19336,13488
ASAL,20210121,38.05,40.05,36.7,38.05,23337,15178
ASALCBR,20210121,316.6,324.2,315.4,318.55,43758,26462
ASHAPURMIN,20210121,118.9,118.9,112.25,113.85,151521,96612
ASHIANA,20210121,105.4,105.45,100.1,100.5,69756,45948
ASHIMASYN,20210121,14,14.2,13.5,13.7,50198,0
ASHOKA,20210121,94,96.5,92.6,93.55,1768411,364190
ASHOKLEY,20210121,122.5,123.75,118,119.5,33676922,7004086
ASIANHOTNR,20210121,70.85,73.45,69.6,70.95,16470,6247
ASIANPAINT,20210121,2726.95,2816.95,2695,2716.35,5015712,918006
ASIANTILES,20210121,287.5,292.6,284,286.2,146168,41136
ASPINWALL,20210121,174.45,184.9,174.4,176,9064,6190
ASTEC,20210121,1256,1272,1234,1256.1,37202,22532
ASTERDM,20210121,162.75,164,161.4,161.85,178093,111792
ASTRAL,20210121,1700.5,1718.35,1662,1697.85,111895,66749
ASTRAMICRO,20210121,124.2,125.2,122.2,122.6,157799,98006
ASTRAZEN,20210121,3966,3966,3773.15,3810.2,134519,45514
ASTRON,20210121,45.5,46.6,44.1,44.75,76308,46301
ATFL,20210121,830,860,816.9,825.4,42481,20881
ATGL,20210121,365,365.6,354,356.75,1014163,801006
ATLANTA,20210121,9.25,9.25,8.6,8.6,45715,30486
ATUL,20210121,6580,6580,6430,6449.85,31613,18375
ATULAUTO,20210121,188.5,189.1,182.25,183.05,112419,46203
AUBANK,20210121,921.8,924.8,905,913.3,977221,753753
AURIONPRO,20210121,80.25,83.95,75.5,77.95,36822,20165
AUROPHARMA,20210121,935,938,897.5,902.25,2019465,707845
AUSOMENT,20210121,49.55,51.8,49.55,50.2,3599,2400
AUTOAXLES,20210121,1039.7,1041.55,1010,1013.45,5977,3066
AUTOIND,20210121,33.65,34.3,32.2,33,23846,14893
AUTOLITIND,20210121,36.25,37.05,34.25,34.85,32628,23187
AVADHSUGAR,20210121,212.95,217,210.3,211.75,71689,24688
AVANTIFEED,20210121,513.45,517.4,507.05,508.6,115857,63920
AVTNPL,20210121,47.25,47.5,46.15,46.25,100557,68849
AWHCL,20210121,330,332.15,312,313.6,395378,170351
AXISBANK,20210121,680.75,695,669.75,675.85,15849438,5214484
AXISBNKETF,20210121,325.18,326.89,318.55,321,416,369
AXISCADES,20210121,54.8,56.45,52.15,52.7,113837,41619
AXISGOLD,20210121,43.2,43.2,42.96,43.05,75640,57395
AXISNIFTY,20210121,152.21,152.73,149.77,150.59,1888,1232
AYMSYNTEX,20210121,43.9,44,42.4,43.7,9229,0
BAFNAPH,20210121,140,146.9,133.2,136.25,3010,0
BAGFILMS,20210121,3,3.05,2.85,2.9,118019,0
BAJAJ-AUTO,20210121,3672,3807,3655.2,3703.3,1533886,264300
BAJAJCON,20210121,223,225.2,220,221,293672,175586
BAJAJELEC,20210121,742.7,797,742.7,765.65,499920,133518
BAJAJFINSV,20210121,8995,9388.85,8950.5,9052.8,1645377,216816
BAJAJHIND,20210121,6.7,6.7,6.3,6.4,6019970,3447595
BAJAJHLDNG,20210121,3262.95,3280,3200,3246.2,182612,104237
BAJFINANCE,20210121,4993,5225,4990,5118.3,7061809,1509917
BALAJITELE,20210121,64.95,65.65,63.55,63.95,126522,68624
BALAMINES,20210121,1161.9,1177.95,1105.5,1119.55,115664,42875
BALAXI,20210121,657,657,620.3,623.9,2074,1152
BALKRISHNA,20210121,24.4,24.4,23.2,23.35,12947,0
BALKRISIND,20210121,1709,1767.7,1677.45,1688.75,1447062,190731
BALMLAWRIE,20210121,123.4,123.4,120.15,120.35,237658,85147
BALPHARMA,20210121,54,55.7,53.95,54.95,9592,0
BALRAMCHIN,20210121,182,184.75,181.55,182.2,899664,541091
BANARBEADS,20210121,60.55,61,57.65,58.35,19144,7027
BANARISUG,20210121,1494.95,1511.5,1481.4,1489.7,367,238
BANCOINDIA,20210121,140,153.95,140,145,1737662,426832
BANDHANBNK,20210121,364.95,372.55,335,340.7,34448498,7713806
BANG,20210121,29.85,29.9,28.5,29.25,15628,9187
BANKA,20210121,61.95,65.6,61.8,65.6,56288,55241
BANKBARODA,20210121,80.15,80.8,75.15,76.3,53482170,8191357
BANKBEES,20210121,329,329.71,321.32,323.21,595444,207377
BANKINDIA,20210121,54.6,54.65,52.45,52.85,5208979,1121619
BANSWRAS,20210121,120.15,120.15,113.35,115.05,6171,3970
BASF,20210121,1690.25,1690.25,1623,1669.7,49394,28065
BASML,20210121,149.2,151,142.2,144.35,5348,0
BATAINDIA,20210121,1639.5,1650,1586,1601.3,580189,93990
BAYERCROP,20210121,5724.2,5785.6,5633.9,5675.45,18442,10348
BBL,20210121,900,909.9,881,886.25,7729,4049
BBTC,20210121,1277.8,1280.5,1252,1254.35,47553,24826
BCG,20210121,7.75,7.75,7.4,7.4,3816396,2233344
BCP,20210121,6.6,6.7,6.2,6.35,472057,0
BDL,20210121,340.6,341.95,336.55,338.05,271883,171816
BEARDSELL,20210121,9.45,10,9.15,9.5,9739,7901
BECTORFOOD,20210121,430,432,407.1,409.85,2927474,1641505
BEDMUTHA,20210121,26.55,27,26.05,26.65,4956,3372
BEL,20210121,136.5,137.8,132.3,133.9,10360818,2729750
BEML,20210121,933.05,972,932.4,956.2,941334,164486
BEPL,20210121,155.4,156.55,151.25,152.7,673467,252774
BERGEPAINT,20210121,795.1,822.95,792.5,805.25,3004198,518949
BFINVEST,20210121,296.15,297.05,282.1,286.1,24216,11330
BFUTILITIE,20210121,297.3,299,286.5,288.25,213421,74573
BGRENERGY,20210121,44,45,43.45,43.65,38339,0
BHAGERIA,20210121,158.95,160.15,157,157.75,22435,13579
BHAGYANGR,20210121,33.1,33.1,31.8,32.25,18100,0
BHAGYAPROP,20210121,24.05,26.5,24.05,24.5,135965,62616
BHANDARI,20210121,4.05,4.05,4.05,4.05,174331,174316
BHARATFORG,20210121,627,637.35,612.8,618.85,2847910,824193
BHARATGEAR,20210121,72.2,73.35,71.5,72,11357,0
BHARATRAS,20210121,10220,10250,10113.6,10128.5,2365,1233
BHARATWIRE,20210121,32.65,34.5,32.65,33.1,17349,11387
BHARTIARTL,20210121,600.25,604.05,574.4,581.35,17060331,5513829
BHEL,20210121,41,41.25,38.5,38.75,56574146,17736838
BIGBLOC,20210121,104,105,101,102,10605,0
BIL,20210121,141.6,149.9,141.55,145.7,17068,5153
BINDALAGRO,20210121,19.1,19.8,17.55,17.8,202746,130218
BIOCON,20210121,455,455,440.15,441.95,3617650,1503913
BIOFILCHEM,20210121,120.65,133.35,120.65,132.8,446414,0
BIRLACABLE,20210121,64.5,69.3,64.2,64.7,296020,102049
BIRLACORPN,20210121,725.75,733,718,721.85,174388,99072
BIRLAMONEY,20210121,47.5,47.5,40.65,44.25,303047,162656
BIRLATYRE,20210121,30.5,30.5,30.5,30.5,429089,398671
BKMINDST,20210121,1.15,1.15,1.15,1.15,82043,0
BLBLIMITED,20210121,5.4,5.55,5.1,5.1,22547,15876
BLISSGVS,20210121,200.45,203.95,197,198.5,1055342,470497
BLKASHYAP,20210121,11.1,11.3,10.7,10.85,75367,0
BLS,20210121,106,107,104.5,105,82216,50464
BLUEDART,20210121,4000,4337.95,3975,4193.75,214412,97154
BLUESTARCO,20210121,775.9,777.4,761,771.65,101492,56666
BODALCHEM,20210121,73.6,76.85,73.1,74.25,689066,276008
BOMDYEING,20210121,81,81.75,77.5,78.5,2909796,888110
BOROLTD,20210121,211,214.35,200.05,201.55,205301,88286
BORORENEW,20210121,265,273,256,259.3,972146,427151
BOSCHLTD,20210121,15910,16200,15665.85,15806.2,103614,24540
BPCL,20210121,415,423,405.1,408.3,8768238,1738785
BPL,20210121,22.4,22.7,22.05,22.35,61370,44842
BRFL,20210121,11.1,11.25,10.55,11,121596,82054
BRIGADE,20210121,253.65,265,246.4,251.95,244722,111107
BRITANNIA,20210121,3604.7,3666.55,3602.6,3630.8,834432,430471
BRNL,20210121,34.4,36.9,34.05,34.2,260727,87513
BROOKS,20210121,65,66.5,62.45,62.65,53022,40607
BSE,20210121,621,626,604.55,609.35,363608,144431
BSELINFRA,20210121,1.3,1.3,1.25,1.25,15270,15270
BSHSL,20210121,147,147,135,136.75,14327,7416
BSL,20210121,35.7,35.7,34.2,34.25,6243,0
BSLGOLDETF,20210121,4560,4560,4520,4529.55,126,65
BSLNIFTY,20210121,164.5,164.5,159.62,160.21,328,275
BSOFT,20210121,261.1,261.55,252,253.65,616153,351930
BURGERKING,20210121,145.7,145.9,140.65,141.7,2005259,1149448
BURNPUR,20210121,2.45,2.55,2.35,2.55,67293,0
BUTTERFLY,20210121,521,529,512,514.5,30313,21044
BVCL,20210121,17.95,17.95,16.35,16.8,2659,0
BYKE,20210121,21.3,21.3,20.1,20.25,14321,0
CADILAHC,20210121,487.4,489.8,466.5,469.5,2522121,868439
CALSOFT,20210121,9.05,9.5,8.65,9.1,133938,98771
CAMLINFINE,20210121,116.2,117.7,110,112.25,373904,187728
CAMS,20210121,1809.75,1837.9,1779.15,1790.9,80497,51545
CANBK,20210121,143,145,134,136.1,29672599,5062065
CANFINHOME,20210121,516,519.8,506.1,508.55,366230,178029
CANTABIL,20210121,375,378.35,370,373.25,146953,19752
CAPACITE,20210121,172.95,174.75,170,170.6,106153,35536
CAPLIPOINT,20210121,496,498.25,485,486.65,95448,52963
CAPTRUST,20210121,95.45,97.95,90.3,92.9,36202,4780
CARBORUNIV,20210121,413.9,417.55,406.55,410.5,179070,114958
CAREERP,20210121,172.8,172.8,162.5,163.05,51797,34975
CARERATING,20210121,509.5,513.9,495,498.7,170109,123462
CASTROLIND,20210121,128.6,129.4,125,125.55,2739880,1867180
CCHHL,20210121,5.3,5.3,4.85,4.9,40824,0
CCL,20210121,249.9,251.8,247.25,248.55,263338,192090
CDSL,20210121,522.5,526.6,511.3,515.85,603669,293888
CEATLTD,20210121,1321,1477.7,1320.15,1427.8,3383755,485703
CEBBCO,20210121,24.8,25.5,23.6,24.35,60655,0
CELEBRITY,20210121,6.25,6.6,6.2,6.35,14877,0
CENTENKA,20210121,236,242,230.05,232.05,247864,117245
CENTEXT,20210121,5.1,5.15,4.8,5,119085,0
CENTRALBK,20210121,14.5,14.65,14,14.05,4937692,1838622
CENTRUM,20210121,24.1,25.2,23.8,24.35,1986038,1051129
CENTUM,20210121,462.8,465.3,435,447.2,31579,15057
CENTURYPLY,20210121,253.95,255,240.05,243.25,189369,84428
CENTURYTEX,20210121,416.8,420,401.5,409.85,619105,241890
CERA,20210121,3349.25,3489.95,3339,3378.55,23732,11780
CEREBRAINT,20210121,49.45,49.7,43.25,44.3,438774,291804
CESC,20210121,725,731,704,708.7,1009370,445560
CESCVENT,20210121,317.9,325,308,310.7,47518,24421
CGCL,20210121,358.1,361,351.1,357.35,65831,12610
CGPOWER,20210121,43.5,44.25,41.45,41.75,2184169,1229060
CHALET,20210121,176,176.35,172.05,172.95,199930,121763
CHAMBLFERT,20210121,228.4,244,226.05,239.95,1935714,676197
CHEMBOND,20210121,204.45,206.05,188.8,191.25,109365,63325
CHEMCON,20210121,457.8,458.8,441.35,443.2,214629,80130
CHEMFAB,20210121,143.05,143.55,136,137.95,7963,6181
CHENNPETRO,20210121,126.05,127.6,122.85,123.95,688360,279585
CHOLAFIN,20210121,459,464.85,427.8,431.7,9421726,1793405
CHOLAHLDNG,20210121,555,564.5,549.05,555,504162,464572
CIGNITITEC,20210121,435,444.8,416.05,423.95,127638,76122
CINELINE,20210121,45.3,46.95,43.2,44.05,288523,98847
CINEVISTA,20210121,6.9,6.9,6.4,6.4,22769,14982
CIPLA,20210121,835,839.3,809,812.75,3326213,870696
CLEDUCATE,20210121,72.45,72.45,67.15,68.25,18063,11993
CLNINDIA,20210121,362,368.15,355.35,358.8,69609,19475
CMICABLES,20210121,38.8,38.95,37.6,38.2,15716,0
CNOVAPETRO,20210121,7.4,7.75,7.4,7.55,3381,0
COALINDIA,20210121,142,142.15,136.55,137.35,10828875,3271597
COCHINSHIP,20210121,365.95,372,361,362.65,169695,67652
COFORGE,20210121,2638,2759.2,2535.2,2554.65,379262,110622
COLPAL,20210121,1550,1565,1533.15,1538.2,902107,477540
COMPINFO,20210121,16.35,16.8,15.8,16,219753,100334
COMPUSOFT,20210121,9.75,9.85,9.1,9.5,82769,0
CONCOR,20210121,437,443.7,424.2,428.25,1176261,380952
CONFIPET,20210121,38.8,40.9,37.65,38.4,5733886,3016151
CONSOFINVT,20210121,40,41,39.9,40,5510,4586
CONTROLPR,20210121,240.15,247,240,240.7,8341,5753
CORALFINAC,20210121,22.2,22.5,21.65,21.85,11296,8497
CORDSCABLE,20210121,45.5,45.95,44,44.2,45781,28193
COROMANDEL,20210121,849,854.75,842,852.35,335247,183783
COSMOFILMS,20210121,442.85,449.7,440,444.6,59538,36066
COUNCODOS,20210121,3.8,3.9,3.65,3.75,69979,0
CPSEETF,20210121,21.3,21.37,20.76,20.87,2578271,1520672
CREATIVE,20210121,111.95,113.4,106,106.95,152946,89112
CREATIVEYE,20210121,3.35,3.35,3.35,3.35,850,850
CREDITACC,20210121,747,761,742.55,745.85,224400,178542
CREST,20210121,98.15,100.4,96.55,96.95,10685,6121
CRISIL,20210121,1935,1970,1910,1916.2,16212,9349
CROMPTON,20210121,412,451.4,409.1,435.25,5308060,2929304
CSBBANK,20210121,227.8,232,223.1,226.3,447299,166019
CTE,20210121,46,46,42.2,42.2,26543,16946
CUB,20210121,176,177.45,174,174.6,646621,287377
CUBEXTUB,20210121,17.6,17.6,17,17.1,4395,0
CUMMINSIND,20210121,622,627.6,593.25,601.2,1389016,437925
CUPID,20210121,229.7,231.65,224.05,225.5,52495,30237
CYBERMEDIA,20210121,4.65,4.65,4.65,4.65,50,0
CYBERTECH,20210121,139.7,140.75,133.15,134.2,110143,69044
CYIENT,20210121,505.45,527,501,507.8,850068,339089
DAAWAT,20210121,56.3,57.5,56.25,56.55,1717084,909273
DABUR,20210121,540,546,535.4,537.05,2903743,1076992
DALBHARAT,20210121,1180,1185,1144,1149.65,211966,100511
DALMIASUG,20210121,139.8,141.6,137.55,138.65,128622,63575
DAMODARIND,20210121,36.15,36.15,34,34.3,13711,7278
DANGEE,20210121,111.2,116.2,108.95,110.6,28507,26574
DATAMATICS,20210121,120,120.45,113.35,114.45,155936,94678
DBCORP,20210121,82.85,83.15,79.8,80.4,245216,188954
DBL,20210121,425.25,434.85,420,421.15,183820,78854
DBREALTY,20210121,19.8,19.8,18.5,19.45,658332,0
DBSTOCKBRO,20210121,10,10.4,10,10.25,3625,1921
DCAL,20210121,142.85,142.85,134.55,136.75,754527,514239
DCBBANK,20210121,121.5,121.65,117.5,117.75,1545022,1136536
DCM,20210121,26.75,27.45,26.3,26.75,27278,0
DCMFINSERV,20210121,2.1,2.1,2,2,41,41
DCMNVL,20210121,66,68.9,64.5,65.25,28970,0
DCMSHRIRAM,20210121,427.5,444.5,422.45,431.6,386610,170690
DCW,20210121,21.35,22.2,20.95,21.15,2448248,1621731
DECCANCE,20210121,376.5,379.95,370,371.35,69049,37827
DEEPAKFERT,20210121,161.45,163.8,159,159.7,460612,161239
DEEPAKNTR,20210121,1013.8,1018.8,1007,1013.15,420354,223474
DEEPENR,20210121,42.2,43.5,42,42.05,12110,8747
DELTACORP,20210121,153,153.65,148.1,148.8,934317,398799
DELTAMAGNT,20210121,25.15,26.95,25.15,25.35,4384,0
DEN,20210121,66.35,66.8,64,64.15,492981,283409
DENORA,20210121,269.9,269.9,257.3,258.7,20828,7342
DFMFOODS,20210121,395,399.95,388,392.35,20980,13234
DGCONTENT,20210121,15.2,15.75,14.7,15,21928,16389
DHAMPURSUG,20210121,168.4,173.9,167.85,169.7,342577,115428
DHANBANK,20210121,14.3,14.45,13.85,13.95,769674,439994
DHANI,20210121,350,353.35,333.1,335.75,398725,143017
DHANUKA,20210121,777.05,790.25,755.05,760.2,50022,26143
DHARSUGAR,20210121,5.55,5.8,5.55,5.7,14469,0
DHFL,20210121,29.25,29.5,28.8,28.8,1697894,1555003
DHUNINV,20210121,248.05,259.15,248,251.4,5595,1642
DIAMONDYD,20210121,692.5,694.65,675.75,677.25,9194,4277
DICIND,20210121,404.6,415,399,400.55,17267,4008
DIGISPICE,20210121,28.8,31.8,28.8,31.75,265959,0
DISHTV,20210121,12.8,12.8,12.4,12.45,5078413,3183736
DIVISLAB,20210121,3650,3650,3590,3604.6,706058,374485
DIXON,20210121,15170,15290,14639.1,14679.3,54760,31683
DLF,20210121,293.7,298,279.25,282.7,16708249,2124952
DLINKINDIA,20210121,111.05,111.75,108,108.5,190589,132859
DMART,20210121,2775,2802.95,2701,2719.15,342825,150960
DNAMEDIA,20210121,0.75,0.75,0.7,0.7,49173,0
DOLAT,20210121,61.25,61.25,57.55,58,189665,133576
DOLLAR,20210121,232,232,223,223.85,119887,71462
DONEAR,20210121,36.95,37.05,33,34.65,60847,41817
DPABHUSHAN,20210121,99.85,101.95,97.1,97.9,13598,6616
DPSCLTD,20210121,14,14.3,13.6,13.8,37080,33768
DPWIRES,20210121,124,126,117.9,118.55,27161,14789
DREDGECORP,20210121,306.45,311.5,295.35,299.2,85435,27018
DRREDDY,20210121,5110,5138,5033.9,5052.2,581324,204828
DSSL,20210121,61.65,63.95,60.05,60.15,28034,15753
DTIL,20210121,261,262,251.3,256.75,9459,4071
DUCON,20210121,7,7,7,7,56674,0
DVL,20210121,70.15,71.15,68.45,69.7,9032,6119
DWARKESH,20210121,31.1,31.85,31.05,31.2,1208744,483559
DYNAMATECH,20210121,820,840.55,800.1,806.15,6284,3248
DYNPRO,20210121,264.5,269.95,251.35,256.55,61688,33484
EASTSILK,20210121,1.95,1.95,1.95,1.95,8136,0
EBANK,20210121,3595.66,3595.66,3440.01,3517.5,19,4
EBBETF0423,20210121,1109.11,1110.46,1109.1,1109.96,7577,6431
EBBETF0425,20210121,1027.49,1027.49,1025.12,1025.2,1785,1614
EBBETF0430,20210121,1137.98,1137.98,1134.1,1135.94,15468,15157
EBBETF0431,20210121,1023.94,1023.97,1020.26,1023.8,4790,4349
EBIXFOREX,20210121,490,490,476.5,477.1,1914,1304
ECLERX,20210121,988.85,1029,977.9,1003,96463,48930
EDELWEISS,20210121,68.1,69,65.8,66.15,697462,413255
EICHERMOT,20210121,2896,2955,2895.05,2926.6,1451173,354181
EIDPARRY,20210121,346,369,346,365.7,1185337,522700
EIHAHOTELS,20210121,283.05,284.6,278,279.1,3733,2245
EIHOTEL,20210121,96.4,96.4,94.9,95.35,439687,227495
EIMCOELECO,20210121,354.95,361.4,336,349.3,1345,827
EKC,20210121,54.3,55.5,52.35,53.65,154786,93527
ELECON,20210121,48.25,51.4,47.95,48.5,413316,212050
ELECTCAST,20210121,22.25,22.8,21.2,21.8,643456,313947
ELECTHERM,20210121,116.7,117.8,114.05,115.85,18715,12604
ELGIEQUIP,20210121,163.9,164.95,162,162.3,109310,58991
ELGIRUBCO,20210121,24.95,25.75,23.85,24.1,70900,38756
EMAMILTD,20210121,476.5,498.2,449.35,477.2,728559,393050
EMAMIPAP,20210121,107.95,109.75,102,102.6,25304,13431
EMAMIREAL,20210121,65.95,67.7,64.1,64.3,29358,20270
EMKAY,20210121,73.3,75,71,71.75,37062,23805
EMMBI,20210121,82.2,83.7,79.8,80.4,20058,10784
ENDURANCE,20210121,1364.05,1375,1340,1362.2,139158,90800
ENERGYDEV,20210121,13.95,13.95,13.95,13.95,37461,37461
ENGINERSIN,20210121,78,78.25,75.6,75.85,1176309,719293
ENIL,20210121,160.2,164.55,158.55,159.65,139225,82189
EPL,20210121,258.75,261.8,254.8,255.6,405491,297190
EQ30,20210121,434.14,434.14,434.14,434.14,140,140
EQUITAS,20210121,75.8,77,73.2,74.35,1406359,770231
EQUITASBNK,20210121,42.3,42.5,40.5,40.95,2177357,1217139
ERIS,20210121,634.1,639.3,607.8,615.8,90706,45549
EROSMEDIA,20210121,23.1,23.5,22.5,22.9,142105,100588
