<ticker>,<date>,<open>,<high>,<low>,<close>,<volume>,<o/i>
20MICRONS,20201125,32.4,33,31.2,32.15,73767,46184
21STCENMGM,20201125,9.95,9.95,9.65,9.85,2731,2412
3IINFOTECH,20201125,3.35,3.4,3.25,3.25,5905675,3566883
3MINDIA,20201125,22799.95,22800,21655,21720.75,8807,4987
3PLAND,20201125,7.8,7.8,7.45,7.45,1726,1726
5PAISA,20201125,358.8,358.8,329.85,330.7,16198,12285
63MOONS,20201125,93,93.3,81.1,83.55,648988,289446
8KMILES,20201125,85.05,87.8,83,83.75,25906,0
A2ZINFRA,20201125,4.05,4.05,3.95,4.05,392538,264804
AAKASH,20201125,53,54,52.6,53.7,55558,20042
AARON,20201125,61.45,61.7,61.4,61.7,38559,32959
AARTIDRUGS,20201125,713.4,714.7,675.75,681.35,452282,180835
AARTIIND,20201125,1149.65,1158,1115.6,1119.35,204057,132281
AARTISURF,20201125,950.8,950.8,861.05,950.2,103729,45907
AARVEEDEN,20201125,11.6,12.1,10.95,12,47234,22418
AARVI,20201125,38.95,38.95,37.1,37.4,26,16
AAVAS,20201125,1594,1594,1523,1554.1,231997,187442
ABAN,20201125,26.8,27.6,26.5,27.6,288397,185558
ABB,20201125,1077.7,1085,1011.5,1025.5,141568,79342
ABBOTINDIA,20201125,15386.25,15424,15300,15395,6300,3473
ABCAPITAL,20201125,83.3,84.2,80.8,81.05,2312182,753576
ABFRL,20201125,157,158.9,154.5,155.75,1842378,1029121
ABMINTLTD,20201125,26.15,26.15,24,25.95,574,0
ABSLBANETF,20201125,297.15,300.74,288,290.97,477,359
ABSLNN50ET,20201125,288,288.01,288,288.01,169,139
ACC,20201125,1710,1716,1660,1664.75,1045474,218199
ACCELYA,20201125,876.25,877.4,863,871.35,2517,1757
ACE,20201125,93.95,96.05,91.8,92.4,562797,290519
ADANIENT,20201125,408.95,411.5,393,399.25,3448648,590735
ADANIGAS,20201125,341.6,341.6,320,324.9,3548873,1027091
ADANIGREEN,20201125,1205.15,1205.15,1144.9,1144.9,301443,285077
ADANIPORTS,20201125,396.3,404.7,384.4,398.95,18238080,3695655
ADANIPOWER,20201125,39.05,39.25,38.05,38.25,5863289,2051096
ADANITRANS,20201125,382.75,383.5,344.55,367.15,899730,325678
ADFFOODS,20201125,442.35,450.25,434,436.05,33956,17052
ADHUNIKIND,20201125,17.7,17.85,16.25,16.9,225154,127214
ADL,20201125,20.1,20.1,18.9,19.8,461,0
ADORWELD,20201125,261,264.5,251.1,252.8,32649,22288
ADROITINFO,20201125,6.45,6.45,6.1,6.4,1717,0
ADSL,20201125,22.75,23.65,22.55,22.7,54106,28117
ADVANIHOTR,20201125,47.2,49.7,46.85,47.6,8612,3522
ADVENZYMES,20201125,342.5,345,328,330.6,196621,96962
AEGISCHEM,20201125,229.15,242,228,237.7,990871,484566
AFFLE,20201125,3350,3374.7,3142.6,3157.75,96055,44254
AGARIND,20201125,82.35,82.5,80.4,82.1,10842,6463
AGCNET,20201125,605,615,600,609,9929,0
AGRITECH,20201125,30.5,31.5,30,30.75,9732,6717
AGROPHOS,20201125,9.4,9.9,8.65,9.9,54516,51159
AHLEAST,20201125,137.95,137.95,133.05,134.45,1918,1171
AHLUCONT,20201125,245.4,248,241.45,245.35,23929,19337
AHLWEST,20201125,252.05,252.05,241.95,242.05,1635,926
AIAENG,20201125,1858,1951,1858,1926.1,52100,39583
AIRAN,20201125,15.5,16.2,15.05,15.7,312465,211268
AJANTPHARM,20201125,1530,1535.95,1515,1523.6,63835,27751
AJMERA,20201125,99.4,103,97.2,98.25,270979,98157
AKASH,20201125,206.7,206.7,191.75,196.85,33383,29969
AKSHARCHEM,20201125,208.05,208.8,204.2,205.65,11354,6538
AKSHOPTFBR,20201125,7,7.1,6.65,6.75,291830,180706
AKZOINDIA,20201125,2125,2144,2103.3,2117.15,6746,4510
ALANKIT,20201125,15.5,15.65,15.35,15.4,140966,120410
ALBERTDAVD,20201125,458,463,439,442.75,35673,19789
ALCHEM,20201125,5.4,5.45,5.05,5.1,73700,47318
ALEMBICLTD,20201125,104.65,106.5,100,101.15,1083338,391550
ALICON,20201125,331.2,335,324,325.8,2512,1511
ALKALI,20201125,49,49,47.9,47.95,13727,9619
ALKEM,20201125,2800,2815,2781,2798.1,76330,39591
ALKYLAMINE,20201125,3760,3769,3655,3671.75,42054,22396
ALLCARGO,20201125,123.5,125.95,123.5,124.75,204718,149852
ALLSEC,20201125,247,255,245,247.9,22775,17822
ALMONDZ,20201125,16.05,16.5,15.9,16.15,12586,9281
ALOKINDS,20201125,22.1,22.2,21,21.35,11633281,6760559
ALPA,20201125,34.65,35.25,33.5,34.35,40141,0
ALPHAGEO,20201125,216.1,247.5,216.1,242,3440487,428098
ALPSINDUS,20201125,0.95,1,0.95,0.95,10817,10817
AMARAJABAT,20201125,891.25,899,868,874.2,910838,133363
