<ticker>,<date>,<open>,<high>,<low>,<close>,<volume>,<o/i>
20MICRONS,20201231,42,42,39.15,40.2,413736,231186
21STCENMGM,20201231,10.45,10.45,10.15,10.45,7355,7348
3IINFOTECH,20201231,6.45,6.45,6.45,6.45,2121071,2121071
3MINDIA,20201231,20895,21099,20800,20830.55,3242,2181
3PLAND,20201231,11.45,11.45,11.05,11.35,11086,9574
5PAISA,20201231,310.05,311.9,298.95,300.7,19309,14677
63MOONS,20201231,80.25,82.2,79,81.8,47921,0
8KMILES,20201231,79.7,79.7,77.3,78.75,25866,0
A2ZINFRA,20201231,4.65,4.9,4.5,4.85,592991,354961
AAKASH,20201231,72.45,73.9,72.45,72.85,34145,13994
AARON,20201231,52.75,52.75,50.05,50.6,7291,5028
AARTIDRUGS,20201231,704,712,703,705.15,224159,85075
AARTIIND,20201231,1213,1245.05,1207.9,1234.8,160259,96424
AARTISURF,20201231,1002.55,1052.65,1002.55,1029.65,44919,17309
AARVEEDEN,20201231,18.9,18.9,17.45,18.2,12702,0
AARVI,20201231,52.8,52.8,45.25,49.25,200989,94232
AAVAS,20201231,1696.55,1704.8,1670,1695.55,33649,19201
ABAN,20201231,28.75,29.5,28.2,28.6,35985,0
ABB,20201231,1214,1217.9,1202.2,1212.05,296434,243837
ABBOTINDIA,20201231,15650,15899,15635.05,15769.1,11865,5411
ABCAPITAL,20201231,85.9,86.55,84.5,85,1877598,762213
ABFRL,20201231,166.9,170.35,165,165.6,3680853,1095019
ABMINTLTD,20201231,25,25,23.75,23.75,2110,0
ABSLBANETF,20201231,310,311.29,308.87,308.97,404,344
ABSLNN50ET,20201231,305.1,311,301.69,309.33,320,190
ACC,20201231,1648,1648,1610.65,1617.65,1350169,284667
ACCELYA,20201231,954.75,959.45,941,945.75,3306,2157
ACCURACY,20201231,38,38,36,36.8,5512,2928
ACE,20201231,136.75,139.95,135.35,135.95,267176,110021
ADANIENT,20201231,481,484,435.75,479.55,7575962,1428157
ADANIGAS,20201231,380.1,384.4,373.55,375.6,1078667,482446
ADANIGREEN,20201231,1070,1090,1041,1052.6,980110,521472
ADANIPORTS,20201231,485.4,490.8,480.25,483.75,4386328,833821
ADANIPOWER,20201231,50.5,50.75,49.5,49.8,5143041,3116564
ADANITRANS,20201231,439.4,442.5,432.05,437.5,404280,143136
ADFFOODS,20201231,591.1,652,588.65,643.4,302270,116000
ADHUNIKIND,20201231,24.65,25.95,24,25.25,35171,0
ADL,20201231,33.75,33.95,32.5,33.45,15112,0
