<ticker>,<date>,<open>,<high>,<low>,<close>,<volume>,<o/i>
20MICRONS,20210201,37.6,37.95,36.5,37.55,63048,40324
21STCENMGM,20210201,11.35,11.35,11,11,363,357
3IINFOTECH,20210201,6.85,6.95,6.35,6.9,16695714,9167054
3MINDIA,20210201,19388,19388,18777,19074.55,17218,12381
3PLAND,20210201,9.5,9.9,9.15,9.55,3189,2358
5PAISA,20210201,265.05,275,254,268.9,20706,11591
63MOONS,20210201,78,79,73,76.3,26963,0
A2ZINFRA,20210201,4.6,4.75,4.45,4.65,331689,171776
AAKASH,20210201,90,94.5,89.55,93.95,43109,14637
AARON,20210201,50.1,50.55,46.85,47.45,10516,7374
AARTIDRUGS,20210201,674,684.3,668.2,677.85,243756,76467
AARTIIND,20210201,1159.25,1198.95,1143.3,1164.3,543192,356351
AARTISURF,20210201,919.95,919.95,874,874.05,36829,26265
AARVEEDEN,20210201,20.55,20.55,19.05,20,7148,0
AARVI,20210201,41.95,42.7,41,42.45,4545,3602
AAVAS,20210201,1810,1958,1780.15,1901.9,93431,40168
ABAN,20210201,26.9,27.9,26.75,27,35120,0
ABB,20210201,1388.3,1398.55,1357.15,1382.95,62919,25997
ABBOTINDIA,20210201,14358.85,14472.35,14215.05,14299.5,18605,9940
ABCAPITAL,20210201,81.2,86.5,79.7,85.9,2710730,1057531
ABFRL,20210201,152,154.25,148.5,152.05,1680804,683263
ABMINTLTD,20210201,28.2,28.2,28.2,28.2,801,0
ABSLBANETF,20210201,309.3,333.48,303,330.19,611,450
ABSLNN50ET,20210201,331.51,333.99,317,330.75,15,10
ACC,20210201,1625,1696.95,1584.2,1685.45,952374,176867
ACCELYA,20210201,935,962.5,930,952.5,6803,3549
ACCURACY,20210201,36.9,37.9,34.3,36.75,232188,226244
ACE,20210201,128.5,141.25,125.1,141.25,1530977,929255
ACRYSIL,20210201,190,190.65,184.25,187.4,43205,27960
ADANIENT,20210201,510.5,539.5,496.9,537.2,4004036,579223
ADANIGREEN,20210201,1018,1040.5,1005.65,1024.25,535861,266439
ADANIPORTS,20210201,514.3,545.45,500.1,542.75,10259084,2226831
ADANIPOWER,20210201,52,52.95,51,52.35,5059097,2204552
ADANITRANS,20210201,465.55,492,456.9,481.5,633491,276031
ADFFOODS,20210201,654,695,612.35,685,123527,65112
ADHUNIKIND,20210201,23.4,23.4,22.1,22.8,4631,0
ADL,20210201,28,28.2,27.05,28.2,2477,0
ADORWELD,20210201,270.7,280.9,266.5,278.95,12155,6935
ADROITINFO,20210201,9,9.7,8.85,9.3,15032,0
ADSL,20210201,40.7,41.7,38.55,41.4,218749,138533
ADVANIHOTR,20210201,47.8,47.8,45.1,46.7,2144,0
ADVENZYMES,20210201,317.55,318,310.65,315.6,69356,27953
AEGISCHEM,20210201,285.05,287.45,277.5,284,251599,129971
AFFLE,20210201,3665,3828.3,3627.85,3815.15,56036,22985
AGARIND,20210201,144.85,144.9,134.95,141.2,22318,10370
AGCNET,20210201,772,778,725,773.7,2410,0
AGRITECH,20210201,36.45,38.25,34.65,36.6,6118,0
AGROPHOS,20210201,13.4,13.45,13.05,13.45,21335,20367
AHLADA,20210201,72,72,67.45,67.7,1523,1114
AHLEAST,20210201,161.65,161.65,153.05,153.9,290,185
AHLUCONT,20210201,270.95,276.4,266.05,274.4,27905,10356
AHLWEST,20210201,250.65,254.15,237.2,244.75,1117,668
AIAENG,20210201,1955,1958.35,1920,1927.25,19485,10665
AIRAN,20210201,18.8,19.15,17.9,18.55,58619,36134
AJANTPHARM,20210201,1771.4,1787,1729.05,1754.05,70845,27125
AJMERA,20210201,127.25,132.7,127,130.45,100843,31938
AKASH,20210201,232,237.85,228,234.6,2974,2681
AKSHARCHEM,20210201,269.5,269.5,258,261.35,12887,7342
AKSHOPTFBR,20210201,7.25,7.45,6.9,7.15,238442,166587
AKZOINDIA,20210201,2220,2239.1,2173,2191.4,28182,15489
ALANKIT,20210201,17.4,17.4,16.75,16.95,60341,38847
ALBERTDAVD,20210201,426.05,431.1,421,429.6,4768,3349
ALEMBICLTD,20210201,93,97.5,93,95.75,410624,243604
ALICON,20210201,424.2,425,400,419.45,10179,4553
ALKALI,20210201,54.5,56.35,52.7,53.55,11136,8183
ALKEM,20210201,3015,3030,2905.15,2944,121811,70854
ALKYLAMINE,20210201,4849,4991,4810,4962.2,38674,17121
ALLCARGO,20210201,131.25,131.5,128.15,130.7,173952,71818
ALLSEC,20210201,291.85,297,272,292.6,25172,13942
ALMONDZ,20210201,20.8,20.8,19.4,19.9,4534,2402
ALOKINDS,20210201,21.7,21.75,21.15,21.3,8512116,3551240
ALPA,20210201,37,37.25,35.55,36.25,14124,0
ALPHAGEO,20210201,212.75,212.75,198,203.75,18171,0
ALPSINDUS,20210201,2.65,2.65,2.55,2.55,9490,0
AMARAJABAT,20210201,919,941.35,898.7,933.9,845579,221892
