<ticker>,<date>,<open>,<high>,<low>,<close>,<volume>,<o/i>
20MICRONS,20210309,37.5,38.05,36.5,37.1,82882,56001
21STCENMGM,20210309,12.5,12.5,12.5,12.5,87,87
3IINFOTECH,20210309,7.6,7.7,7.45,7.7,26601636,14014474
3MINDIA,20210309,26653.65,26972.95,26000,26325.6,4945,2603
3PLAND,20210309,9.8,9.8,9.3,9.35,6100,4795
5PAISA,20210309,282.4,284.6,275,279.9,22555,11436
63MOONS,20210309,80.7,81.3,79,79.25,42378,32926
A2ZINFRA,20210309,4.4,4.4,4.3,4.4,203769,153249
AAKASH,20210309,127.85,127.85,125.1,126.45,10424,0
AARON,20210309,58.9,64.75,58.3,63.3,7751,6255
AARTIDRUGS,20210309,699,702,673.1,681.45,363015,128763
AARTIIND,20210309,1261.15,1269.95,1239.7,1261.85,212885,122061
AARTISURF,20210309,1025,1057.35,1020,1035.6,26368,19586
AARVEEDEN,20210309,18.4,19.2,17.5,17.8,17577,15899
AARVI,20210309,60,60,56.3,57.4,4851,4138
AAVAS,20210309,2259.7,2275,2106.6,2190.5,109272,67606
ABAN,20210309,40,40,37.4,37.65,227793,159284
ABB,20210309,1508,1509.65,1464.5,1476.45,54450,15746
ABBOTINDIA,20210309,14760,14800,14644,14687.55,6839,4097
ABCAPITAL,20210309,134.9,139.7,131.65,134.3,9577378,3050322
ABFRL,20210309,223.1,223.7,214.55,217.45,3741197,1700158
ABMINTLTD,20210309,65.3,65.3,65.3,65.3,1690,1690
ABSLBANETF,20210309,354.3,357.34,354.3,355.12,58,32
ABSLNN50ET,20210309,356.55,375,356.1,360.99,649,128
ACC,20210309,1830,1856.6,1795.1,1827.85,825196,152080
ACCELYA,20210309,909.95,920,894.95,909.1,4309,3071
ACCURACY,20210309,54.25,56.4,52.5,54.7,2199,1395
ACE,20210309,172,175.9,163.3,164.75,564340,292226
ACRYSIL,20210309,374,376.7,355,364.35,180494,90248
ADANIENT,20210309,918,928.4,893.6,905.2,5561849,881620
ADANIGREEN,20210309,1179.95,1179.95,1135,1166.2,332177,184519
ADANIPORTS,20210309,755.55,759.4,738.65,750.75,8548163,1101595
ADANIPOWER,20210309,81.8,81.95,76.1,81.85,55769672,16982233
ADANITRANS,20210309,801.1,801.1,740.3,757.65,1296110,830838
ADFFOODS,20210309,933.6,942.2,926,934.55,26802,13763
ADHUNIKIND,20210309,21.7,21.8,21,21.3,17062,13067
ADL,20210309,31,31.05,29.7,31,1833,0
ADORWELD,20210309,307.75,308,304,304.8,10625,6066
ADROITINFO,20210309,11.55,11.55,11.55,11.55,3519,3519
ADSL,20210309,39.9,39.9,38.8,39.1,79749,60176
ADVANIHOTR,20210309,69.4,69.4,67.15,68.7,269748,141453
ADVENZYMES,20210309,352.7,362,348.35,350,410164,268695
AEGISCHEM,20210309,317.1,327.15,305.55,308,676026,330253
AFFLE,20210309,5900,5980.95,5626,5779.75,47294,26602
AFL-RE,20210309,32.2,42,32.2,35,118119,0
