<ticker>,<date>,<open>,<high>,<low>,<close>,<volume>,<o/i>
20MICRONS,20210120,37.8,38.65,37.8,38.4,143794,99337
21STCENMGM,20210120,11.05,11.25,10.95,11.15,4450,3872
3IINFOTECH,20210120,8.4,8.55,8,8,15211881,9482083
3MINDIA,20210120,21499,21546.4,21120.75,21259.65,4467,2688
3PLAND,20210120,9.5,10.5,9.5,10.2,4097,2160
5PAISA,20210120,313,313,300.55,303.4,27123,14983
63MOONS,20210120,80,80,78.3,79,14376,0
A2ZINFRA,20210120,5,5,4.85,4.95,407309,226888
AAKASH,20210120,92.75,92.75,92,92.45,38467,15938
AARON,20210120,49.05,53.45,49.05,51,564,306
AARTIDRUGS,20210120,707,708.9,696.85,699.15,197406,95443
AARTIIND,20210120,1237,1247.25,1207.25,1211.95,362529,260871
AARTISURF,20210120,966.9,975,950,960.75,12676,5946
AARVEEDEN,20210120,21,22.2,20.45,20.75,59605,0
AARVI,20210120,46.65,47.15,46.5,46.75,16706,15418
AAVAS,20210120,1915,1957.1,1910,1925.65,108077,61975
ABAN,20210120,29.2,29.8,28.8,28.9,33588,0
ABB,20210120,1392,1408.25,1373,1393.1,330542,185725
ABBOTINDIA,20210120,14645,14720,14325,14397.2,39316,25755
ABCAPITAL,20210120,91.5,91.95,90,90.75,1784888,646660
ABFRL,20210120,175,175.75,172.5,173.55,605340,241162
ABMINTLTD,20210120,24.5,25,24.5,24.5,121,0
ABSLBANETF,20210120,320.95,323.19,320.52,321.91,71,63
ABSLNN50ET,20210120,337.99,338,326.39,338,85,72
ACC,20210120,1714,1718.65,1688,1710.05,841615,166405
ACCELYA,20210120,938.55,948.55,935.05,943.55,2114,1128
ACCURACY,20210120,38.15,39.85,37.65,38.05,3072,2320
ACE,20210120,130.8,139.35,130.25,137.95,745388,310732
ACRYSIL,20210120,193.75,200.8,190.55,196,42669,28311
ADANIENT,20210120,532.15,552.15,531,546.75,6681731,858284
ADANIGREEN,20210120,994.65,1026.5,978.35,1020.15,1055316,514690
ADANIPORTS,20210120,529,562.5,529,558.6,14440729,3532669
ADANIPOWER,20210120,55.5,56.05,55.05,55.55,4572267,2749853
ADANITRANS,20210120,421.7,458,418.1,455.2,2495792,790647
ADFFOODS,20210120,592,603.45,586.3,590.05,18240,8380
ADHUNIKIND,20210120,24.95,24.95,24.15,24.3,8833,0
ADL,20210120,27.9,29.5,27.9,29.35,2160,0
ADORWELD,20210120,289.9,292.35,285.9,287.1,8329,5639
ADROITINFO,20210120,10.2,11,10,10.7,2437,0
ADSL,20210120,40,41.3,39.2,40,156875,120762
ADVANIHOTR,20210120,49.3,49.35,47.4,49.25,984,0
ADVENZYMES,20210120,322.95,328,321.5,324.3,127584,61440
AEGISCHEM,20210120,271.45,280.95,270.85,277.8,306736,133908
AFFLE,20210120,3608.8,3771.65,3600.3,3771.65,76536,39713
AGARIND,20210120,158,166.9,158,161,40770,25829
AGCNET,20210120,736.95,740,718.25,740,3328,0
AGRITECH,20210120,36.1,37.8,36.05,37.1,3925,0
AGROPHOS,20210120,14.2,14.35,13.8,14.1,42760,29972
AHLEAST,20210120,167.45,169.85,166.8,168.05,2998,2774
AHLUCONT,20210120,278.55,278.55,272.75,274.4,30160,16177
AHLWEST,20210120,253.95,257.45,252.05,252.45,824,525
AIAENG,20210120,2076.85,2224,2056.7,2182.65,206918,154018
AIRAN,20210120,19.35,19.8,18.8,19.15,52664,28535
AJANTPHARM,20210120,1790,1796.2,1765,1778.75,40981,13196
AJMERA,20210120,133.65,135.8,133.1,134.05,35010,19287
AKASH,20210120,240,240.55,234.3,236.4,873,517
AKSHARCHEM,20210120,266,281,264.95,276.6,34663,17910
AKSHOPTFBR,20210120,7.8,7.8,7.3,7.45,374094,269383
AKZOINDIA,20210120,2354.15,2464.3,2342.5,2450.05,60238,27549
ALANKIT,20210120,18.2,18.4,17.75,17.95,76677,47315
ALBERTDAVD,20210120,445.1,449.95,440.4,445.9,6005,4102
ALEMBICLTD,20210120,103.45,103.75,101.35,102.05,401779,87005
ALICON,20210120,447,447.5,430,433.2,16181,8943
ALKALI,20210120,62.45,62.9,59.25,60.15,77751,44240
ALKEM,20210120,3076.65,3103,3035.45,3083.25,59059,31425
ALKYLAMINE,20210120,4784.4,5179.45,4733.15,4903,172010,36762
ALLCARGO,20210120,135,135.1,133.6,134.05,193460,150317
ALLSEC,20210120,286.4,291,284.35,287.5,18377,12180
ALMONDZ,20210120,20,20,19.4,19.4,74173,66604
ALOKINDS,20210120,22.5,22.8,22,22.1,9969237,4303826
ALPA,20210120,37,37.65,36.5,36.55,22114,0
ALPHAGEO,20210120,196.95,198.5,190.05,196.4,8850,0
ALPSINDUS,20210120,2.4,2.4,2.4,2.4,17755,0
AMARAJABAT,20210120,992.1,997.15,974.5,978.6,606883,204438
AMBER,20210120,2577.25,2577.25,2500,2530.45,89444,42211
AMBIKCO,20210120,1053,1056,1025,1029.8,15472,10327
AMBUJACEM,20210120,261,263.85,257.65,262.1,4999049,2517258
AMDIND,20210120,20.35,20.95,19.8,20.5,37720,20366
AMJLAND,20210120,27.35,27.8,26.8,27.25,18430,11190
AMRUTANJAN,20210120,534,536,524.7,527.15,37170,17549
ANANTRAJ,20210120,35.25,36.35,35.15,36.35,1267730,1065473
ANDHRACEMT,20210120,6.1,6.15,5.9,6.1,253297,132900
ANDHRAPAP,20210120,216.8,218.5,213.1,214.3,24316,11871
ANDHRSUGAR,20210120,325.9,328.9,323.9,326.55,26986,14550
ANGELBRKG,20210120,351.5,358.75,351.5,356.85,83613,45963
ANIKINDS,20210120,15.8,16.25,15.65,16.15,7302,0
ANSALAPI,20210120,9.3,9.75,9.3,9.4,40955,0
ANSALHSG,20210120,6.8,7.05,6.65,6.75,26112,21623
ANUP,20210120,741.9,753,716,728.45,18544,10659
APARINDS,20210120,380.9,395.7,379.75,387.5,79023,42964
APCL,20210120,216.9,218,215,215.75,24088,18178
APCOTEXIND,20210120,185.7,196.25,180.45,194.35,841352,278470
APEX,20210120,298,300.05,295.5,296.2,78548,33614
APLAPOLLO,20210120,955,959.6,934.85,939.85,156739,37772
APLLTD,20210120,1029,1029,975.55,980.05,1153098,705908
APOLLO,20210120,137,141.75,136.1,137.45,114401,42600
APOLLOHOSP,20210120,2645.25,2682.85,2643.25,2675.8,1064146,459542
APOLLOPIPE,20210120,711,725.3,710.5,713.25,46771,31754
APOLLOTYRE,20210120,189.85,204,188.45,201.9,27835642,3379736
APOLSINHOT,20210120,577.2,577.25,562.3,565.85,529,289
APTECHT,20210120,174.5,180.65,173.15,175.35,1064620,178452
ARCHIDPLY,20210120,36.9,37.45,36.5,36.65,12567,0
ARCHIES,20210120,14,14,13.3,13.45,56977,51583
ARENTERP,20210120,11.9,12,11.9,12,4520,3617
ARIES,20210120,103,103,99.8,100.4,42112,22282
ARIHANT,20210120,29.5,30.4,27,28.4,43695,15350
ARIHANTSUP,20210120,41.25,41.25,39.3,39.5,9773,7390
ARMANFIN,20210120,716.85,717.05,701.4,705.2,2167,1193
AROGRANITE,20210120,52.45,54,51,51.9,43870,25683
ARROWGREEN,20210120,60.65,63,60.65,61.25,5948,4335
ARSHIYA,20210120,25.4,26.1,25,26.1,19469,16391
ARSSINFRA,20210120,24.45,25.5,24,25.5,38245,28130
ARTEMISMED,20210120,232,233,216.65,227.95,165,0
ARVIND,20210120,53.35,55.85,52.55,54.9,3217835,1133052
ARVINDFASN,20210120,160,160.4,154,155.7,349737,138195
ARVSMART,20210120,109.6,110,106.6,107.35,59668,32926
ASAHIINDIA,20210120,269.85,271.95,268,269.75,21136,10547
ASAHISONG,20210120,244.95,249.25,240.55,241.7,25662,13748
ASAL,20210120,41.95,41.95,38.05,38.15,34599,26131
ASALCBR,20210120,320.8,322.05,318,318.45,43729,27219
ASHAPURMIN,20210120,118.2,119.95,116.35,117.4,83146,52643
ASHIANA,20210120,97.9,105.2,97.9,104.1,151905,79678
ASHIMASYN,20210120,13.8,14.3,13.5,14.15,107915,0
ASHOKA,20210120,92.1,95,91.95,93.65,589386,221074
ASHOKLEY,20210120,119.95,122.25,118.65,121.7,24248785,4861466
ASIANHOTNR,20210120,72.55,72.55,68.1,70.95,4819,3338
ASIANPAINT,20210120,2654,2707.15,2645.05,2697.25,2065439,679756
ASIANTILES,20210120,289.65,289.65,284,286.7,135034,35982
ASPINWALL,20210120,173.35,179,172.4,176.25,16417,7970
ASTEC,20210120,1227,1296,1218.75,1249.1,44064,20943
ASTERDM,20210120,161.45,162.9,158,158.95,110725,57791
ASTRAL,20210120,1650,1727.05,1650,1696.05,107592,43026
ASTRAMICRO,20210120,125.5,126.85,124,124.25,212108,89471
ASTRAZEN,20210120,4046.5,4060,3911,3929.3,90507,37113
ASTRON,20210120,44.45,48.65,44.05,45,303828,118743
ATFL,20210120,839.9,860,820.65,843.8,17151,6650
