<ticker>,<date>,<open>,<high>,<low>,<close>,<volume>,<o/i>
APOLLOPIPE,20210302,723.1,730.95,711.9,726.8,37186,23080
APOLLOTYRE,20210302,247,247.85,242.05,246.35,7076813,1269171
APOLSINHOT,20210302,543,556.95,542,553.75,1273,839
APTECHT,20210302,231.25,233.95,224.15,225.25,365755,118060
ARCHIDPLY,20210302,36.65,36.7,35.05,36.5,10954,0
ARCHIES,20210302,11.8,12.2,11.5,12.1,66514,52838
ARENTERP,20210302,11.4,12.2,11.15,11.15,11741,9569
ARIES,20210302,98,100.1,94.85,96,84428,47139
ARIHANT,20210302,23.85,23.85,22.55,22.6,2437,2241
ARIHANTSUP,20210302,38.15,41.35,38.15,38.95,34385,20396
ARMANFIN,20210302,599.75,615.6,592.9,613.6,26675,19550
AROGRANITE,20210302,47.15,51.95,46.8,51.2,406674,163120
ARROWGREEN,20210302,78.95,82.45,76,76.2,12481,0
ARSHIYA,20210302,37.85,37.85,37.85,37.85,35100,0
ARSSINFRA,20210302,24.8,24.85,23.5,23.95,31177,10873
ARTEMISMED,20210302,232.9,233,226.3,231.15,1993,1733
ARVIND,20210302,79.5,79.95,76.85,77.55,955941,531196
ARVINDFASN,20210302,160.95,160.95,157.5,158.55,196291,106110
ARVSMART,20210302,100.1,102.15,99.8,100.3,154826,90499
ASAHIINDIA,20210302,292,295,291,294.35,24116,15912
ASAHISONG,20210302,284.85,289,279,281.6,14321,6964
ASAL,20210302,38.1,38.1,37.4,38.1,8452,0
ASALCBR,20210302,357,357.5,349.1,356.5,51736,36970
ASHAPURMIN,20210302,117.35,118.95,116,116.75,137695,91743
ASHIANA,20210302,119,121,115.65,119.9,129586,80561
ASHIMASYN,20210302,15.7,16.6,15.3,16.05,354904,236253
ASHOKA,20210302,112.8,113.45,110.2,110.7,1097255,283335
ASHOKLEY,20210302,130.75,133.95,128.7,132.55,26856241,6536589
ASIANHOTNR,20210302,71.9,72.9,70.55,71.8,6327,4161
ASIANPAINT,20210302,2386,2402.55,2359,2390.4,2033586,651739
ASIANTILES,20210302,193,194.7,187.7,190.55,285252,208725
ASPINWALL,20210302,163.7,171.95,163.45,164.8,2888,2239
ASTEC,20210302,1045,1107.25,1040.45,1058.65,48498,21751
ASTERDM,20210302,144.5,145.8,142.25,144.25,148677,72701
ASTRAL,20210302,2220.45,2220.45,2175.1,2195.4,91370,39591
ASTRAMICRO,20210302,123.7,124.9,118.5,121.55,1032190,640568
ASTRAZEN,20210302,3472,3493.85,3441,3470.15,24051,8488
ASTRON,20210302,44.95,46.65,43.4,44.95,180759,67934
ATFL,20210302,805.55,837,805.55,822.45,7216,3821
ATGL,20210302,530,584.45,528.05,574.3,3268799,1057076
ATLANTA,20210302,8.15,8.4,8.05,8.2,29846,21349
ATUL,20210302,6620,6640.05,6519.6,6623.7,16911,11182
ATULAUTO,20210302,210,215.95,205.4,206.65,469694,205415
AUBANK,20210302,1159.9,1175,1141.6,1151.5,410197,185227
AURIONPRO,20210302,80.8,82.5,80.2,80.65,17553,13079
AUROPHARMA,20210302,885,889,868.75,885.9,2231920,962555
AUSOMENT,20210302,49.15,52.1,49.1,51.5,18350,13330
AUTOAXLES,20210302,1172.05,1213,1172.05,1210.7,14014,8344
AUTOIND,20210302,31.85,33.4,31.85,33.4,32190,26014
AVADHSUGAR,20210302,195,204,194,199.7,189234,57254
AVANTIFEED,20210302,488,488.85,480.2,484.85,163894,82783
AVTNPL,20210302,45.15,46,44.7,45.75,134799,79223
AWHCL,20210302,303,304.5,299,300.35,130795,85779
AXISBANK,20210302,730.45,740.5,722,731.25,14503453,5719038
AXISBNKETF,20210302,354,356,349.58,355.61,720,516
AXISCADES,20210302,49.95,49.95,46.45,46.7,138135,113932
AXISGOLD,20210302,39.9,39.9,39.4,39.58,438777,297621
AXISNIFTY,20210302,153.01,159.2,153.01,155.16,8578,5781
AYMSYNTEX,20210302,52.9,52.9,48.9,49.05,42848,40104
BAFNAPH,20210302,125.95,126,119.1,120.4,1981,900
BAGFILMS,20210302,2.8,2.8,2.6,2.7,142807,82894
BAJAJ-AUTO,20210302,3822,3962.15,3781.5,3944.05,735847,177878
BAJAJCON,20210302,247.9,248.7,245.5,248.1,281246,154048
BAJAJELEC,20210302,997.8,1025,990.45,999.15,209964,60902
BAJAJFINSV,20210302,9850,9965,9779.1,9877,297001,55833
BAJAJHIND,20210302,6.4,6.6,6.35,6.5,5796539,3232500
BAJAJHLDNG,20210302,3598,3695.5,3595,3684.15,23336,11288
BAJFINANCE,20210302,5300,5410,5262.05,5316.3,2208634,563942
BALAJITELE,20210302,60.85,61.4,59.65,59.9,228463,120794
BALAMINES,20210302,1696.95,1905.55,1696.95,1867.3,689744,161404
BALAXI,20210302,595.85,595.85,595.85,595.85,962,962
BALKRISHNA,20210302,18,19.8,18,19.6,15815,0
BALKRISIND,20210302,1600,1630,1580.05,1627.55,748113,235721
BALMLAWRIE,20210302,128.1,133.4,127.15,128.85,2179283,811246
BALPHARMA,20210302,53.8,55.8,53,53.35,32471,21595
BALRAMCHIN,20210302,182.2,193.3,181.55,189.1,5405774,1691046
BANARBEADS,20210302,58.9,58.9,55.5,55.85,20100,16339
BANARISUG,20210302,1799,1838,1775.6,1798.2,2571,1676
BANCOINDIA,20210302,155.4,159.5,154,156.45,179478,59455
BANDHANBNK,20210302,341.5,347.3,338,345.2,4929532,1317313
BANG,20210302,27.45,31.65,26.3,30.3,40528,22079
BANKA,20210302,77.75,77.75,75.25,75.85,2518,1404
BANKBARODA,20210302,84,85.25,83.05,83.3,39147694,7686761
BANKBEES,20210302,355.15,358.93,350,355.42,805201,138512
BANKINDIA,20210302,81.4,82.6,80.1,80.4,4179426,1582280
BANSWRAS,20210302,120.05,124.45,116.3,122.2,16681,11844
BASF,20210302,1919,2195.1,1910.15,2105.05,292271,71447
BASML,20210302,67.5,68.7,66.6,67.2,24777,13202
BATAINDIA,20210302,1479.9,1500,1467.05,1494.95,452175,108381
BAYERCROP,20210302,5119,5149.5,5050,5079.5,13464,7066
BBL,20210302,1137.05,1210,1120.35,1136.85,39689,16828
BBTC,20210302,1167.4,1235,1151.55,1194.5,144567,40732
BCG,20210302,7.95,8.2,7.85,7.9,3765219,2299712
BCP,20210302,5.35,5.35,4.85,4.85,1760713,1220025
BDL,20210302,372,385,370.1,383.8,1865974,665802
BEARDSELL,20210302,9.65,10,9.25,10,8037,6003
BECTORFOOD,20210302,395,400.45,393.05,395.3,407258,168792
BEDMUTHA,20210302,23.8,24.25,22.85,23.6,12928,8427
BEL,20210302,147.95,153.55,146.5,151.5,35563722,6747410
BEML,20210302,1175,1245,1162,1227.75,1640591,225381
BEPL,20210302,139.95,144.65,137.7,142.7,1036274,343338
BERGEPAINT,20210302,724.8,725,703.3,713.3,1230175,378307
BESTAGRO,20210302,513.5,513.5,411.25,419.1,11385,9053
BFINVEST,20210302,284,305.5,283.8,300.9,147441,51597
BFUTILITIE,20210302,286.95,309.9,284.5,296.8,1551479,393225
BGRENERGY,20210302,46.75,47.7,45.45,46.25,269797,135148
BHAGERIA,20210302,169.25,172.3,167.1,171.05,35347,21346
BHAGYANGR,20210302,51.1,51.1,51.1,51.1,67948,67947
BHAGYAPROP,20210302,28.8,28.8,28.2,28.55,34006,32676
BHANDARI,20210302,2.75,2.9,2.75,2.75,151006,0
BHARATFORG,20210302,624.9,647.15,616.65,636.65,3305660,997939
BHARATGEAR,20210302,78.2,79,77.3,78.25,12742,8153
BHARATRAS,20210302,10498.45,10580,10302.85,10451.65,6500,3477
BHARATWIRE,20210302,42.9,43.7,41.8,43.45,15078,0
BHARTIARTL,20210302,540.5,544,528.85,541.2,30058411,9450109
BHEL,20210302,49.4,52.2,49.25,51.75,152393453,26950605
BIGBLOC,20210302,144.15,147,144.1,146.85,68737,31736
BIL,20210302,148.1,157.65,148.1,152.7,9437,3944
BINDALAGRO,20210302,20.75,21.25,19.75,20,393013,178707
BIOCON,20210302,397.8,399.9,392.1,398,2769928,1052573
BIOFILCHEM,20210302,94.95,94.95,94.95,94.95,19551,19551
BIRLACABLE,20210302,61,61.8,59.8,60.5,80388,50872
BIRLACORPN,20210302,868.8,874,852.95,864.35,89446,48702
BIRLAMONEY,20210302,44.25,48.45,43.6,46.75,1148642,490300
BIRLATYRE,20210302,28.85,29.2,28.6,28.7,296237,182048
BKMINDST,20210302,1.05,1.05,1,1.05,129901,95645
BLBLIMITED,20210302,5.8,6.1,5.8,6.1,117766,104606
BLISSGVS,20210302,174.4,174.95,170.6,171.7,472277,202210
BLKASHYAP,20210302,14.7,15,14.25,14.45,616835,0
BLS,20210302,107.7,107.7,101.8,102.95,143560,83574
BLUEDART,20210302,4664,4749,4631.15,4672.1,14741,8287
BLUESTARCO,20210302,887,929.8,876.55,907.05,317429,102735
BODALCHEM,20210302,84.7,92.55,83.25,91.45,9190358,2694527
BOMDYEING,20210302,77,83.2,75.8,80,11461069,3155065
BOROLTD,20210302,186.7,188.35,185.1,186.75,90558,53740
BORORENEW,20210302,285,290.5,279,281.5,349187,187084
BOSCHLTD,20210302,15250,15500,15200,15449.9,39280,9282
BPCL,20210302,474.5,482.4,462,469,26600333,3828672
BPL,20210302,21.6,23.1,20.75,23.1,197060,142060
BRFL,20210302,9,9.45,9,9.45,147516,121329
BRIGADE,20210302,294.65,299.65,291.7,295.95,206673,134443
BRITANNIA,20210302,3411.8,3450,3395,3447.95,383968,234884
BRNL,20210302,33.25,33.45,32.55,33,44467,29192
BROOKS,20210302,59.95,60.3,58.25,58.95,18114,13898
BSE,20210302,582.35,593,582.35,587,380127,180062
BSELINFRA,20210302,1,1,0.95,1,19851,19851
BSHSL,20210302,139.9,139.9,134.1,135.5,2648,0
BSL,20210302,32,32,31.05,31.5,5278,4638
BSLGOLDETF,20210302,4225,4225,4141.1,4157,968,728
BSLNIFTY,20210302,160.35,164.1,160.35,163.64,45,25
BSOFT,20210302,228,239.2,225.85,237.15,1040771,358120
BURGERKING,20210302,142.4,144.2,140.5,141.2,1434131,599648
BURNPUR,20210302,2.75,2.75,2.65,2.65,154222,0
BUTTERFLY,20210302,559,570,548,553.15,76270,23525
BVCL,20210302,18,18.1,17.3,17.75,12234,0
BYKE,20210302,20.25,21.3,19.9,20.35,79404,53915
CADILAHC,20210302,437.35,442.5,434.9,441.2,1306991,353505
CALSOFT,20210302,9.75,9.85,9,9.8,94322,72871
CAMLINFINE,20210302,143.8,148.5,141,143.65,1776168,741999
CAMS,20210302,1860,1916,1859.7,1896.5,138265,96250
CANBK,20210302,157.9,162.2,156.9,158.75,17816299,2259502
CANFINHOME,20210302,478.9,487.6,467.95,469.1,418073,250060
CANTABIL,20210302,390,390,377.6,380.1,147236,31008
CAPACITE,20210302,206.7,208.9,200.85,202.25,89929,50897
CAPLIPOINT,20210302,470,471.4,457.1,464.9,93744,53615
CAPTRUST,20210302,102,103,95.85,96.9,18401,12939
CARBORUNIV,20210302,532,539,515.6,521.6,118241,70130
CAREERP,20210302,151.05,154.9,148.5,150,23913,16534
CARERATING,20210302,472,476.2,466,469.7,76935,50909
CASTROLIND,20210302,137.2,139.8,135.5,138,2983733,1205930
CCCL,20210302,0.45,0.45,0.4,0.4,29572,0
CCHHL,20210302,5.05,5.1,4.8,4.95,40657,27763
CCL,20210302,233.7,247,233.05,244.45,278942,130390
CDSL,20210302,632,632,610,613.85,839092,449772
CEATLTD,20210302,1611.15,1654.35,1610.1,1644.2,261633,77713
CEBBCO,20210302,21.1,21.1,20.2,20.7,52626,0
CELEBRITY,20210302,7.75,7.75,7.05,7.05,80921,0
CENTENKA,20210302,253.85,262.25,253.85,261.05,80152,48072
CENTEXT,20210302,4.65,4.85,4.5,4.75,237379,194563
CENTRALBK,20210302,18.75,18.85,17.9,18.05,12277158,6902073
CENTRUM,20210302,24.35,25.2,24.2,24.6,3388493,766677
CENTUM,20210302,439,445,433.3,437,3632,1959
CENTURYPLY,20210302,309,324,304,314.9,385906,219811
CENTURYTEX,20210302,490.5,528.35,486.5,519.7,1203067,400097
CERA,20210302,4095,4200,4000,4090.15,17620,5775
CEREBRAINT,20210302,53.8,54.5,52.6,53.5,100345,70925
CESC,20210302,630,630,618.7,619.9,1006019,637430
CGCL,20210302,368,372.7,356.25,359.3,86219,24714
CGPOWER,20210302,57.95,58,56.85,57.5,2112674,1709813
CHALET,20210302,169.7,171.45,168.1,169.45,108890,54337
CHAMBLFERT,20210302,260,261.95,245.4,247.55,1306057,483689
CHEMBOND,20210302,181.4,184,178.5,183.5,26689,17821
CHEMCON,20210302,438.5,442,433,434.15,183481,90036
CHEMFAB,20210302,129.95,135.5,129,132.45,27760,21758
CHENNPETRO,20210302,107,114.35,106.7,109.95,3063492,1050651
CHOLAFIN,20210302,527.8,539.95,523.8,538.55,3164565,675880
CHOLAHLDNG,20210302,605.45,611.05,592.55,601.15,48595,27820
CIGNITITEC,20210302,351,354,342.5,347.1,24476,13529
CINELINE,20210302,39,39,38.3,38.7,42071,26933
CINEVISTA,20210302,6.2,6.5,6.2,6.35,11354,10670
CIPLA,20210302,792.6,815,790.8,811.8,4275166,1326752
CLEDUCATE,20210302,69.45,69.45,68.05,68.7,6258,5140
CLNINDIA,20210302,395,397.7,391.25,395.25,51288,27689
CMICABLES,20210302,56.5,60,56.25,59.6,83510,0
CNOVAPETRO,20210302,15.45,15.45,15.45,15.45,2469,0
COALINDIA,20210302,154.35,156.15,152.5,153.4,17565134,4837518
COCHINSHIP,20210302,390,426.5,388,409.55,4254850,820834
COFORGE,20210302,2533.25,2619,2521.05,2601.3,286315,100411
COLPAL,20210302,1585.1,1605.5,1583.55,1602.15,392377,145938
COMPINFO,20210302,19.7,21.4,18.8,20.45,3136725,1336607
COMPUSOFT,20210302,8.6,8.9,8.4,8.65,43693,28380
CONCOR,20210302,571.95,582,568.6,572.3,2410011,920505
CONFIPET,20210302,44.85,44.9,43.55,43.85,314720,187060
CONSOFINVT,20210302,43.15,45.05,42.55,44.7,11080,9849
CONTROLPR,20210302,232,233.55,226.1,231.6,13904,8163
CORALFINAC,20210302,23.55,24.05,23.1,23.3,9075,5362
CORDSCABLE,20210302,41.9,43.6,41.9,42.8,46152,33677
COROMANDEL,20210302,789.2,791.8,775.25,782.15,248205,154661
COSMOFILMS,20210302,530,594,530,585.65,628162,257398
COUNCODOS,20210302,2.35,2.55,2.35,2.55,92870,0
CPSEETF,20210302,24.25,24.52,24.11,24.25,5853104,4655112
CREATIVE,20210302,107.7,121.8,88.35,108,22984,9063
CREATIVEYE,20210302,2.8,2.8,2.8,2.8,1330,1330
CREDITACC,20210302,712,740,709,718.85,213148,153124
CREST,20210302,95.5,95.5,90.2,90.95,2444,1471
CRISIL,20210302,1940,1945.75,1915,1922.6,31008,25562
CROMPTON,20210302,387.2,390.3,382.3,387.4,2417485,1684788
CSBBANK,20210302,227,228.85,224,227,211031,145374
CTE,20210302,32.4,32.9,31.65,32.35,7902,5332
CUB,20210302,170.85,179.25,169.55,175.6,6863895,3134838
CUBEXTUB,20210302,23.9,23.9,23.9,23.9,16438,16438
CUMMINSIND,20210302,803.6,826.85,803.6,818.45,1561606,526968
CUPID,20210302,211.55,214.5,209,212.45,61138,29928
CYBERMEDIA,20210302,16.05,16.05,16.05,16.05,501,0
CYBERTECH,20210302,125.1,132.5,125,128.65,231783,89984
CYIENT,20210302,653.8,664.2,645.5,650.95,477470,311549
DAAWAT,20210302,52.6,58.2,52.35,57.25,6464859,2837980
DABUR,20210302,507.4,512.5,504.8,511.25,1420334,717041
DALBHARAT,20210302,1489.9,1510,1460.3,1493,346970,240683
DALMIASUG,20210302,167.7,173.7,167,171.35,606570,274847
DAMODARIND,20210302,32.9,34.2,32.35,33.2,19578,11013
DANGEE,20210302,133.9,133.9,128.75,130.25,25937,9925
DATAMATICS,20210302,111.3,112.15,109.5,110.7,102046,55971
DBCORP,20210302,101,104.9,100.5,101.45,494207,286037
DBL,20210302,702.9,710.8,660,672.6,532811,237113
DBREALTY,20210302,31,31,28.1,31,2022935,0
DBSTOCKBRO,20210302,9.8,9.8,9.05,9.55,5990,4695
DCAL,20210302,119,120.4,118.25,118.6,209314,135817
DCBBANK,20210302,116.6,117,114,114.45,833614,391047
DCM,20210302,28,28.35,27.2,27.35,26753,17678
DCMFINSERV,20210302,1.55,1.6,1.55,1.6,6365,0
DCMNVL,20210302,68.45,72.1,68,72.1,44147,0
DCMSHRIRAM,20210302,461.1,505.8,461.1,496.15,360447,155451
DCW,20210302,29.3,30.75,28.7,29.35,6618023,3562119
DECCANCE,20210302,421.9,427.7,417.9,422.8,67093,37029
DEEPAKFERT,20210302,212,212,197.5,205.05,3524372,1037428
DEEPAKNTR,20210302,1585,1663.15,1517.15,1607.85,3111655,389822
DEEPENR,20210302,41.75,41.75,40,40.25,38868,29193
DELTACORP,20210302,150.45,159.8,150,157.85,5068188,1627610
DELTAMAGNT,20210302,30.95,32.3,30.8,32.3,14339,13850
DEN,20210302,60.9,60.9,58.15,58.45,762063,431801
DENORA,20210302,261.7,265,258.9,261.2,6901,4152
DFMFOODS,20210302,382,388,375.1,379,65961,42988
DGCONTENT,20210302,8.95,9.8,8.95,8.95,138376,117959
DHAMPURSUG,20210302,181.35,189.5,179,185.2,1692742,674705
DHANBANK,20210302,15,15.65,14.8,15.4,3696331,2196146
DHANI,20210302,359.65,363.95,346.45,349,904516,545667
DHANUKA,20210302,738,740,727,729.25,24618,12734
DHARSUGAR,20210302,6,6,5.55,5.85,37719,32694
DHFL,20210302,21.75,21.75,20.75,21.75,4338402,1851109
DHUNINV,20210302,293.8,293.8,282.2,284.85,3155,1935
DIAMONDYD,20210302,710,710,667.05,677.35,24432,9641
DICIND,20210302,410,414.5,408,411,11562,6540
DIGISPICE,20210302,109.25,109.25,109.25,109.25,75404,0
DISHTV,20210302,11.45,11.55,11.25,11.4,4840579,3183010
DIVISLAB,20210302,3470,3521.95,3455.5,3516.9,724413,304313
DIXON,20210302,19640,19798.75,18800,18864.4,42441,25604
DLF,20210302,309.7,314.95,307.55,313.6,8429333,1331829
DLINKINDIA,20210302,112.05,114.3,111.7,113,195497,80171
DMART,20210302,2908.45,3106,2885.5,3073.5,721426,241346
DOLAT,20210302,52.9,53.35,52.4,53.05,91739,49937
DOLLAR,20210302,258.65,262.75,251.35,253.75,32850,21050
DONEAR,20210302,33.5,34.4,33,33.35,65456,33555
DPABHUSHAN,20210302,133.95,133.95,120,124,7542,4559
DPSCLTD,20210302,13.45,13.45,12.85,12.95,63083,51772
DPWIRES,20210302,116,124,114,118.95,63658,23383
DREDGECORP,20210302,418.6,457.95,416.7,434,1823100,289754
DRREDDY,20210302,4473.4,4479.9,4390.15,4404.7,1837678,933643
DSSL,20210302,65,66,63.1,64.6,19373,12661
DTIL,20210302,295,295,280.15,283.1,3285,1984
DUCON,20210302,6.85,6.85,6.45,6.45,72112,65198
DVL,20210302,99.45,100,96.45,96.85,23324,14526
DWARKESH,20210302,31.6,32.95,31.5,32,4074549,1967753
DYNAMATECH,20210302,931,936.75,924.4,929.95,19381,16538
DYNPRO,20210302,465,465,436,451.15,84840,39491
EBANK,20210302,3621,3858,3621,3858,4,2
EBBETF0423,20210302,1106.58,1107.99,1106.51,1106.51,2194,2191
EBBETF0425,20210302,1017,1018,1012.5,1013.86,19143,17769
EBBETF0430,20210302,1111.55,1114.91,1111.5,1112.09,8443,8314
EBBETF0431,20210302,995.21,999.98,995.14,998.1,12734,10047
EBIXFOREX,20210302,444,532.25,440.15,525.2,108933,39571
ECLERX,20210302,944.4,970,939.2,959.9,36277,17559
EDELWEISS,20210302,69.9,70.65,67.3,69.45,3302141,2127188
EICHERMOT,20210302,2584,2611,2530,2602.3,1491743,406566
EIDPARRY,20210302,339,341,331.3,338.6,283451,123522
EIHAHOTELS,20210302,269.15,284,267.65,279.1,7637,3896
EIHOTEL,20210302,97.1,97.5,96.45,97.05,271115,158569
EIMCOELECO,20210302,346.75,349,346.75,347,1647,1566
EKC,20210302,77.65,78,72.2,73.3,1143585,718773
ELECON,20210302,55.75,58.85,53.55,54.85,532142,246805
ELECTCAST,20210302,25.3,27,25.15,26.7,2105930,1363222
ELECTHERM,20210302,119.9,124.5,118,120.4,41853,25692
ELGIEQUIP,20210302,186.9,186.9,181,182.35,147403,99136
ELGIRUBCO,20210302,27.45,28.4,27.45,28.1,22772,16289
EMAMILTD,20210302,462.3,467.95,445,448.2,803799,461721
EMAMIPAP,20210302,95.15,104,94.6,100.6,57389,24027
EMAMIREAL,20210302,48.9,50,47.1,49.9,47665,35212
EMKAY,20210302,71.9,74.3,69.6,72,41583,30229
EMMBI,20210302,83.85,83.85,81.05,81.4,21898,15190
ENDURANCE,20210302,1415,1420,1385.5,1406.8,56145,27946
ENERGYDEV,20210302,10.1,10.15,9.65,10,27460,0
ENGINERSIN,20210302,88,91.3,85.5,87.1,22663403,7116183
ENIL,20210302,163.85,164.7,160.8,162.55,32438,22796
EPL,20210302,220.6,224.65,220.25,223.95,977934,850276
EQ30,20210302,416.85,416.85,416.85,416.85,14,14
EQUITAS,20210302,89.1,93,89.1,90.55,4144568,1966250
EQUITASBNK,20210302,49.95,50.5,49.2,49.4,803337,426080
ERIS,20210302,597,597.25,586.3,590.05,117431,83827
