<ticker>,<date>,<open>,<high>,<low>,<close>,<volume>,<o/i>
20MICRONS,20201229,40.95,41.4,38.5,39.25,284511,133168
21STCENMGM,20201229,10.25,10.25,10.05,10.15,5153,4950
3IINFOTECH,20201229,5.9,5.9,5.9,5.9,3408482,3408482
3MINDIA,20201229,21402.1,21511.5,21100,21170.25,2069,1155
3PLAND,20201229,10.55,10.6,10.55,10.55,6846,6845
5PAISA,20201229,309.65,318,306.1,309.3,12023,8378
63MOONS,20201229,81.9,81.9,79,79.65,34935,0
8KMILES,20201229,80.95,81.35,78,79,55166,0
A2ZINFRA,20201229,4.85,4.95,4.65,4.75,395731,265935
AAKASH,20201229,71.25,71.45,67.8,70.25,53854,21609
AARON,20201229,52.6,53.5,49.6,53.05,7547,7225
AARTIDRUGS,20201229,705.05,717.55,702.05,704.4,442050,194126
AARTIIND,20201229,1210,1247.8,1204,1227.45,254878,129789
AARTISURF,20201229,1044.7,1045,1002.1,1014.7,18584,11042
AARVEEDEN,20201229,19.6,19.8,18.5,18.85,56936,34204
AARVI,20201229,42.1,48,42.1,45.55,24063,10851
AAVAS,20201229,1698,1698,1663.25,1681.9,16478,8673
ABAN,20201229,28.95,29.25,28,28.2,40339,0
ABB,20201229,1223.2,1227.9,1190,1203.05,154970,116112
ABBOTINDIA,20201229,15777.7,15899.9,15600,15701.9,9933,6255
ABCAPITAL,20201229,86,86.6,83.7,84.25,1769627,832904
ABFRL,20201229,165.45,166.15,161.1,165.15,1081821,461129
ABMINTLTD,20201229,25.9,25.9,25.9,25.9,13,0
ABSLBANETF,20201229,308.55,315,307.72,309.55,184,178
ABSLNN50ET,20201229,310,312,309,309,97,52
ACC,20201229,1632.1,1632.7,1605.6,1616.75,803645,102654
ACCELYA,20201229,956.35,983.4,955,959.35,2311,1116
ACCURACY,20201229,39,39,35.6,35.65,14287,13084
ACE,20201229,139.9,140.15,134.75,137.7,349122,168229
ADANIENT,20201229,492,499.15,484.7,489.2,5849496,710135
ADANIGAS,20201229,371.8,378.3,364.15,374.6,1669951,541498
ADANIGREEN,20201229,1040,1047.25,1026,1038.7,349607,174191
ADANIPORTS,20201229,485,489.85,478.2,483.4,5866837,834236
ADANIPOWER,20201229,50.85,51.8,47.75,50.45,13785576,6967384
ADANITRANS,20201229,437.8,440.95,422.3,429.15,613612,219283
ADFFOODS,20201229,586,615.2,577.5,594.25,166835,147637
ADHUNIKIND,20201229,24.1,26.2,24.1,25.3,19662,0
ADL,20201229,29.15,31.5,29.15,31.3,8021,0
ADORWELD,20201229,277.5,278.75,268.5,269.3,16249,7217
ADROITINFO,20201229,10.25,10.6,10.15,10.3,40384,0
ADSL,20201229,33.6,33.85,33.3,33.85,65046,51083
ADVANIHOTR,20201229,51.85,51.85,50.25,51.2,5396,0
ADVENZYMES,20201229,332,333.85,323.6,325.6,144380,63758
AEGISCHEM,20201229,257.95,258.25,247.7,248.65,157124,88882
AFFLE,20201229,3864.4,3864.4,3780,3789.25,37642,21077
AGARIND,20201229,105.4,105.4,100.1,100.55,10269,6998
AGCNET,20201229,806,807,751.3,761.9,258474,0
AGRITECH,20201229,38,39.85,38,38.9,2549,0
AGROPHOS,20201229,16.2,16.2,15.45,16.2,156205,111571
AHLEAST,20201229,164.05,168.05,163.2,167.1,1498,885
AHLUCONT,20201229,256.45,274.95,250,262.4,169755,38494
AHLWEST,20201229,257.95,266.8,256.4,265.8,2823,1778
AIAENG,20201229,2076.25,2084,1983.2,2005.4,81137,36790
AIRAN,20201229,18.3,18.5,17.5,18.2,36034,28621
AJANTPHARM,20201229,1695,1695,1661,1673.3,112926,70694
AJMERA,20201229,142.2,148.4,141.45,142.5,1336270,288448
AKASH,20201229,242,246.55,231.2,233.05,26679,26020
AKSHARCHEM,20201229,249.7,253.65,246,249.3,49931,30667
AKSHOPTFBR,20201229,7.95,8.05,7.55,7.85,427139,209099
AKZOINDIA,20201229,2363.3,2392.15,2295.05,2311.15,27174,12538
ALANKIT,20201229,17.1,18.65,16.6,18.15,596129,355623
ALBERTDAVD,20201229,439.9,444.5,437.5,441.85,8365,5909
ALEMBICLTD,20201229,108,110.4,104.15,105.3,2018472,718815
ALICON,20201229,336.05,346,332.95,338.25,6260,2361
ALKALI,20201229,47.95,48.8,46.1,47.5,19087,12605
ALKEM,20201229,2925,2937.3,2898.9,2925.3,62104,38070
ALKYLAMINE,20201229,3895,3928.4,3840,3863.3,15609,7256
ALLCARGO,20201229,135.3,135.3,131.2,132.55,275698,136265
ALLSEC,20201229,265.6,306,265,294.55,324625,106824
ALMONDZ,20201229,20.2,20.9,19.75,20.5,10298,8473
ALOKINDS,20201229,21.75,21.75,21.15,21.25,8792927,4792558
ALPA,20201229,35.7,36.35,34.55,35.35,26268,0
ALPHAGEO,20201229,201,204.5,196,197.2,8722,0
ALPSINDUS,20201229,1.8,1.8,1.75,1.75,4478,4478
AMARAJABAT,20201229,932,940.9,923.8,936.2,506786,54495
AMBER,20201229,2429.9,2429.9,2355,2381,86736,40685
