<ticker>,<date>,<open>,<high>,<low>,<close>,<volume>,<o/i>
20MICRONS,20210305,38.6,39.65,37.1,37.9,157771,77408
21STCENMGM,20210305,11.9,12.1,11.75,12.1,1927,1853
3IINFOTECH,20210305,7.25,7.3,6.95,7,6875608,4535022
3MINDIA,20210305,26000.05,26300.1,25102,25701.2,6030,2619
3PLAND,20210305,9.65,9.8,8.7,9.25,8886,5724
5PAISA,20210305,268.5,280,261,276.95,65156,28431
63MOONS,20210305,82.85,83.7,80,80.8,94441,60464
A2ZINFRA,20210305,4.25,4.5,4.15,4.35,574618,390777
AAKASH,20210305,125.5,127,125.5,125.7,10110,0
AARON,20210305,58.45,60.8,57.55,58.35,2173,1562
AARTIDRUGS,20210305,694.2,697.9,660.2,665.75,455946,168210
AARTIIND,20210305,1291,1298,1240.4,1257.7,186136,94436
AARTISURF,20210305,1029,1070.35,999.95,1018.5,78555,37913
AARVEEDEN,20210305,17.65,19.25,17.6,17.9,8490,5764
AARVI,20210305,59.5,59.5,56.05,56.65,16711,10691
AAVAS,20210305,2315,2330,2229.7,2243.85,23014,10978
ABAN,20210305,37.7,39.05,37,39.05,177041,136472
ABB,20210305,1514.75,1528,1485,1488.85,63126,17945
ABBOTINDIA,20210305,14700,14865.55,14700,14754.8,9970,5267
ABCAPITAL,20210305,129.9,130.6,122.2,124.35,2670930,1566657
ABFRL,20210305,219,221.2,212.8,216.95,5514935,1460421
ABMINTLTD,20210305,72.3,72.3,72.3,72.3,128,128
ABSLBANETF,20210305,355,362.98,348.25,356.17,386,282
ABSLNN50ET,20210305,363,363,352,352,280,50
ACC,20210305,1859,1894,1812.5,1824.45,2338230,190685
ACCELYA,20210305,913.5,914.45,904,909.65,2066,1585
ACCURACY,20210305,59.95,59.95,56.65,56.95,13991,11980
ACE,20210305,156.4,166.35,155,158.35,720797,335831
ACRYSIL,20210305,343,350,325.65,341.75,76365,44964
ADANIENT,20210305,918,934,888.3,909.9,7109101,656464
ADANIGREEN,20210305,1178.9,1206,1162,1172.75,595718,318471
ADANIPORTS,20210305,752.45,761,730.5,748.95,17665200,2561470
ADANIPOWER,20210305,73,74.9,68.25,74.35,52415895,16780496
ADANITRANS,20210305,837,853,755,813.65,863616,363320
ADFFOODS,20210305,885.8,912,879.05,896.1,42901,16384
ADHUNIKIND,20210305,21.15,21.9,20.6,21.25,34199,18675
ADL,20210305,33.55,33.55,31,31.95,1507,0
ADORWELD,20210305,306.4,314.3,300.65,303.7,51174,32521
ADROITINFO,20210305,10.5,10.5,10.5,10.5,3950,3950
ADSL,20210305,40,40.4,39,39.55,105351,79142
ADVANIHOTR,20210305,58.5,58.5,55.9,57.4,24365,22144
ADVENZYMES,20210305,357.3,361.2,347,348.6,123902,66597
AEGISCHEM,20210305,334.8,336.3,307.05,313.05,405713,171809
AFFLE,20210305,6021,6285.65,5800,5875.7,173449,116996
AFL-RE,20210305,45,56,41,46.25,345387,0
AGARIND,20210305,153.45,156.95,150,152.9,6606,0
AGCNET,20210305,1005.95,1006,970,979.15,2811,2217
AGRITECH,20210305,35.9,36,34.5,34.85,3787,2322
AGROPHOS,20210305,13,13,12.7,12.85,32555,21905
AHLADA,20210305,106.15,106.15,106.15,106.15,15479,15479
AHLEAST,20210305,159.25,159.95,157,157.1,9950,9241
AHLUCONT,20210305,289,295.35,285.2,288.75,14629,7686
AHLWEST,20210305,238.6,242.85,236.5,238.3,3882,2905
AIAENG,20210305,1903,1926.7,1875.9,1898.45,91121,48868
AIRAN,20210305,18.15,18.25,16.7,17,120159,93659
AJANTPHARM,20210305,1749,1761,1711.9,1752.7,88631,42875
AJMERA,20210305,134.3,135.9,129,130.25,73272,25034
AKASH,20210305,230,250,217.15,242.25,82613,35303
AKG,20210305,97.45,99,96.5,97.05,187915,49016
AKSHARCHEM,20210305,257.55,257.55,250.4,253.05,14459,9120
AKSHOPTFBR,20210305,6.85,7,6.8,6.85,226753,136487
AKZOINDIA,20210305,2245,2280,2186.5,2195.9,27494,17200
ALANKIT,20210305,17.35,17.45,16.65,16.7,149359,90114
ALBERTDAVD,20210305,408.1,408.1,399.95,402,8691,6164
ALEMBICLTD,20210305,102.5,102.85,100.15,100.6,218949,138701
ALICON,20210305,474.95,475,453.05,455.7,6095,3214
ALKALI,20210305,52.95,52.95,52,52.35,5696,4729
ALKEM,20210305,2818.25,2845.9,2777,2783.35,116162,76918
ALKYLAMINE,20210305,5160,5215.9,5100,5129.65,21446,7780
ALLCARGO,20210305,134.7,138.85,133.75,135.85,931636,344972
ALLSEC,20210305,338.35,340.8,331,333.6,9450,5873
ALMONDZ,20210305,30.75,30.75,29,29.7,17315,13915
ALOKINDS,20210305,22.25,22.45,21.05,21.35,13301175,4513188
ALPA,20210305,39.65,40.9,39.6,39.7,45194,32940
ALPHAGEO,20210305,214.9,221.7,211.6,212.95,24890,19357
ALPSINDUS,20210305,1.75,1.8,1.75,1.8,7383,0
AMARAJABAT,20210305,918.85,918.85,887.45,892.6,1133036,391608
AMBER,20210305,3500,3662,3395,3450.7,302869,112898
AMBIKCO,20210305,988,996.75,982.05,987.7,15794,10876
AMBUJACEM,20210305,291.95,298.3,283.15,284.8,14706128,3004128
AMDIND,20210305,25.8,25.8,24.15,24.55,27327,19762
AMJLAND,20210305,25.75,26.4,25,25.75,10677,7467
AMRUTANJAN,20210305,588,589,564,568.6,155185,38890
ANANTRAJ,20210305,59.6,59.6,59.6,59.6,379392,379392
ANDHRACEMT,20210305,5.75,5.95,5.7,5.7,464038,258799
ANDHRAPAP,20210305,258.1,263.6,245,248.35,183835,91645
ANDHRSUGAR,20210305,340,344.9,317.9,320.65,336413,122545
ANGELBRKG,20210305,342,342.7,327.6,329.35,119155,54167
ANIKINDS,20210305,17.75,17.75,16.25,16.45,27977,23697
ANKITMETAL,20210305,1.35,1.35,1.25,1.25,187347,170205
ANSALAPI,20210305,9.1,9.15,8.45,8.55,360528,222000
ANSALHSG,20210305,6.45,6.45,5.9,6,120950,95249
ANUP,20210305,650,650,640.1,642.15,101061,90965
APARINDS,20210305,453.4,456.25,440,446.9,75053,44414
APCL,20210305,234.75,249.9,228.1,232.05,642804,203132
APCOTEXIND,20210305,185.05,186.8,178.1,179.55,95029,32713
