<ticker>,<date>,<open>,<high>,<low>,<close>,<volume>,<o/i>
20MICRONS,20210128,36.9,38,36.4,37.1,59142,42124
21STCENMGM,20210128,10.85,11.05,10.7,11.05,3220,3117
3IINFOTECH,20210128,6.5,7,6.4,7,40111945,21242024
3MINDIA,20210128,19800,19845.85,19351.1,19399.55,12175,8124
3PLAND,20210128,9.95,10.15,9.35,9.55,8783,7032
5PAISA,20210128,268,274.8,266.2,269.8,20084,11103
63MOONS,20210128,74.25,76.5,73.05,75.4,20766,0
A2ZINFRA,20210128,4.65,4.7,4.5,4.65,198032,100922
AAKASH,20210128,90.5,91.15,89.5,89.9,33563,13858
AARON,20210128,45.55,48.85,45.05,47.2,894,471
AARTIDRUGS,20210128,689.8,699.6,679.2,686.9,260083,83480
AARTIIND,20210128,1129,1158.9,1120.15,1139.25,404772,179411
AARTISURF,20210128,925,958.95,920,942,6523,3935
AARVEEDEN,20210128,20.05,20.7,19.95,20.25,4816,0
AARVI,20210128,41.25,42.95,40.9,42.4,6876,5605
AAVAS,20210128,1811,1859.95,1777,1823.65,46482,20766
ABAN,20210128,27,27.5,27,27.2,29132,0
ABB,20210128,1374,1419.45,1344.95,1354.8,235173,119910
ABBOTINDIA,20210128,14550,14618.15,14348.95,14576.05,9956,4857
ABCAPITAL,20210128,79.05,83.1,78.85,81.35,2076009,508881
ABFRL,20210128,164.8,164.8,150.25,152.6,7360278,3184540
ABMINTLTD,20210128,25.65,25.65,25.65,25.65,2882,0
ABSLBANETF,20210128,296.95,302.24,294.2,300.78,583,392
ABSLNN50ET,20210128,334,336,323.06,335.41,103,75
ACC,20210128,1617.85,1638.9,1608.1,1633.1,584432,134066
ACCELYA,20210128,915.9,930.5,912.4,920.8,2321,1349
ACCURACY,20210128,37.75,39.1,35.9,37.7,38468,35506
ACE,20210128,130.1,134.95,130.1,131.65,238466,131539
ACRYSIL,20210128,189.6,192,182.1,187.95,30899,22082
ADANIENT,20210128,507.3,519.5,501.35,511.85,4197516,304429
ADANIGREEN,20210128,1016.5,1039,1016.5,1032.9,273105,154092
ADANIPORTS,20210128,515.7,527.95,507.05,519.1,5707393,936612
ADANIPOWER,20210128,48.9,49.85,48.5,49,2826359,1567862
ADANITRANS,20210128,458,475.85,448.35,459.3,522871,123090
ADFFOODS,20210128,608.9,640,603,636.6,77714,41597
ADHUNIKIND,20210128,21.7,23,21.05,23,6392,0
ADL,20210128,29.1,29.1,27.5,27.6,542,0
ADORWELD,20210128,266.9,269.95,264,267.65,5661,3556
ADROITINFO,20210128,9.85,9.85,9.05,9.75,741,0
ADSL,20210128,35.15,37.9,35.15,37.9,88675,54710
ADVANIHOTR,20210128,45.55,46.9,45,45.55,3612,0
ADVENZYMES,20210128,318.4,323.45,312.45,318.25,139463,35071
AEGISCHEM,20210128,283,288,278.85,283.3,243462,152133
AFFLE,20210128,3650,3808,3650,3694.95,46778,19832
AGARIND,20210128,155.4,155.4,148.05,153.15,10915,7177
AGCNET,20210128,755,776,735.1,759.3,1702,0
AGRITECH,20210128,35.5,37,34.6,35.3,1268,0
AGROPHOS,20210128,12.65,12.65,12.05,12.4,88724,55932
AHLADA,20210128,73.4,73.4,67.1,68.65,14783,12622
AHLEAST,20210128,163.8,163.8,152,153.5,324,220
AHLUCONT,20210128,269.4,271.1,262.05,267.05,33454,12069
AHLWEST,20210128,250.6,256,246.05,249.5,1133,511
AIAENG,20210128,1973,1998.45,1913,1921.3,184508,171287
AIRAN,20210128,19.6,19.6,18.7,18.95,33457,20444
AJANTPHARM,20210128,1738.4,1771,1700,1757.85,83276,32660
AJMERA,20210128,125.9,130.2,125.65,128.85,34127,14255
AKASH,20210128,237.05,237.05,227.25,229.9,1672,1218
AKSHARCHEM,20210128,260.5,266,256.5,261.9,13387,5298
AKSHOPTFBR,20210128,6.5,7.45,6.5,7.15,397229,200024
AKZOINDIA,20210128,2260,2373.5,2249.95,2310.55,13940,6228
ALANKIT,20210128,16.8,17.2,16.6,16.75,51694,38299
ALBERTDAVD,20210128,418.8,425.55,416,421.1,3964,2380
ALEMBICLTD,20210128,93.7,95.4,92.25,94.1,803587,712922
ALICON,20210128,423.95,433.5,411.1,414.8,9680,3604
ALKALI,20210128,57.9,57.9,53.5,54.05,39778,19021
ALKEM,20210128,3040,3081.2,3003,3051.8,83689,59416
ALKYLAMINE,20210128,4698.85,4925,4675.25,4852.5,52288,14979
ALLCARGO,20210128,130.8,131.35,128.7,130.35,117751,61165
ALLSEC,20210128,262.1,310.5,258.8,303.3,183904,102759
ALMONDZ,20210128,20,20,19.25,19.8,1520,1320
ALOKINDS,20210128,21,21.65,20.9,21.35,6730443,2242117
ALPA,20210128,35.1,35.95,35,35.8,10992,0
ALPHAGEO,20210128,181.2,193,179.5,193,5899,0
ALPSINDUS,20210128,2.6,2.75,2.55,2.75,44299,0
AMARAJABAT,20210128,936,969.9,936,962.3,616244,84740
AMBER,20210128,2549,2634,2482,2545.45,228112,80840
AMBIKCO,20210128,961,1015,951.75,988.15,21537,9966
AMBUJACEM,20210128,250,250.5,246,248,9545181,4335605
AMDIND,20210128,18.4,18.9,18.05,18.3,6828,3870
AMJLAND,20210128,25.7,26.6,25.3,25.9,31211,16742
AMRUTANJAN,20210128,489,509.9,483,500.45,55723,28231
ANANTRAJ,20210128,36.65,39.7,36.55,39.15,1216638,698288
ANDHRACEMT,20210128,5.45,5.45,5.2,5.2,214934,138941
ANDHRAPAP,20210128,207.75,211.85,205.05,208.05,20450,12082
ANDHRSUGAR,20210128,317,320.85,311.2,315.95,13406,6397
ANGELBRKG,20210128,366,372.95,360.9,369.2,109703,50567
ANIKINDS,20210128,14.85,14.95,14.25,14.75,3034,0
ANSALAPI,20210128,8.25,8.25,7.55,7.9,202170,0
ANSALHSG,20210128,6.5,6.5,6.2,6.45,37182,25717
ANUP,20210128,695,729.25,688.65,721.5,19085,4327
APARINDS,20210128,356.9,358,352.05,355.85,24948,14836
APCL,20210128,201.2,204.85,199.25,203.05,18872,10076
APCOTEXIND,20210128,186,197,182.25,183.95,596776,202208
APEX,20210128,276.1,279.2,275.2,276.9,42998,20362
APLAPOLLO,20210128,939.65,944.9,911.55,920,203510,127412
APLLTD,20210128,942,953.5,938,948.1,351632,176167
APOLLO,20210128,118.7,124.85,118.7,120.4,123296,63533
APOLLOHOSP,20210128,2594,2699.5,2580.55,2622.4,1410605,437211
APOLLOPIPE,20210128,692.25,706.4,681.05,697.05,23656,13066
APOLLOTYRE,20210128,196.2,206,195,202.45,21792316,1046154
APOLSINHOT,20210128,562,570,540.15,543.6,1052,871
APTECHT,20210128,180.1,182.8,173.4,174.55,1013849,249258
ARCHIDPLY,20210128,33.95,35.6,32.3,35.4,18933,0
ARCHIES,20210128,12.4,12.5,12.3,12.45,19992,17790
ARENTERP,20210128,11.2,11.75,10.7,11.4,1030,570
ARIES,20210128,92,96.5,88.4,92.95,86880,23114
ARIHANT,20210128,24.15,24.7,23.55,24.1,3448,2851
ARIHANTSUP,20210128,38.8,38.8,36.1,37.1,22003,8995
ARMANFIN,20210128,663.15,694.7,661.7,678,5283,2816
AROGRANITE,20210128,46,47.15,45.9,47.1,21045,16742
ARROWGREEN,20210128,56,58.2,54.2,57.25,1555,1078
ARSHIYA,20210128,27.95,28.2,26.4,28.2,45326,31774
ARSSINFRA,20210128,23.3,24.75,23,23.9,19932,11614
ARTEMISMED,20210128,210,214.9,205.7,210.2,3642,0
ARVIND,20210128,49,55.95,48.35,53.55,4398234,1186909
ARVINDFASN,20210128,143,146.85,141.15,146.05,332104,209297
ARVSMART,20210128,98.5,103.5,97.3,99.9,327700,87861
ASAHIINDIA,20210128,263.05,264.75,260.4,263.55,24324,12141
ASAHISONG,20210128,248.9,256.3,242.15,250.5,117629,42132
ASAL,20210128,34.45,35.05,33.05,35.05,1933,1833
ASALCBR,20210128,305,307.5,300.45,303.15,36306,21706
ASHAPURMIN,20210128,111.4,117.6,109,117.6,167237,118749
ASHIANA,20210128,98,102,96.15,101.05,72955,39369
ASHIMASYN,20210128,12.8,13.25,12.5,13.2,230869,0
ASHOKA,20210128,86,90.5,85.15,88,764021,211522
ASHOKLEY,20210128,112.6,115.25,111,112.75,28408272,4109342
ASIANHOTNR,20210128,68.8,72.45,66.6,70.6,9785,7566
ASIANPAINT,20210128,2420,2453.95,2401.05,2441.7,3035457,1208523
ASIANTILES,20210128,289.45,294.85,284.65,291.05,249295,90120
ASPINWALL,20210128,153.95,153.95,148.1,149.05,1405,1039
ASTEC,20210128,1058.95,1069,1036.75,1051.45,80160,36821
ASTERDM,20210128,151.75,157.45,151.75,155.35,58331,28258
ASTRAL,20210128,1688,1731.95,1661,1693.2,168892,56578
ASTRAMICRO,20210128,114.75,119.5,113.8,115.45,246771,107133
ASTRAZEN,20210128,3755,3755,3650,3721.55,37524,8862
ASTRON,20210128,42.75,43.2,41,42,24306,14689
ATFL,20210128,800,800,790.05,797.35,4109,2107
ATGL,20210128,377.95,382.2,363.4,379.3,1133260,741179
ATLANTA,20210128,8.5,8.65,8.2,8.55,32191,25739
ATUL,20210128,6300,6429.4,6222,6303.15,28275,16374
ATULAUTO,20210128,180,180,175,177.15,58157,30843
AUBANK,20210128,866,877,845,869.8,306074,149815
AURIONPRO,20210128,76.7,77.5,74.1,76.25,15559,9268
AUROPHARMA,20210128,941.3,955,926.25,944.5,3202739,938497
AUSOMENT,20210128,47.2,49.1,47.1,48.9,2146,1300
AUTOAXLES,20210128,1004.7,1004.7,989.15,998.15,9262,5054
AUTOIND,20210128,31.95,32.35,31.3,31.75,8636,5105
AVADHSUGAR,20210128,197.3,198.65,193.4,194.2,32527,15923
AVANTIFEED,20210128,510,515,505,508,108902,41164
AVTNPL,20210128,44.95,45.5,43.65,43.9,144799,68329
AWHCL,20210128,280,283.6,276.25,277.8,160550,58515
AXISBANK,20210128,622,674.7,616,670.7,64303975,18643969
AXISBNKETF,20210128,300,304.51,296.69,302.42,2072,1368
AXISCADES,20210128,52,53.5,51.6,52.85,12864,8397
AXISGOLD,20210128,42.75,42.75,42.31,42.53,66095,50259
AXISNIFTY,20210128,154.88,165,142,143.93,18768,14986
AYMSYNTEX,20210128,41,43.75,41,43.75,32499,0
BAFNAPH,20210128,124,128.9,122,127,695,0
BAGFILMS,20210128,2.5,2.6,2.5,2.5,377699,0
BAJAJ-AUTO,20210128,4080,4190,4076.6,4135.8,1262871,283560
BAJAJCON,20210128,210.1,216,205.55,208.65,573732,388570
BAJAJELEC,20210128,721,756.85,711.5,722.45,292106,32000
BAJAJFINSV,20210128,9020,9215.25,8817.6,8955.3,844736,145264
BAJAJHIND,20210128,6.4,6.8,6.4,6.7,4119939,2511536
BAJAJHLDNG,20210128,3200,3238.9,3186.7,3230.3,63416,46264
BAJFINANCE,20210128,4779.55,4909,4723.1,4810.25,3477329,311608
BALAJITELE,20210128,61.7,62.05,59.85,60.65,83073,39742
BALAMINES,20210128,1125.25,1162.3,1115,1130.6,86659,22962
BALAXI,20210128,566.5,573.8,550.1,551.85,3234,2351
BALKRISHNA,20210128,24.2,24.2,23,24,1174,0
BALKRISIND,20210128,1638,1668.45,1636.3,1664.25,423243,125636
BALMLAWRIE,20210128,115,117.45,114.2,115.9,142318,54099
BALPHARMA,20210128,52.35,52.7,50.05,51.35,11793,0
BALRAMCHIN,20210128,172.9,175.9,169.45,170.9,461424,216789
BANARBEADS,20210128,58.6,59.55,57.5,57.55,12232,6361
BANARISUG,20210128,1454,1476.05,1454,1464.4,374,285
BANCOINDIA,20210128,137.25,140.2,135,136.3,238274,71836
BANDHANBNK,20210128,299.9,313.9,297,311.15,18713452,6722861
BANG,20210128,25.1,26.9,25.1,26.3,13382,2804
BANKA,20210128,58.55,62.7,57.35,62.7,3602,2696
BANKBARODA,20210128,72.45,72.8,64.5,66.75,153754944,26562027
BANKBEES,20210128,306,306,298.12,304.13,2031707,1189280
BANKINDIA,20210128,48.1,49.25,47.9,48.55,3092605,526519
BANSWRAS,20210128,101.4,107,100.75,103.95,69914,33341
BASF,20210128,1604,1610,1572.95,1577.15,12974,7637
BASML,20210128,140.5,140.5,134.2,137.3,3022,0
BATAINDIA,20210128,1504,1538,1498.35,1523.85,586400,73621
BAYERCROP,20210128,5466,5513.75,5350.2,5405.05,16858,7353
BBL,20210128,882,893.05,874.85,881.75,7387,3886
BBTC,20210128,1204,1217,1194.2,1206.3,26618,9177
BCG,20210128,6.85,7.15,6.65,7,4982764,1943396
BCP,20210128,5.75,6,5.5,5.9,1063459,0
BDL,20210128,332,334.7,323.95,328.85,142941,55378
BEARDSELL,20210128,8.95,9.5,8.95,9.45,2726,2588
BECTORFOOD,20210128,380,391.45,379.65,384,463043,185195
BEDMUTHA,20210128,26.95,26.95,26.2,26.75,9802,8481
BEL,20210128,131,134.7,129.85,131.2,16639553,5832657
BEML,20210128,900,905,888.1,900.05,185847,32458
BEPL,20210128,126.7,140.9,125.75,139.5,1993562,597916
BERGEPAINT,20210128,720,741.7,720,731.45,1199506,464223
BFINVEST,20210128,268.8,277,268.8,274.65,9189,2465
BFUTILITIE,20210128,268.5,279,267.2,273.05,140686,27492
BGRENERGY,20210128,40.2,41.9,40.15,40.8,25454,0
BHAGERIA,20210128,163,165.3,156.05,160.6,45904,26845
BHAGYANGR,20210128,30.8,31.45,30,30.65,9704,0
BHAGYAPROP,20210128,24,24.3,23.5,23.95,17485,8984
BHANDARI,20210128,3.4,3.4,3.4,3.4,47542,47537
BHARATFORG,20210128,562,599.25,562,582.65,2305090,182699
BHARATGEAR,20210128,67.95,69.3,65.1,66.95,4963,0
BHARATRAS,20210128,9848,9970,9766,9935.15,2611,1542
BHARATWIRE,20210128,31.2,31.8,31.1,31.7,1804,1495
BHARTIARTL,20210128,566.5,575.85,562.75,570.9,14921448,4598893
BHEL,20210128,35.35,36.8,35.1,36.6,48537154,8655163
BIGBLOC,20210128,97.5,100.8,96,96.5,12458,0
BIL,20210128,135.65,144.25,135.25,139.9,2400,1961
BINDALAGRO,20210128,16.8,17.55,16.3,17.15,31036,20361
BIOCON,20210128,376.55,386.8,373,380.1,9111175,2454247
BIOFILCHEM,20210128,108.3,108.3,108.3,108.3,10226,0
BIRLACABLE,20210128,59.9,62,57.35,59.6,127444,24883
BIRLACORPN,20210128,713,721.85,706.2,711.45,187942,115165
BIRLAMONEY,20210128,42.3,43.7,42.1,43,80755,36043
BIRLATYRE,20210128,30,30.25,29.1,29.5,627097,374519
BKMINDST,20210128,1.15,1.15,1.05,1.15,131359,0
BLBLIMITED,20210128,5.2,5.25,5,5.25,28439,22557
BLISSGVS,20210128,189.1,191,185.75,187.1,901627,310391
BLKASHYAP,20210128,9.5,9.5,9.15,9.3,116429,0
BLS,20210128,98.1,104.35,97.15,101.45,73741,38163
BLUEDART,20210128,4306,4329,4101,4168.6,34378,24264
BLUESTARCO,20210128,750,769.9,725.55,735.95,45398,23070
BODALCHEM,20210128,70,71.75,70,70.75,151887,80293
BOMDYEING,20210128,72.9,75.55,72.65,74.7,1159702,276806
BOROLTD,20210128,189,192.95,184,186.25,135398,68450
BORORENEW,20210128,259.7,274.05,254,272.55,777711,449194
BOSCHLTD,20210128,15450.55,15946.9,15376.45,15772.15,75419,14566
BPCL,20210128,377,389.7,376.25,384.3,8155883,3149896
BPL,20210128,20.2,21.25,19.75,21.25,98807,52823
BRFL,20210128,11.45,11.5,11.05,11.25,42574,24670
BRIGADE,20210128,232,239.75,221.4,226.9,339620,199050
BRITANNIA,20210128,3588.7,3650,3559.25,3603.75,643832,277018
BRNL,20210128,32.85,34.4,32.7,32.9,136759,72689
BROOKS,20210128,64.4,64.4,61.25,62.8,14117,9087
BSE,20210128,580,600.45,576.2,595.35,232881,63121
BSELINFRA,20210128,1.1,1.15,1.1,1.15,4250,4250
BSHSL,20210128,125,139.15,125,139.15,49933,19850
BSL,20210128,30.3,32.9,30.3,32.25,7898,0
BSLGOLDETF,20210128,4514,4549.9,4462,4486.8,359,196
BSLNIFTY,20210128,157,157,151.5,152.28,806,751
BSOFT,20210128,251,254.7,248.75,250.05,481779,205804
BURGERKING,20210128,138,141.9,135,138.95,2049403,804989
BURNPUR,20210128,2.3,2.35,2.3,2.3,15303,0
BUTTERFLY,20210128,502,514.85,500.85,505.4,13337,8348
BVCL,20210128,16.65,17.3,15.85,15.9,4862,0
BYKE,20210128,19.3,19.55,18.55,19.1,23978,0
CADILAHC,20210128,457,466.6,452.25,462.3,2584839,512956
CALSOFT,20210128,9.55,9.55,9,9.3,15942,11384
CAMLINFINE,20210128,104.5,104.5,100.4,101.2,543805,362299
