<ticker>,<date>,<open>,<high>,<low>,<close>,<volume>,<o/i>
20MICRONS,20201028,27.8,27.8,27,27.1,23510,13216
21STCENMGM,20201028,9.5,9.8,9.5,9.8,1244,1119
3IINFOTECH,20201028,3.05,3.1,3,3,2382161,1561918
3MINDIA,20201028,18648,18648,18350,18487.8,1450,845
3PLAND,20201028,6.5,6.5,6.5,6.5,802,802
5PAISA,20201028,340,341.95,324,332.9,68918,0
63MOONS,20201028,74.5,74.5,72.4,72.65,17763,13150
8KMILES,20201028,87.45,91.95,87.45,87.45,31302,0
A2ZINFRA,20201028,3.9,3.9,3.75,3.85,70551,42601
AAKASH,20201028,52,52.25,51.5,51.65,37403,24626
AARTIDRUGS,20201028,656.6,677,643.35,643.35,1903443,646413
AARTIIND,20201028,996,1025,996,1009.6,286337,95444
AARTISURF,20201028,552,563,525,530.3,7857,0
AARVEEDEN,20201028,10.85,10.9,10.35,10.8,2210,2101
AARVI,20201028,38,38,35.85,35.85,405,341
AAVAS,20201028,1487,1495.5,1460,1465.75,8790,3619
ABAN,20201028,22.7,23.35,21.1,22.55,46420,32298
ABB,20201028,933.8,937.2,902.85,907.05,50003,17888
ABBOTINDIA,20201028,15550,15605.1,15235,15327.05,13579,10418
ABCAPITAL,20201028,65.2,69.25,65.1,66.9,4491778,964630
ABFRL,20201028,162.7,163.45,157,157.6,2832347,1164526
ABMINTLTD,20201028,25.65,25.65,25.65,25.65,129,0
ABSLBANETF,20201028,193.9,250,193.9,242.11,466,414
ABSLNN50ET,20201028,283,283,273,273,20,18
ACC,20201028,1667.55,1680,1622.1,1638.9,1583118,550273
ACCELYA,20201028,958.8,962.3,920,924.85,10584,4417
ACE,20201028,69.9,73.6,69.9,71.45,233763,94432
ADANIENT,20201028,313.8,320.8,309.85,318.85,3098009,398087
ADANIGAS,20201028,199,204.5,198.1,201.05,2119106,713695
ADANIGREEN,20201028,776.85,776.85,776.8,776.85,1869868,1300511
ADANIPORTS,20201028,363,370,352,353.65,3863941,918691
ADANIPOWER,20201028,35.35,35.65,35.25,35.3,801318,511583
ADANITRANS,20201028,288,290.75,284.65,286.05,168394,125919
ADFFOODS,20201028,411.6,418,405.25,407.9,18304,8779
ADHUNIKIND,20201028,18.45,18.95,18.25,18.8,20231,13525
ADL,20201028,19.3,19.3,17.8,18.1,3705,0
ADORWELD,20201028,239.8,242.95,238,239.55,3385,2015
ADROITINFO,20201028,7.4,7.4,6.7,6.7,4230,0
ADSL,20201028,22.2,22.5,21.25,21.4,75925,20049
ADVANIHOTR,20201028,41.25,42.7,40,41.95,6850,5962
