<ticker>,<date>,<open>,<high>,<low>,<close>,<volume>,<o/i>
ALPSINDUS,20201230,1.7,1.7,1.7,1.7,9115,9115
AMARAJABAT,20201230,940.95,945.8,930,935.95,701642,106978
AMBER,20201230,2381,2394.9,2340,2379.45,66663,27785
AMBIKCO,20201230,851.3,860,825.65,834.8,12203,8759
AMBUJACEM,20201230,245.5,253,241.7,252.4,10481131,3208664
AMDIND,20201230,20.3,20.55,19.15,19.6,29979,19866
AMJLAND,20201230,26.35,26.95,25,26,26468,18084
AMRUTANJAN,20201230,507.35,507.35,498,500.65,37659,17536
ANANTRAJ,20201230,27.65,27.65,26.3,27.15,795226,350345
ANDHRACEMT,20201230,6.05,6.2,5.9,6.15,311840,222630
ANDHRAPAP,20201230,211,215.3,208,212,44063,21110
ANDHRSUGAR,20201230,314.45,321.9,311.95,318.55,54770,23251
ANGELBRKG,20201230,342.95,344,329.5,332.35,351295,188621
ANIKINDS,20201230,15.55,17.15,15.55,15.85,95849,0
ANKITMETAL,20201230,1.6,1.6,1.6,1.6,20526,20526
ANSALAPI,20201230,10.75,10.75,10.75,10.75,53597,0
ANSALHSG,20201230,6.7,6.7,6.4,6.7,38523,31587
ANUP,20201230,727,727,705.65,715.3,9173,4388
APARINDS,20201230,351.05,354.2,345.3,347.4,31401,24219
APCL,20201230,209.5,217.8,207.9,214.1,84721,47350
APCOTEXIND,20201230,159.5,169,157.1,167.6,199661,105579
APEX,20201230,314.25,315.15,306.6,308.8,74812,36681
APLAPOLLO,20201230,827.7,840.75,805.9,835.35,394092,268240
APLLTD,20201230,1050.8,1056.9,1021,1033.15,184497,106687
APOLLO,20201230,122.2,123.8,119.8,121.9,77992,33320
APOLLOHOSP,20201230,2382.85,2404,2351.2,2396.35,569168,84668
APOLLOPIPE,20201230,678.5,678.5,663,672.9,11482,8644
APOLLOTYRE,20201230,181.8,182.35,178.5,179.9,5749554,1119934
APOLSINHOT,20201230,594.1,596,552.25,581,6779,4041
APTECHT,20201230,155,155.35,151.1,153,301422,95562
ARCHIDPLY,20201230,30.95,31.5,30.1,30.6,81559,36519
ARCHIES,20201230,14.75,14.75,14.3,14.3,57008,48857
ARENTERP,20201230,12.8,12.95,12.15,12.2,1960,1952
ARIES,20201230,104.35,104.4,101.1,101.7,56913,26426
ARIHANT,20201230,22.9,23.5,21.15,23.05,3513,2768
ARIHANTSUP,20201230,30.1,32.8,30.1,32.8,12691,8796
ARMANFIN,20201230,752,763,732,734.4,5139,2680
AROGRANITE,20201230,51.55,52.4,47.9,50.15,205655,107360
ARROWGREEN,20201230,59.1,60.85,58.45,60.3,4313,2993
ARSHIYA,20201230,18.45,18.45,18.45,18.45,23614,23614
ARSSINFRA,20201230,25.75,25.75,25,25.75,48533,45437
ARTEMISMED,20201230,225,226.8,217.2,223.95,167,0
ARVIND,20201230,45.55,47.8,44.35,47.05,2438650,652325
ARVINDFASN,20201230,159,159.3,155.05,157.15,217283,126445
ARVSMART,20201230,115.45,115.45,111.9,113.35,71416,32931
ASAHIINDIA,20201230,270.9,299.5,270,278.6,1086581,219588
ASAHISONG,20201230,240.05,252.4,238.15,249.2,19327,10116
ASAL,20201230,25.9,25.9,25.3,25.45,2483,1603
ASALCBR,20201230,311.6,316.2,309.65,311.25,132960,69231
ASHAPURMIN,20201230,102.8,110.8,102.8,103.55,924851,476045
ASHIANA,20201230,105.45,105.9,102.65,103.3,44691,25572
ASHIMASYN,20201230,12.9,12.9,12.2,12.25,14494,0
ASHOKA,20201230,90.95,90.95,88.55,90.15,612323,234714
ASHOKLEY,20201230,95,95,93.75,94.8,13273848,2766310
ASIANHOTNR,20201230,73.65,77.7,72.05,74.15,7385,3501
ASIANPAINT,20201230,2694,2742.85,2680.35,2734.4,1614643,192271
ASIANTILES,20201230,282.5,283,279.8,281.2,144725,70683
ASPINWALL,20201230,178.45,178.45,168,175.2,6191,5390
ASTEC,20201230,1262.95,1299,1235.35,1286.45,121797,49003
ASTERDM,20201230,165.45,168,163.35,167.05,93146,46674
ASTRAL,20201230,1600,1745,1596.05,1717.05,429551,98994
ASTRAMICRO,20201230,119.75,127.5,118.55,123.95,642512,273597
ASTRAZEN,20201230,4557.4,4772,4458.95,4642.3,700072,164379
ASTRON,20201230,52.05,52.3,51,51.65,24361,14285
ATFL,20201230,901,908.8,863.6,878.45,29503,6865
ATLANTA,20201230,8.15,8.55,8.05,8.25,8132,5409
ATUL,20201230,6400,6520,6333,6480.2,23037,13985
ATULAUTO,20201230,182.5,182.5,177.5,178.85,72502,42879
AUBANK,20201230,855,860,841.65,852.45,591396,335278
AURIONPRO,20201230,95.1,95.95,92.15,92.75,14854,10785
AUROPHARMA,20201230,906,909,892.15,906.75,1667050,403960
AUSOMENT,20201230,51.9,52.5,50.8,51.35,2919,2192
AUTOAXLES,20201230,1022.1,1046.05,996.55,1017.25,87948,74736
AUTOIND,20201230,36,36.9,34.35,35.8,14650,11095
AUTOLITIND,20201230,24.95,25.8,23.25,24.95,22149,15263
AVADHSUGAR,20201230,219.15,222.85,212.05,216.7,82267,29193
AVANTIFEED,20201230,538,538,440.1,522.55,436417,171837
AVTNPL,20201230,49.8,49.8,48.2,48.35,150418,45187
AXISBANK,20201230,632.25,634,618.2,625.1,10262221,2239876
AXISBNKETF,20201230,310.54,313.1,309.11,312.26,1645,1412
AXISCADES,20201230,57,60,56,56.55,110898,57745
AXISGOLD,20201230,43.95,43.95,43.5,43.54,106784,93810
AXISNIFTY,20201230,144.67,144.67,143.28,144.32,1491,1125
AYMSYNTEX,20201230,38.4,38.4,36.7,37,8572,0
BAFNAPH,20201230,180,180.35,163.3,179.7,6868,0
BAGFILMS,20201230,3.2,3.3,3.1,3.25,67460,0
BAJAJ-AUTO,20201230,3437.2,3472.85,3405.25,3448.15,639180,139346
BAJAJCON,20201230,220,220.8,215,215.85,193911,92579
BAJAJELEC,20201230,612,618,606.95,613.55,54223,14820
BAJAJFINSV,20201230,9000,9020.95,8921,8961.7,491074,117083
BAJAJHIND,20201230,6.15,6.25,6,6.1,1738553,806098
BAJAJHLDNG,20201230,3086.45,3125,3047.8,3105,24651,10035
BAJFINANCE,20201230,5200.5,5348,5174,5334.15,3864700,450414
BALAJITELE,20201230,70.25,71.5,67.95,68.8,755562,286954
BALAMINES,20201230,920.7,948,916.9,935.15,232084,66326
BALAXI,20201230,641.95,650,631.05,642.9,622,346
BALKRISHNA,20201230,19.6,20,18.65,19.95,9722,0
BALKRISIND,20201230,1573,1623.95,1570,1615.05,2106717,298646
BALMLAWRIE,20201230,132,132,126.65,128.45,1825678,428782
BALPHARMA,20201230,55,56.35,53.2,55.45,13357,0
BALRAMCHIN,20201230,171.3,172.9,168.5,169.85,970232,465889
BANARBEADS,20201230,58.6,58.85,57.05,57.3,4642,3660
BANARISUG,20201230,1415.4,1440,1402.3,1416.8,229,128
BANCOINDIA,20201230,145.9,149,143.1,147.9,234688,117009
BANDHANBNK,20201230,416.5,416.5,402.5,406.1,6415631,2159012
BANG,20201230,30,30.9,29.6,30.4,7148,5315
BANKA,20201230,50.4,50.45,48.1,49.1,6580,4438
BANKBARODA,20201230,63,63.25,60.75,62.1,33108560,4848663
BANKBEES,20201230,315.47,316,311.21,313.94,806142,321377
BANKINDIA,20201230,49.8,49.9,48.8,49.2,3155428,553421
BANSWRAS,20201230,130.45,130.45,120.25,126,63947,59012
BASF,20201230,1632,1660,1612.5,1641.65,26175,16037
BASML,20201230,135,136.95,134,135,8454,5538
BATAINDIA,20201230,1580,1588.55,1570,1581.1,320841,67346
BAYERCROP,20201230,5506,5530,5410,5490.45,13449,7314
BBL,20201230,880.05,898.7,872.1,878.75,15377,8186
BBTC,20201230,1302,1302,1274.95,1294.45,33650,12142
BCG,20201230,7.95,7.95,7.95,7.95,450484,450484
BCP,20201230,7.4,7.6,7.05,7.3,108284,0
BDL,20201230,329.9,337,326,330.25,185264,55462
BEARDSELL,20201230,11,11.5,9.6,9.85,89221,60742
BECTORFOOD,20201230,520,538,507.15,514.75,5803600,935442
BEDMUTHA,20201230,28.2,28.75,27.45,27.9,10970,6647
BEL,20201230,115,115.3,113.4,114.4,6332210,1991492
BEML,20201230,991.5,991.5,959,965.7,834824,255023
BEPL,20201230,133.15,139.5,132.3,137.25,540552,213887
BERGEPAINT,20201230,744,755.55,738.5,753.45,843800,137211
BFINVEST,20201230,292.5,303.5,291.6,298.15,81038,16625
BFUTILITIE,20201230,282,297.45,278.65,291.3,590155,129723
BGRENERGY,20201230,47,47.45,46,46.55,26710,0
BHAGERIA,20201230,155.85,157.2,155.05,155.7,41905,30256
BHAGYANGR,20201230,34.95,34.95,33.3,34.1,41399,29739
BHAGYAPROP,20201230,24.25,24.3,22.5,23.85,4047,3555
BHANDARI,20201230,2.45,2.45,2.45,2.45,399693,349692
BHARATFORG,20201230,521.4,526,513.35,517.6,1583260,517558
BHARATGEAR,20201230,80,81.9,78.1,79.45,19436,0
BHARATRAS,20201230,9599,10190,9432.85,9929.65,38872,9715
BHARATWIRE,20201230,32.5,35.6,32.45,35.05,119245,66865
BHARTIARTL,20201230,523.4,523.4,513.3,516.15,10494434,4281397
BHEL,20201230,36.1,36.4,34.95,35.4,55267922,14498491
BIGBLOC,20201230,123.95,123.95,123.95,123.95,240,0
BIL,20201230,149.1,149.95,146.05,148.45,2212,1380
BINDALAGRO,20201230,16.1,16.35,15.6,15.95,23554,15762
BIOCON,20201230,462,463.65,453.25,458.7,3511633,967618
BIOFILCHEM,20201230,183.45,183.45,183.45,183.45,10032,0
BIRLACABLE,20201230,56,56,52.2,54.85,46341,23761
BIRLACORPN,20201230,712.7,733.9,707,730.3,461890,205387
BIRLAMONEY,20201230,46.8,46.85,44.55,45.1,517635,202366
BIRLATYRE,20201230,30.9,31.45,29.15,29.6,1054148,669072
BKMINDST,20201230,1.35,1.35,1.35,1.35,15812,0
BLBLIMITED,20201230,6.1,6.15,5.85,5.95,9758,8835
BLISSGVS,20201230,189.7,221,187,205.4,3338532,1028388
BLKASHYAP,20201230,9.55,10,9.55,10,383480,326173
BLS,20201230,86.05,87.5,84.8,86.7,29696,16719
BLUEDART,20201230,4089,4144,4001.95,4105,44148,22214
BLUESTARCO,20201230,797.7,805,790,801.55,85990,41127
BODALCHEM,20201230,80.7,81.8,78,80.75,659223,233311
BOMDYEING,20201230,75.35,77,73.5,76.6,2119514,547507
BOROLTD,20201230,236.5,242.9,225.7,242.9,1458773,467806
BORORENEW,20201230,302.75,307.9,285.15,307.9,4462549,1234488
BOSCHLTD,20201230,12875,12950,12667,12818.55,50895,12755
BPCL,20201230,382,384.2,378.8,382.85,3091717,718362
BPL,20201230,21.6,22.35,21.6,21.9,47704,33934
BRFL,20201230,12.9,12.9,12.1,12.1,310432,279772
BRIGADE,20201230,243.5,249.3,242.3,246.1,98228,59987
BRITANNIA,20201230,3602.25,3605.85,3564,3583.9,407808,168736
BRNL,20201230,33.65,33.75,32.6,33.55,80073,67335
BROOKS,20201230,65.65,65.65,63.55,64.5,34076,20124
BSE,20201230,617,617.95,606.55,609.2,218172,96074
BSELINFRA,20201230,1.15,1.15,1.1,1.15,210874,172210
BSHSL,20201230,97,97,92.5,92.55,940,494
BSL,20201230,33.8,33.8,32.25,32.7,4321,0
BSLGOLDETF,20201230,4629.45,4629.45,4582,4599.25,238,122
BSLNIFTY,20201230,153,154,152.23,152.91,481,291
BSOFT,20201230,252,257,246.05,253.8,1057293,350015
BURGERKING,20201230,173.85,181.5,168.8,175.6,9613637,2070622
BURNPUR,20201230,2.45,2.45,2.25,2.35,122300,0
BUTTERFLY,20201230,476,476,455.55,463.55,17263,8449
BVCL,20201230,16.5,16.5,15.5,15.55,13852,0
BYKE,20201230,18.75,19.5,18.6,19,41850,0
CADILAHC,20201230,482.9,482.9,475.8,479.35,1839434,234487
CALSOFT,20201230,10.9,11,10.05,10.15,60704,30468
CAMLINFINE,20201230,124.95,126,119.55,123.9,270099,113453
CAMS,20201230,1888,1890,1752.45,1796.35,830410,258557
CANBK,20201230,127,130.7,123.6,129.35,45699701,14473128
CANFINHOME,20201230,500,501,490,496.65,310217,149113
CANTABIL,20201230,426.9,426.9,380.55,386.65,110260,38800
CAPACITE,20201230,181.6,188,180,184.1,146109,43104
CAPLIPOINT,20201230,505.1,507.05,497.1,503.1,110446,72287
CAPTRUST,20201230,102.05,104.9,95.6,103.45,12789,7320
CARBORUNIV,20201230,404,418.65,394.5,404.7,584781,195983
CAREERP,20201230,163.85,163.9,159.6,160.35,12386,8218
CARERATING,20201230,526.7,543,520,530.65,469531,175660
CASTEXTECH,20201230,0.45,0.5,0.45,0.45,448218,0
CASTROLIND,20201230,122.9,125.75,121.4,123.55,3167185,1629860
CCHHL,20201230,5.15,5.3,4.9,4.95,93245,0
CCL,20201230,268.9,268.9,263.35,264.9,63955,37940
CDSL,20201230,521.9,527.5,515.45,524.8,545847,205089
CEATLTD,20201230,1075,1084.8,1051.55,1071.5,167838,36033
CEBBCO,20201230,20.4,20.9,19.35,20.55,279681,199431
CELEBRITY,20201230,5.5,5.5,5.15,5.3,160241,143184
CENTENKA,20201230,207.95,211.9,204.55,206.1,47397,26214
CENTEXT,20201230,5.4,5.55,5.1,5.25,104557,0
CENTRALBK,20201230,14,14,13.65,13.75,3143924,1512401
CENTRUM,20201230,17.1,17.2,15.9,16.8,1121610,491117
CENTUM,20201230,412,473,401.1,440.8,624468,454285
CENTURYPLY,20201230,235.95,237.5,230.45,233.85,233297,71288
CENTURYTEX,20201230,394.1,399.9,390.5,395.75,871725,239835
CERA,20201230,3500,3550,3397.95,3420.3,11499,4572
CEREBRAINT,20201230,36.45,36.55,33.1,33.8,265997,169426
CESC,20201230,610.15,613.15,605.2,609.5,277179,114713
CESCVENT,20201230,338,346.75,328.45,337.95,187074,75192
CGCL,20201230,303.7,312.35,303.7,310.15,89429,28654
CGPOWER,20201230,45.5,46.3,44.75,45.7,3826766,2529270
CHALET,20201230,180.05,186.75,180.05,184.05,162142,61196
CHAMBLFERT,20201230,235.9,239.5,230,232.3,968455,526336
CHEMBOND,20201230,177,183.7,171.8,179.75,40054,16175
CHEMCON,20201230,418.95,442.75,413.35,435.9,2402565,1438068
CHEMFAB,20201230,145.5,148.55,141.05,145.95,31711,13849
CHENNPETRO,20201230,105.65,107.9,103.5,106,928200,259686
CHOLAFIN,20201230,383.85,386.05,376.35,384.9,2218568,460610
CHOLAHLDNG,20201230,550.3,551.7,536.65,544.55,354783,297747
CIGNITITEC,20201230,393.05,420,383.3,386.15,36205,23979
CINELINE,20201230,37,38.4,36.35,36.85,190030,59529
CINEVISTA,20201230,7.1,7.6,6.95,7.3,24264,20204
CIPLA,20201230,830,830,816.05,823.8,2715404,530980
CLEDUCATE,20201230,63,64.8,62.8,64.1,7726,6160
CLNINDIA,20201230,363.6,373.5,361.75,366.8,30434,19890
CMICABLES,20201230,42.3,42.3,40.15,40.6,11566,0
CNOVAPETRO,20201230,6.9,7.35,6.8,7.35,2046,0
COALINDIA,20201230,136.75,136.75,134.2,135.6,14180071,3473147
COCHINSHIP,20201230,368.9,386.75,360.7,382.05,1262298,499134
COFORGE,20201230,2687,2708,2657.05,2694.6,240135,28961
COLPAL,20201230,1576.3,1582,1563.1,1579,271490,106732
COMPINFO,20201230,16.1,16.6,15.5,15.95,466748,182712
COMPUSOFT,20201230,9,9,8.6,8.8,27556,0
CONCOR,20201230,399.1,401.5,392.15,398.85,1596712,437446
CONFIPET,20201230,41.4,41.45,39.3,39.9,741419,319232
CONSOFINVT,20201230,42,43.75,41.15,41.55,8735,7845
CONTROLPR,20201230,236,264.9,226.5,253.9,215271,81363
CORALFINAC,20201230,23.7,23.9,22.75,23.05,15796,13370
CORDSCABLE,20201230,46.45,46.95,45.2,45.95,11450,6591
COROMANDEL,20201230,815.1,815.25,793.25,803.25,7149481,1917336
COSMOFILMS,20201230,461.2,462.7,452,456.35,31061,21722
COUNCODOS,20201230,3.6,3.6,3.45,3.6,69186,0
CPSEETF,20201230,20.49,20.49,20.1,20.35,1324916,862878
CREATIVE,20201230,114,114.5,105.15,109.3,19445,3345
CREATIVEYE,20201230,4.45,4.45,4.05,4.4,129059,118527
CREDITACC,20201230,782.05,783,765,767.75,62819,42831
CREST,20201230,102.55,102.55,98.2,100.05,14382,9563
CRISIL,20201230,1907.7,1922.65,1895,1918.65,7494,4193
CROMPTON,20201230,368.7,372,357,368.35,2838088,1966671
CSBBANK,20201230,222.9,222.9,216,217,198742,122381
CTE,20201230,42.35,44.4,41.2,44.2,27966,19302
CUB,20201230,179.95,180,177,178.1,1059595,715062
CUBEXTUB,20201230,18.5,18.5,17.15,18.05,5223,0
CUMMINSIND,20201230,571.8,586,567.15,571.65,2212476,364669
CUPID,20201230,251.1,256.3,245,249.55,712297,152487
CYBERMEDIA,20201230,2.9,2.9,2.9,2.9,100,100
CYBERTECH,20201230,164.45,166,156,157.4,486412,198487
CYIENT,20201230,515,518,509,514.7,199644,104795
DAAWAT,20201230,58,60,56.7,58.05,4065172,1320071
DABUR,20201230,530,540.5,524.35,539.55,6666770,2271223
DALBHARAT,20201230,1060.3,1090,1035.1,1077.75,210404,82298
DALMIASUG,20201230,140.1,142.9,140,141.2,79393,29513
DAMODARIND,20201230,35,36.7,33.8,34.4,14949,11471
DANGEE,20201230,134,134,130.05,133.2,16256,15823
DATAMATICS,20201230,106.95,116,105,114.35,373018,175567
DBCORP,20201230,82,82.15,80.6,81.65,120421,65904
DBL,20201230,394.8,398.7,389,394.45,120443,46185
DBREALTY,20201230,13.95,13.95,13,13.6,405153,0
DBSTOCKBRO,20201230,10.55,10.55,10.15,10.35,235,118
DCAL,20201230,140.25,140.9,136.5,137,429229,294375
DCBBANK,20201230,118.35,120.5,117,120.1,1672849,798428
DCM,20201230,28.8,29.25,26.55,28.4,33428,0
DCMFINSERV,20201230,1.75,1.75,1.7,1.7,2057,2057
DCMNVL,20201230,53.95,54.35,49.55,54.25,48588,0
DCMSHRIRAM,20201230,389.95,399,385,389.4,69178,29983
DCW,20201230,19.8,19.85,19.1,19.45,517684,339937
DECCANCE,20201230,371.6,380,361.15,376.3,125093,60016
DEEPAKFERT,20201230,156.45,161.4,154.6,158.15,398094,140503
DEEPAKNTR,20201230,924,935,910.5,927.85,523199,116576
DEEPENR,20201230,44.35,44.5,43.55,43.85,14410,8269
DELTACORP,20201230,162.75,164.1,160.4,162.7,1736278,470410
DELTAMAGNT,20201230,25.85,27.5,25.85,26.05,10777,0
DEN,20201230,62.4,62.95,62,62.45,135393,71777
DENORA,20201230,246.95,246.95,236.45,239.65,10986,4969
DFMFOODS,20201230,391.1,427,391.1,425.3,171733,111774
DGCONTENT,20201230,13.2,14.3,12.65,14.3,53518,51972
DHAMPURSUG,20201230,166.3,171.5,165.8,167.5,403966,117490
DHANBANK,20201230,13.45,13.55,13.15,13.25,331094,186904
DHANI,20201230,341,344.95,332,337,626340,327822
DHANUKA,20201230,800,802.4,782,784.95,95502,58088
DHARSUGAR,20201230,6.05,6.05,5.7,5.75,13289,0
DHFL,20201230,25.6,28.2,25.6,28.2,14843184,4835118
DHUNINV,20201230,253.6,264.95,253.6,260.1,2854,2095
DIAMONDYD,20201230,672.95,675.8,649.85,651.6,10258,8655
DICIND,20201230,410,418.85,400.1,410.4,15816,7277
DIGISPICE,20201230,21.25,22.1,20,21.9,219002,0
DISHTV,20201230,13,13.5,12.6,13.35,22422051,8844698
DIVISLAB,20201230,3790,3820,3760.85,3799.7,407940,139287
DIXON,20201230,13500,13571,13301.85,13368.45,27262,13620
DLF,20201230,232.5,237,228.5,235.95,9073150,792149
DLINKINDIA,20201230,118,119.65,116,117.3,205138,107999
DMART,20201230,2666.2,2725,2642.35,2680.3,479318,245520
DNAMEDIA,20201230,0.55,0.55,0.55,0.55,5343,0
DOLAT,20201230,53.5,57.5,52.3,56.35,317609,128923
DOLLAR,20201230,241,241.9,234.2,237.65,151060,73765
DONEAR,20201230,35.55,35.55,33.75,34.5,51818,23710
DPABHUSHAN,20201230,90.55,91.3,83.05,85.9,11319,8359
DPSCLTD,20201230,11.2,11.2,10.8,11.1,20225,14895
DPWIRES,20201230,87,87,83.4,84.5,1548,1318
DQE,20201230,1.5,1.55,1.5,1.55,46685,46673
DREDGECORP,20201230,302.8,339.9,296.2,331.55,2019078,362616
DRREDDY,20201230,5191.45,5191.45,5142.5,5170.95,475269,101988
DSSL,20201230,64.65,66,62,62.55,33840,17956
DTIL,20201230,264.9,264.9,255,260.05,2809,1932
DUCON,20201230,6.65,6.75,6.25,6.75,115305,0
DVL,20201230,71.55,77.45,71.4,77.45,108556,77389
DWARKESH,20201230,31.15,31.75,30.55,31.1,631807,245419
DYNAMATECH,20201230,777.05,792,770,771.3,6480,4422
DYNPRO,20201230,248.2,248.25,240.35,244.6,51661,28362
EASTSILK,20201230,1.4,1.4,1.4,1.4,7965,7965
EBANK,20201230,3314.65,3425.05,3155.7,3294.57,13,10
EBBETF0423,20201230,1110.25,1111,1110.25,1110.96,10207,10206
EBBETF0425,20201230,1026.24,1026.99,1023.76,1026.99,11287,11137
EBBETF0430,20201230,1135.95,1136.99,1132.55,1135.09,1329,1306
EBBETF0431,20201230,1018.49,1018.49,1017,1017.42,10554,10228
EBIXFOREX,20201230,500.05,509.95,495.1,500.4,1672,1278
ECLERX,20201230,910,910.35,892.9,901.45,63726,33923
EDELWEISS,20201230,71.3,71.3,69.2,70.3,499616,300130
EICHERMOT,20201230,2479,2525,2454.35,2517.35,2429452,298315
EIDPARRY,20201230,353.5,366,344.05,352.25,3273940,797051
EIHAHOTELS,20201230,271,282.3,261.15,280.7,32713,13913
EIHOTEL,20201230,89.5,90.95,88.15,90.6,409020,215936
EIMCOELECO,20201230,347.85,347.85,335,336,2039,825
EKC,20201230,55.7,56.6,52.35,52.55,449680,314553
ELECON,20201230,41.45,42.55,40.1,41.6,850905,451229
ELECTCAST,20201230,20.55,21.2,20.4,20.5,830709,602941
ELECTHERM,20201230,113.25,116,112.2,114.45,20322,14295
ELGIEQUIP,20201230,155.2,157.55,153.45,154.85,86725,52366
ELGIRUBCO,20201230,22.4,23.4,22,22.3,24182,16753
EMAMILTD,20201230,423.15,426.9,421.5,423.45,896597,691446
EMAMIPAP,20201230,107.9,107.9,103.15,105.25,7118,4325
EMAMIREAL,20201230,50.8,50.95,49,49.75,13314,10767
EMKAY,20201230,79,83.95,77.95,81.65,128100,55338
EMMBI,20201230,75.2,76.4,74.5,75.65,16712,13149
ENDURANCE,20201230,1307,1350,1283.2,1344.7,256951,115732
ENERGYDEV,20201230,9.75,9.75,9.75,9.75,60859,60858
ENGINERSIN,20201230,78.75,79.45,77.8,78.95,2993049,1505744
ENIL,20201230,159.65,162.95,156.05,159,229863,129901
EPL,20201230,260,261.1,254.05,260.05,454384,413542
EQ30,20201230,414.06,417.64,395,402.11,162,132
EQUITAS,20201230,66.7,68.5,66.05,68.05,2087058,1467372
EQUITASBNK,20201230,37.55,37.65,36.3,37.5,1483158,1239575
ERIS,20201230,584,584,570,572.3,48894,19062
