<ticker>,<date>,<open>,<high>,<low>,<close>,<volume>,<o/i>
20MICRONS,20210310,38.1,39.4,37.9,38.55,540420,269558
21STCENMGM,20210310,12.75,12.75,12.75,12.75,3186,3186
3IINFOTECH,20210310,8,8.05,7.75,8.05,20361191,12504846
3MINDIA,20210310,26300.25,26587.55,25635.4,25897.35,2818,1324
3PLAND,20210310,9.35,9.9,8.45,9.4,23706,14202
5PAISA,20210310,284,290.75,282.35,285.1,69657,32536
63MOONS,20210310,78.1,81,78.1,79.9,28808,17599
A2ZINFRA,20210310,4.35,4.4,4.25,4.3,356660,247098
AAKASH,20210310,125,127,125,126.7,8293,0
AARON,20210310,66.8,66.95,62.35,63.05,5360,4187
AARTIDRUGS,20210310,687.05,688,669,670.75,222757,81030
AARTIIND,20210310,1264.9,1280,1260,1276.25,168918,115025
AARTISURF,20210310,1046,1048.65,1020,1028.9,9068,6237
AARVEEDEN,20210310,18,18.4,17.45,17.75,13204,11331
AARVI,20210310,59.1,59.15,55.2,55.5,7599,6464
AAVAS,20210310,2198,2239.75,2193.75,2213.05,31338,18437
ABAN,20210310,38.45,39.5,36.6,39.3,276957,181780
ABB,20210310,1478,1523.9,1451,1466.25,131725,45914
ABBOTINDIA,20210310,14687.55,14750,14600,14668.15,13903,11034
ABCAPITAL,20210310,135.55,137,132.5,134.35,2776312,910851
ABFRL,20210310,218,218.75,215.1,217.85,1863064,949767
ABMINTLTD,20210310,62.05,68.55,62.05,63.05,8978,5734
ABSLBANETF,20210310,360.3,360.3,356.59,357.74,18,15
ABSLNN50ET,20210310,354.2,374,353.2,368,396,22
ACC,20210310,1838.9,1844,1810.75,1835.05,645527,127874
ACCELYA,20210310,910.95,914.4,896,900.85,6674,2204
ACCURACY,20210310,54,54.75,53.1,54.2,10723,8786
ACE,20210310,165.9,170.7,162.85,164.05,192274,118875
ACRYSIL,20210310,369.9,374.75,360,366.3,80735,52373
ADANIENT,20210310,911,914.1,888.7,898.15,5465016,704295
ADANIGREEN,20210310,1165.5,1192.1,1165.5,1185.65,483563,295799
ADANIPORTS,20210310,757.5,759.1,743,745.35,5235249,889954
ADANIPOWER,20210310,83,84.35,77.8,77.8,32046833,15962460
ADANITRANS,20210310,740,765,730.55,733.05,662901,370877
ADFFOODS,20210310,945,945,925.1,929.7,14112,6124
ADHUNIKIND,20210310,21.15,21.65,20.6,20.7,10813,6971
ADL,20210310,30,31.65,29.7,31.4,530,0
ADORWELD,20210310,304.45,316.75,304.45,313.8,29492,15001
ADROITINFO,20210310,12.1,12.1,12.1,12.1,5372,5372
ADSL,20210310,39.1,41.45,39.1,40.7,151619,108680
ADVANIHOTR,20210310,70,70,65.3,65.6,57773,34827
ADVENZYMES,20210310,351,357.65,349.2,352,290383,213340
AEGISCHEM,20210310,310.4,329.7,310.35,320.6,1247734,674223
AFFLE,20210310,5829.6,5934.95,5700,5837.5,57203,31228
AFL-RE,20210310,35.1,35.3,29.1,29.9,217770,0
AGARIND,20210310,153.15,153.15,150.05,150.6,2018,0
AGCNET,20210310,997.2,1005,990,994.5,6464,5586
AGRITECH,20210310,34.1,34.6,33.75,33.9,7769,5787
AGROPHOS,20210310,12.9,12.9,12.5,12.65,19029,13933
AHLADA,20210310,107.95,110.4,106.1,108.45,12229,9905
AHLEAST,20210310,163,174,163,168.65,5959,4484
AHLUCONT,20210310,289.9,302.8,287.6,300.25,140304,120636
AHLWEST,20210310,241.8,241.8,236.05,238.1,2346,1471
AIAENG,20210310,1944,1950,1906,1918.35,75900,61274
AIRAN,20210310,17.25,17.4,16.55,16.65,41299,32196
AJANTPHARM,20210310,1793.4,1812.9,1772,1807.15,77856,38578
AJMERA,20210310,130.5,132.5,129.5,130.5,44654,11566
AKASH,20210310,224.75,224.75,202.55,214.8,44350,16809
AKG,20210310,101.95,102.1,100.55,101.65,146683,40330
AKSHARCHEM,20210310,245,252.9,242.1,248.6,21653,10224
AKSHOPTFBR,20210310,6.7,6.75,6.5,6.65,290214,226140
AKZOINDIA,20210310,2238.7,2299,2238.15,2280.85,40848,19202
ALANKIT,20210310,16.5,16.5,16.1,16.15,110262,81452
ALBERTDAVD,20210310,407.8,407.8,401.15,402.4,3389,2435
ALEMBICLTD,20210310,101.6,101.95,100,100.4,177137,94806
ALICON,20210310,455.05,463.55,440,458.6,7176,3740
ALKALI,20210310,54.9,55.6,51.95,52.95,21257,14241
ALKEM,20210310,2772,2798.65,2732,2739.75,184661,136230
ALKYLAMINE,20210310,5110.1,5156.9,5076.2,5088,17011,5535
ALLCARGO,20210310,134.95,136.6,134,135.45,317647,209235
ALLSEC,20210310,327.2,329.35,322,326.3,4324,2071
ALMONDZ,20210310,30.7,30.75,29.3,30,9252,7896
ALOKINDS,20210310,21.85,22.1,21.5,21.6,7151179,2984463
ALPA,20210310,39.9,40.1,38.85,39.75,53733,38434
ALPHAGEO,20210310,215,215,206.1,209.4,14226,9094
ALPSINDUS,20210310,1.95,1.95,1.85,1.95,16221,0
AMARAJABAT,20210310,891.05,899.7,887.5,896.1,420121,122520
AMBER,20210310,3540,3550,3403.05,3448.8,126605,86220
AMBIKCO,20210310,984.85,988.55,965.45,975.05,15347,8114
AMBUJACEM,20210310,292.55,293.8,289,292,3837384,1241659
AMDIND,20210310,24,24.25,21.75,22.15,107371,54633
AMJLAND,20210310,26.45,26.5,25.55,25.9,4935,3538
AMRUTANJAN,20210310,556.2,558.65,539.75,542,55461,30194
ANANTRAJ,20210310,57.4,59.25,54,59,1406501,671759
ANDHRACEMT,20210310,5.6,5.7,5.5,5.55,242004,167056
ANDHRAPAP,20210310,247.05,248.55,238.8,240.8,40853,19271
ANDHRSUGAR,20210310,324.95,324.95,317.05,318.2,42437,24539
ANGELBRKG,20210310,331,332.75,327.05,328.1,25336,12136
ANIKINDS,20210310,16.75,16.75,15.6,15.9,22513,14960
ANKITMETAL,20210310,1.25,1.25,1.2,1.25,67984,61918
ANSALAPI,20210310,8.25,8.3,8,8.3,101808,64149
ANSALHSG,20210310,5.95,6.2,5.9,6.2,103957,94511
ANUP,20210310,645,647,630.55,641.25,85426,78347
APARINDS,20210310,451.95,464.5,449.9,455.95,59664,35982
APCL,20210310,217.55,224.95,217.55,223.75,43102,26463
APCOTEXIND,20210310,177.7,182,177,179.6,120086,36677
APEX,20210310,247.05,248.95,238.2,239.75,97090,61021
APLAPOLLO,20210310,1326.95,1346.6,1280.35,1335.55,366662,255425
APLLTD,20210310,938,943.2,925.95,934.45,288734,191366
APOLLO,20210310,112.9,113.7,111,111.45,99530,34591
APOLLOHOSP,20210310,2910,2924.95,2880.75,2904.1,432551,131335
APOLLOPIPE,20210310,730,741,723,738.4,14850,9052
APOLLOTYRE,20210310,234.05,238.75,233.6,237.5,6197436,1493436
APOLSINHOT,20210310,558.7,560,544,545.7,621,312
APTECHT,20210310,218.35,220.8,212.55,213.9,342808,80738
ARCHIDPLY,20210310,36.15,36.3,35.1,35.15,17015,0
ARCHIES,20210310,12,12.25,11.9,12,40372,33689
ARENTERP,20210310,11.05,11.05,10.8,10.95,4798,4660
ARIES,20210310,95.5,100.9,94,98.8,169677,64900
ARIHANT,20210310,21.2,22.25,20.7,21.65,2170,1763
ARIHANTSUP,20210310,38.05,38.7,37.5,38.05,27188,5409
ARMANFIN,20210310,622.5,630,585.6,620.1,64051,33057
AROGRANITE,20210310,47,47,45.7,46.55,10040,6625
ARROWGREEN,20210310,80.3,81,76.8,79.55,1070,0
ARSHIYA,20210310,38,39.65,36.15,37.65,121143,0
ARSSINFRA,20210310,23.8,24.05,23.25,23.5,6662,3861
ARTEMISMED,20210310,232.6,239.35,230.05,231.95,7176,5811
ARVIND,20210310,77.2,77.65,75.45,75.95,493388,281101
ARVINDFASN,20210310,169,169,164,164.75,165302,71796
ARVSMART,20210310,101,102.15,99.45,99.9,71734,38120
ASAHIINDIA,20210310,323.95,347.3,322.8,333.25,376562,79077
ASAHISONG,20210310,268.95,282.4,261.25,281.05,30785,18310
ASAL,20210310,37.3,37.3,36,36.5,7971,0
ASALCBR,20210310,367.95,374,364,369.2,47364,32419
ASHAPURMIN,20210310,117.1,121.6,117.1,119.1,97672,56534
ASHIANA,20210310,115.5,121,114,118.9,175451,134963
ASHIMASYN,20210310,16.4,16.4,16,16.4,460358,329322
ASHOKA,20210310,112.3,113,110.6,111.1,723455,201060
ASHOKLEY,20210310,124.5,126.4,123.2,123.9,16392693,5738236
ASIANHOTNR,20210310,74,74,72.1,72.95,3565,2081
ASIANPAINT,20210310,2446,2446,2415.55,2431.95,1056102,446382
ASIANTILES,20210310,166,174.85,166,173,403406,242753
ASPINWALL,20210310,197.05,202.2,192.55,197.85,7639,4180
ASTEC,20210310,1065,1068,1040.35,1049.5,18848,9436
ASTERDM,20210310,142.4,144.45,141.85,142.45,99420,47796
ASTRAL,20210310,2363.3,2532,2332,2501.6,494725,220495
ASTRAMICRO,20210310,147.25,147.25,136,140.1,599359,374705
ASTRAZEN,20210310,3420,3440,3402.25,3414.8,12034,5989
ASTRON,20210310,42.65,44,42.2,42.6,62694,46231
ATFL,20210310,822.05,832.4,817.25,822.2,2011,1259
ATGL,20210310,710,725,685.1,717.75,1729560,814328
ATLANTA,20210310,7.45,7.7,7.35,7.35,161044,142672
ATUL,20210310,6784,6784,6695.8,6735.25,13798,9814
ATULAUTO,20210310,202,202,195,197.3,75932,42228
AUBANK,20210310,1254,1268,1202.8,1253.25,1184012,297361
AURIONPRO,20210310,113,120.65,105,120.65,668351,222313
AUROPHARMA,20210310,853,863.95,850.1,857.3,1525849,775297
AUSOMENT,20210310,52.05,53.5,52,52.4,7490,5936
AUTOAXLES,20210310,1201.75,1210,1180,1199.85,4327,2967
AUTOIND,20210310,34.5,34.5,33.2,33.55,11053,8414
AVADHSUGAR,20210310,211.2,212.3,202.65,207.3,75136,30338
AVANTIFEED,20210310,485.1,489.8,481,481.8,281442,226342
