<ticker>,<date>,<open>,<high>,<low>,<close>,<volume>,<o/i>
20MICRONS,20210224,36.5,36.7,36,36.5,24898,17427
21STCENMGM,20210224,12.1,12.1,11.7,11.7,1732,1411
3IINFOTECH,20210224,6.6,6.65,6.3,6.3,14013820,8927639
3MINDIA,20210224,21050,21898.95,21050,21785.55,3519,2070
3PLAND,20210224,9.7,9.7,9,9.15,3631,2618
5PAISA,20210224,245.7,264,244.35,258.95,32997,22630
63MOONS,20210224,81.65,82,79.65,80.3,44183,30325
A2ZINFRA,20210224,4.2,4.25,4,4.15,60833,51923
AAKASH,20210224,121.7,125,121.7,124,3624,0
AARON,20210224,58.95,63.3,58.1,61.2,1498,943
AARTIDRUGS,20210224,633.1,644.3,630.1,634.25,156622,81877
AARTIIND,20210224,1246,1246.75,1200.3,1230.55,74088,35167
AARTISURF,20210224,907.9,946,895.95,912.6,4861,3236
AARVEEDEN,20210224,17.3,18,17.25,18,3906,3835
AARVI,20210224,51.05,53.45,50.3,52.7,13581,11558
AAVAS,20210224,2214,2216.85,2160,2190.2,27940,16008
ABAN,20210224,40.45,40.45,40.45,40.45,84152,84152
ABB,20210224,1494.65,1600,1485.9,1570.8,216975,67045
ABBOTINDIA,20210224,14548.1,14717.5,14477,14591.6,5329,3195
ABCAPITAL,20210224,113.65,124.9,112.85,122.35,17590947,5374795
ABFRL,20210224,170,184,170,179.25,7198216,4293195
ABMINTLTD,20210224,62.9,62.9,62.9,62.9,819,819
ABSLBANETF,20210224,351,420,302,361,400,120
ABSLNN50ET,20210224,352,417,310,341.2,134,14
ACC,20210224,1708,1745,1708,1730.65,481605,151267
ACCELYA,20210224,907.65,943,885.05,896.95,8068,3184
ACCURACY,20210224,64.2,66,61,65.35,17051,14280
ACE,20210224,155.5,157.95,154,154.55,70100,35021
ACRYSIL,20210224,295.5,302.4,286,287.7,100032,48872
ADANIENT,20210224,806,812.05,795.45,805.2,4626257,621877
ADANIGREEN,20210224,1209.7,1209.7,1159,1169.35,494155,258405
ADANIPORTS,20210224,666.7,671,653.4,665.2,3919187,707214
ADANIPOWER,20210224,55.7,56.25,55.05,55.25,2874207,1236194
ADANITRANS,20210224,740,758.9,687,743.75,727244,240722
ADFFOODS,20210224,842.8,855,829.1,848.45,42820,20542
ADHUNIKIND,20210224,21.4,21.8,20.45,21.25,14211,8592
ADL,20210224,25.15,27.5,25.15,27.5,943,0
ADORWELD,20210224,322.5,323.25,317,318.05,29821,23888
ADROITINFO,20210224,7.85,7.9,7.2,7.9,4633,4323
ADSL,20210224,43,43.75,40.5,40.95,326623,188916
ADVANIHOTR,20210224,53.65,53.75,48.1,52.3,8562,6365
ADVENZYMES,20210224,357.5,374,352.2,369.35,253382,96286
AEGISCHEM,20210224,281.9,285.6,275.2,280.95,92784,55848
AFFLE,20210224,5351,5435,5063,5257.35,64648,36290
AGARIND,20210224,160.5,160.5,153.55,155.25,4455,0
AGCNET,20210224,1011.3,1020,999,1011.45,10630,9346
AGRITECH,20210224,35.7,35.7,33.1,34.9,2535,1689
AGROPHOS,20210224,13.8,13.8,12.55,12.85,38875,25515
AHLADA,20210224,74,75,72,74.95,9208,8091
AHLEAST,20210224,154.15,160,152.25,157,2623,2358
AHLUCONT,20210224,285.45,289.9,283.35,287.15,9349,5867
AHLWEST,20210224,247,247.75,236.25,241.85,3785,2182
AIAENG,20210224,1842,1866.95,1781,1799.95,36544,24500
AIRAN,20210224,18.55,18.75,17.25,18.3,44008,36265
AJANTPHARM,20210224,1755,1858,1660,1751.85,39998,18735
AJMERA,20210224,128.85,131.8,116.5,129.4,52306,17791
AKASH,20210224,234.5,249.8,229,232.65,2018,889
AKG,20210224,87,91.35,83.05,90.55,4221,2485
AKSHARCHEM,20210224,252.7,252.7,246.2,247.9,10684,8323
AKSHOPTFBR,20210224,6.9,6.95,6.75,6.8,99540,71544
AKZOINDIA,20210224,2162,2178,2120,2149.85,32209,26710
ALANKIT,20210224,16,16.4,15.5,16.05,34044,24591
ALBERTDAVD,20210224,396,407.6,395,399.45,5709,4524
ALEMBICLTD,20210224,103,105.5,98.8,103.6,508796,214559
ALICON,20210224,425.3,430,420.1,422.5,918,627
ALKALI,20210224,53.95,54.8,51.95,53.4,5977,3595
ALKEM,20210224,2757,2779,2710.05,2761.8,40520,17869
ALKYLAMINE,20210224,4999.95,5150,4966,5013.4,14430,3586
ALLCARGO,20210224,131.5,132.6,130,130.85,136472,65965
ALLSEC,20210224,355,356,348.85,353.05,3730,2134
ALMONDZ,20210224,29.1,29.1,28.05,28.85,6766,4040
ALOKINDS,20210224,20.05,20.3,19.6,20.1,4004552,1883509
ALPA,20210224,41.55,42.4,40.2,40.85,18814,14775
ALPHAGEO,20210224,221.7,221.7,214.6,216.75,7753,4467
ALPSINDUS,20210224,1.9,1.9,1.8,1.8,10900,0
AMARAJABAT,20210224,896.45,899,868.25,886.25,564780,196376
AMBER,20210224,3150,3230,3100,3171.3,98588,33354
AMBIKCO,20210224,969,969,940,949.5,8094,5249
AMBUJACEM,20210224,266,270.3,265.05,268.4,3316417,1625885
AMDIND,20210224,20.05,20.5,19.5,20.05,93714,42552
AMJLAND,20210224,25.4,26.25,24.85,25.6,15703,11671
AMRUTANJAN,20210224,546.95,570.15,545,548.85,176013,127421
ANANTRAJ,20210224,50.45,50.45,45.85,48.45,1487220,825572
ANDHRACEMT,20210224,5.85,5.85,5.45,5.55,92936,60585
ANDHRAPAP,20210224,225.2,239.95,225,237.5,23545,15602
ANDHRSUGAR,20210224,307.85,307.85,300.55,304.15,37932,20707
ANGELBRKG,20210224,329,332,317,323.4,58932,38860
ANIKINDS,20210224,17.6,18.05,16.65,17.25,27690,11365
ANKITMETAL,20210224,1.15,1.15,1.1,1.1,20542,20542
ANSALAPI,20210224,7.35,7.35,7.3,7.35,81451,74070
ANSALHSG,20210224,5.9,6.05,5.8,6,19648,16146
ANUP,20210224,608.5,710,608.5,648.1,363607,112848
APARINDS,20210224,454.25,464.75,454.25,462,41982,25358
APCL,20210224,204.4,207.95,202.5,206.1,8919,4961
APCOTEXIND,20210224,180,181,175.75,179.15,45313,14686
APEX,20210224,246.1,259,246.1,253.55,37682,21540
APLAPOLLO,20210224,985,1019,981,1014.5,409528,305326
APLLTD,20210224,894.8,904.6,878.45,882.6,152176,92437
APOLLO,20210224,113.3,114.45,111.9,112.8,52360,31477
APOLLOHOSP,20210224,3015,3120,3000.05,3059.65,1088420,335504
APOLLOPIPE,20210224,670,705,670,699.85,18589,14486
APOLLOTYRE,20210224,232.4,241,231.2,238.9,8702989,1730459
APOLSINHOT,20210224,557.1,558.55,547,547.75,213,105
APTECHT,20210224,227.9,231.9,215,227.45,214287,45872
ARCHIDPLY,20210224,35.3,36.35,34.8,36.35,22780,0
ARCHIES,20210224,12.4,12.4,11.75,12.05,12334,10820
ARENTERP,20210224,11.75,11.95,11.15,11.75,1527,1120
ARIES,20210224,88.65,91.9,87.55,90.6,14687,8833
ARIHANT,20210224,23.8,24.45,22.5,22.9,9606,9250
ARIHANTSUP,20210224,38.45,39.5,37.65,38.5,13057,1688
ARMANFIN,20210224,654.3,668,637.9,657.7,7229,4055
AROGRANITE,20210224,44.7,51.7,42.3,46.5,48081,24699
ARROWGREEN,20210224,83,85.95,78.8,79.95,12711,8224
ARSHIYA,20210224,30,31.95,29.9,31.2,19379,0
ARSSINFRA,20210224,22.2,23.75,22.1,22.45,12365,10212
ARTEMISMED,20210224,229,239.95,222.35,227,965,713
ARVIND,20210224,70.3,75.7,70,72.2,2910232,1036015
